Label (Grouping),Unemployment Rate,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,"INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS) Less than $10,000",HEALTH INSURANCE COVERAGE With health insurance coverage,HEALTH INSURANCE COVERAGE With private health insurance,YEAR STRUCTURE BUILT Built 2014 or later,YEAR STRUCTURE BUILT Built 2010 to 2013,HOUSING TENURE Renter-occupied,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2015 or later,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2010 to 2014,VEHICLES AVAILABLE No vehicles available,VEHICLES AVAILABLE 2 vehicles available,VEHICLES AVAILABLE 3 or more vehicles available,OCCUPANTS PER ROOM 1.01 to 1.50,OCCUPANTS PER ROOM 1.51 or more,MORTGAGE STATUS Owner-occupied units Housing units with a mortgage,65 years and over,MARITAL STATUS Males 15 years and over Never married,MARITAL STATUS Females 15 years and over Never married,EDUCATIONAL ATTAINMENT Less than 9th grade,"EDUCATIONAL ATTAINMENT 9th to 12th grade, no diploma",Bachelor's degree or higher,PLACE OF BIRTH Native Different state,SEX AND AGE 62 years and over,White,Black or African American,American Indian and Alaska Native,Asian,Hispanic or Latino (of any race),Own children of the householder under 6 years,Own children of the householder 6 to 17 years,Mean travel time to work (minutes),Median household income (dollars),Mean household income (dollars),Total housing units,Homeowner vacancy rate,Rental vacancy rate,ROOM Median rooms,VALUE Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),GROSS RENT Occupied units paying rent Median (dollars),Population in households,YEAR OF ENTRY Population born outside the United States,YEAR OF ENTRY Foreign born,Total households,Total population,Sex ratio (males per 100 females),Median age (years),tract_x,geoid,label_bin,label_three,label_four,USPS,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG,relation_max_fee,relation_min_fee
5526.01,0.11,0.02,0.07,0.19,0.06,0.12,0.09,0.03,0.06,0.07,0.17,0.1,0.02,0.01,0.06,0.85,0.48,0.01,0,0.24,0.08,0.22,0.02,0.29,0.57,0.13,0.09,0.82,0.16,0.5,0.45,0.23,0.11,0.1,0.05,0.11,0.49,0.01,0,0.06,0.91,550,733,27.6,65917,72083,1212,0,6.8,4.6,381800,1854,333,1592,5237,1884,1869,1172,5245,98.7,29.8,552601,6037552601,0,0,0,CA,711380,0,0.275,0,33.8913016,-118.0776264,2353,1506
5523.02,0.05,0,0.01,0.08,0.06,0.1,0.1,0.01,0.07,0.09,0.3,0.09,0.07,0.02,0.01,0.91,0.65,0.01,0,0.48,0.15,0.31,0.09,0.39,0.31,0.1,0.09,0.8,0.1,0.38,0.28,0.08,0.07,0.24,0.07,0.23,0.37,0.08,0,0.21,0.54,293,399,34.7,64961,85352,1296,0,0,4.6,413800,2244,400,1236,4106,1187,1149,1273,4119,103.9,40.9,552302,6037552302,0,0,0,CA,961503,0,0.371,0,33.9065192,-118.0577725,2353,1297
5523.01,0.06,0.02,0.04,0.13,0.06,0.1,0.08,0,0.05,0.11,0.25,0.06,0.06,0.04,0.04,0.88,0.64,0,0,0.39,0.11,0.35,0.03,0.48,0.26,0.1,0.11,0.76,0.11,0.46,0.27,0.16,0.06,0.17,0.07,0.16,0.5,0.05,0,0.19,0.66,233,688,33,87438,93705,1298,0,5.2,4.9,379700,2039,497,1873,4241,1723,1624,1246,4375,106.6,36,552301,6037552301,0,0,0,CA,1249186,0,0.482,0,33.9126424,-118.0648508,1599,1171
5520.02,0.07,0,0.05,0.17,0.06,0.11,0.07,0.02,0.04,0.08,0.17,0.13,0.07,0.03,0.04,0.91,0.56,0,0,0.56,0.17,0.36,0.07,0.4,0.31,0.12,0.1,0.76,0.18,0.51,0.39,0.16,0.09,0.19,0.06,0.15,0.34,0.09,0,0.19,0.62,284,543,29.8,65694,70096,993,0,6.5,4.4,394400,2012,508,1506,3388,1342,1293,920,3489,100.9,35.1,552002,6037552002,0,0,0,CA,706344,283,0.273,0,33.9131184,-118.0876278,1883,1171
5520.01,0.05,0,0.07,0.14,0.03,0.11,0.12,0.01,0.05,0.04,0.24,0.12,0.03,0.05,0.05,0.91,0.66,0,0,0.29,0.07,0.27,0.06,0.37,0.42,0.12,0.04,0.73,0.05,0.38,0.36,0.13,0.08,0.23,0.04,0.14,0.44,0.04,0.02,0.13,0.73,318,810,31.6,82386,92160,1051,1.9,3,5.2,419700,2110,402,1785,4171,1496,1430,1005,4269,80.5,36.1,552001,6037552001,0,0,0,CA,802787,0,0.31,0,33.9123664,-118.0951779,1750,1171
5515.02,0.08,0.02,0.05,0.12,0.03,0.15,0.05,0,0.02,0.09,0.25,0.08,0.07,0.07,0.03,0.89,0.68,0,0,0.41,0.16,0.32,0.04,0.34,0.42,0.13,0.03,0.79,0,0.39,0.36,0.09,0.12,0.21,0.04,0.15,0.5,0,0,0.09,0.69,207,813,26.9,82908,93697,1225,0,4.1,4.8,542300,2129,347,1447,4429,1905,1851,1204,4534,107.7,35.3,551502,6037551502,0,0,0,CA,1101056,0,0.425,0,33.9270686,-118.1527452,1594,1237
5515.01,0.08,0.01,0.04,0.19,0.03,0.1,0.06,0.04,0.05,0.1,0.25,0.07,0.04,0.03,0.01,0.87,0.57,0,0,0.41,0.13,0.28,0.02,0.45,0.23,0.08,0.02,0.74,0.08,0.36,0.39,0.13,0.03,0.24,0.07,0.17,0.65,0.06,0.01,0.05,0.72,218,825,29.7,70877,91521,1521,6,6.3,5.4,477900,2056,553,1418,4668,1624,1443,1417,4700,87,38.9,551501,6037551501,0,0,0,CA,1447653,19675,0.559,0.008,33.9371087,-118.1613402,1594,1237
5514.02,0.06,0,0.02,0.17,0.05,0.1,0.09,0.01,0.08,0.09,0.21,0.08,0.05,0.05,0.08,0.88,0.62,0,0.02,0.35,0.08,0.32,0.06,0.31,0.42,0.04,0.04,0.78,0.05,0.43,0.46,0.06,0.1,0.16,0.05,0.17,0.64,0.04,0.02,0.06,0.71,245,695,31.9,76057,87558,1320,0,0,5.5,481100,2015,400,1594,4633,1687,1636,1295,4652,105.1,35.4,551402,6037551402,0,0,0,CA,1158332,0,0.447,0,33.9414621,-118.1459703,1447,1163
5514.01,0.12,0,0.08,0.06,0.01,0.13,0.07,0.03,0.05,0.09,0.23,0.1,0.13,0.02,0.01,0.88,0.47,0.01,0,0.64,0.22,0.3,0.02,0.39,0.26,0.1,0.01,0.65,0,0.44,0.37,0.07,0.11,0.19,0.04,0.15,0.7,0.05,0.01,0.06,0.76,318,780,31.7,61364,81076,1415,0,2.8,4.7,492200,2016,487,1237,4642,1447,1381,1358,4642,100.5,34.1,551401,6037551401,0,0,0,CA,731877,0,0.283,0,33.9440174,-118.156034,1594,1132
5512.02,0.08,0.01,0.08,0.08,0.03,0.08,0.06,0.05,0.07,0.1,0.28,0.11,0.02,0.03,0.03,0.9,0.61,0,0,0.57,0.13,0.37,0.02,0.41,0.3,0.1,0.01,0.7,0.15,0.42,0.42,0.11,0.12,0.21,0.04,0.14,0.65,0.04,0.01,0.05,0.77,597,1128,30.9,72090,82310,2235,0,0,4.8,496800,2536,487,1453,7829,2549,2495,2188,7829,87.4,34,551202,6037551202,1,2,2,CA,1401068,0,0.541,0,33.924571,-118.1381271,1594,1163
5512.01,0.04,0,0.12,0.11,0.02,0.11,0.1,0.04,0.06,0.08,0.24,0.05,0.05,0.02,0.05,0.9,0.61,0,0,0.65,0.11,0.31,0.07,0.32,0.27,0.01,0.02,0.65,0.2,0.34,0.37,0.1,0.08,0.24,0.08,0.2,0.6,0.05,0.01,0.08,0.75,112,523,32.9,60810,69229,1150,0,0,4.3,482200,2453,450,1373,3267,1303,1265,1133,3302,82.7,42.3,551201,6037551201,1,2,2,CA,788713,0,0.305,0,33.9280828,-118.1453112,1594,1237
5511.02,0.06,0.01,0.07,0.12,0.01,0.12,0.11,0.01,0.06,0.1,0.17,0.12,0.05,0.05,0.03,0.86,0.48,0,0.01,0.91,0.23,0.48,0.06,0.47,0.14,0.15,0.08,0.79,0.24,0.44,0.42,0.16,0.14,0.17,0.05,0.07,0.48,0.06,0,0.08,0.81,499,946,32.8,60084,62416,1754,0,1.5,3.8,524100,1915,525,1361,5405,1735,1712,1669,5405,103.4,32.3,551102,6037551102,0,0,0,CA,1641502,43620,0.634,0.017,33.9259214,-118.1206401,1583,1163
5511.01,0.08,0,0.08,0.15,0.05,0.11,0.08,0.02,0.07,0.08,0.24,0.08,0.04,0.01,0.05,0.87,0.52,0,0.01,0.68,0.15,0.45,0.08,0.4,0.21,0.13,0.08,0.59,0.04,0.37,0.42,0.16,0.13,0.15,0.04,0.1,0.41,0.05,0,0.13,0.76,421,720,31.7,50757,62219,1235,0,3.7,3.9,388800,2020,521,1163,4002,1552,1516,1185,4027,95,29.4,551101,6037551101,0,0,0,CA,1686391,0,0.651,0,33.9218213,-118.1262274,1583,1245
5509.02,0.04,0.01,0.02,0.09,0.02,0.08,0.1,0.04,0.14,0.12,0.19,0.1,0.05,0.06,0.05,0.86,0.59,0,0,0.73,0.15,0.41,0.05,0.28,0.3,0.08,0.02,0.7,0.2,0.51,0.4,0.07,0.09,0.29,0.05,0.09,0.62,0.02,0,0.06,0.79,348,975,31.8,57036,80499,1914,0,0,4.2,632900,2894,497,1293,5768,1993,1973,1889,5768,96.3,34.1,550902,6037550902,1,2,2,CA,967595,0,0.374,0,33.9477159,-118.1251864,2144,1257
5509.01,0.12,0.01,0.09,0.07,0.04,0.13,0.07,0.04,0.07,0.07,0.21,0.07,0.07,0.07,0.02,0.91,0.5,0.01,0,0.83,0.21,0.39,0.13,0.4,0.17,0.09,0.02,0.73,0.04,0.53,0.26,0.07,0.14,0.24,0.1,0.15,0.66,0.03,0,0.09,0.72,381,558,34.6,60500,71243,1378,0,2,4,621400,3190,572,1311,3942,1363,1304,1332,4008,99.2,37.6,550901,6037550901,1,2,2,CA,1125709,0,0.435,0,33.9420607,-118.1289738,2144,1163
5506.02,0.02,0,0.03,0.13,0.05,0.13,0.09,0.02,0.13,0.07,0.22,0.05,0.07,0.03,0.05,0.92,0.68,0.01,0,0.12,0.06,0.25,0.02,0.35,0.44,0.09,0,0.76,0.11,0.34,0.33,0.13,0.08,0.24,0.06,0.21,0.72,0.01,0,0.08,0.71,159,623,24.5,88750,125847,1265,0,0,5.9,579400,2635,625,2144,4357,1537,1496,1235,4357,98,39.8,550602,6037550602,0,0,0,CA,1476977,0,0.57,0,33.9551248,-118.1223634,1594,1207
5506.01,0.03,0,0.04,0.18,0.05,0.15,0.06,0.03,0.06,0.08,0.23,0.06,0.04,0.02,0.05,0.9,0.58,0,0,0.58,0.19,0.33,0.05,0.46,0.23,0.1,0.06,0.73,0.18,0.44,0.4,0.16,0.11,0.19,0.04,0.11,0.57,0.01,0,0.06,0.78,502,1049,29.1,72261,76720,1747,0,3.2,4.7,496500,2327,640,1257,5880,1963,1942,1675,5880,100.5,33.5,550601,6037550601,0,0,0,CA,1172071,0,0.453,0,33.9622692,-118.1171582,2144,1207
5502.02,0.06,0,0.06,0.17,0.03,0.13,0.1,0.02,0.03,0.07,0.2,0.09,0.07,0.02,0.04,0.92,0.63,0,0,0.19,0.06,0.22,0.05,0.41,0.4,0.16,0.05,0.7,0.07,0.43,0.36,0.13,0.12,0.13,0.04,0.15,0.5,0.06,0.01,0.08,0.73,422,845,30.8,70676,89690,1476,0,0,5.3,406600,1859,389,1750,5689,1752,1666,1464,5725,94.1,35.3,550202,6037550202,0,0,0,CA,1260097,0,0.487,0,33.9212703,-118.0897042,1883,1171
5502.01,0.05,0.01,0.08,0.16,0.07,0.11,0.09,0.02,0.03,0.07,0.17,0.14,0.04,0.02,0.03,0.87,0.58,0.03,0,0.43,0.12,0.26,0.05,0.44,0.32,0.13,0.04,0.66,0.17,0.46,0.39,0.11,0.1,0.13,0.05,0.14,0.52,0.04,0.01,0.08,0.72,274,460,32.3,64250,71366,794,0,0,4.8,409300,1961,455,1171,2881,987,933,767,2881,105.1,34.4,550201,6037550201,0,0,0,CA,533402,0,0.206,0,33.9278762,-118.0841626,1883,1278
5440.02,0.04,0.02,0.07,0.15,0.03,0.1,0.11,0,0.04,0.09,0.17,0.15,0.04,0.03,0.03,0.92,0.65,0,0.01,0.26,0.14,0.18,0.02,0.34,0.45,0.1,0.06,0.76,0.1,0.41,0.45,0.2,0.12,0.18,0.06,0.16,0.46,0.07,0,0.15,0.62,198,541,30,81856,91158,838,0,3.2,5,425700,2167,491,1500,3339,1134,1123,813,3339,87.2,34.5,544002,6037544002,0,0,0,CA,1603872,0,0.619,0,33.8304341,-118.2159631,1419,1246
5440.01,0.06,0.04,0.07,0.08,0.05,0.09,0.12,0,0.02,0.11,0.19,0.13,0.06,0.05,0.03,0.88,0.58,0,0.02,0.35,0.15,0.22,0.06,0.3,0.42,0.1,0.08,0.72,0.14,0.47,0.48,0.19,0.11,0.13,0.07,0.12,0.6,0.06,0,0.12,0.69,366,859,30.2,61546,74631,1143,0,0,4.9,403900,2003,428,1419,4806,1611,1581,1143,4838,81.9,32.2,544001,6037544001,0,0,0,CA,1851104,18703,0.715,0.007,33.8406153,-118.2181146,1814,1113
5439.05,0.08,0.01,0.11,0.11,0.03,0.18,0.09,0.02,0.03,0.09,0.14,0.12,0.08,0.01,0.03,0.84,0.39,0.02,0,0.45,0.15,0.19,0.06,0.39,0.42,0.15,0.05,0.73,0.02,0.46,0.48,0.2,0.19,0.1,0.05,0.12,0.47,0.13,0,0.1,0.72,428,842,31.5,64313,74259,981,0,3.5,5.2,324500,1995,439,1481,4673,1877,1789,965,4673,89.4,30.6,543905,6037543905,0,0,0,CA,2742579,1393,1.059,0.001,33.8155623,-118.2550214,1899,1141
5439.03,0.05,0,0.03,0.15,0.04,0.16,0.06,0.06,0.01,0.1,0.26,0.08,0.04,0.02,0.05,0.91,0.65,0.03,0.1,0.18,0.1,0.2,0.04,0.35,0.29,0.1,0.01,0.64,0.09,0.34,0.38,0.1,0.06,0.34,0.07,0.24,0.3,0.06,0.01,0.36,0.42,134,468,27.3,73403,93340,1172,0,11.2,5.4,375700,1836,365,1825,3657,1757,1655,1122,3670,91.4,44.2,543903,6037543903,0,0,0,CA,1341570,14935,0.518,0.006,33.829792,-118.25529,2706,1344
5438.02,0.04,0.01,0.05,0.13,0.02,0.1,0.07,0.02,0.04,0.11,0.31,0.08,0.03,0.04,0.06,0.94,0.63,0.04,0.06,0.49,0.13,0.31,0.05,0.37,0.3,0.04,0.02,0.77,0.18,0.47,0.37,0.08,0.06,0.23,0.08,0.16,0.23,0.09,0.01,0.41,0.37,309,870,28.2,74289,86362,2080,3.9,0,4.9,490600,2006,376,1344,6315,2620,2466,1998,6337,92.6,37.8,543802,6037543802,0,0,0,CA,1355929,0,0.524,0,33.8293509,-118.2697206,1899,1156
5437.03,0.06,0,0.04,0.13,0.03,0.08,0.14,0.02,0.01,0.11,0.2,0.12,0.07,0.04,0.04,0.93,0.69,0,0,0.2,0.07,0.14,0.02,0.27,0.51,0.06,0.04,0.75,0.04,0.42,0.34,0.13,0.13,0.23,0.05,0.21,0.45,0.02,0,0.23,0.57,197,429,24.6,93533,109717,952,0,0,5.7,443100,2100,355,1171,3308,1241,1167,915,3326,99,39.9,543703,6037543703,0,0,0,CA,1017328,19326,0.393,0.007,33.8026513,-118.2701989,1616,1141
5437.02,0.09,0.01,0.04,0.12,0.03,0.1,0.1,0.01,0.03,0.07,0.28,0.1,0.07,0.04,0.06,0.89,0.61,0,0.01,0.35,0.06,0.27,0.03,0.37,0.36,0.1,0.06,0.72,0.13,0.42,0.38,0.18,0.1,0.23,0.04,0.15,0.32,0.08,0,0.32,0.55,444,1073,26.1,70469,87464,1897,0,0,5.2,402100,2102,449,1616,6882,3149,3040,1814,6945,95.9,34.7,543702,6037543702,0,0,0,CA,1315476,0,0.508,0,33.8135657,-118.2696681,1899,1171
5437.01,0.08,0,0.08,0.12,0.03,0.14,0.06,0.01,0.04,0.11,0.25,0.1,0.05,0.01,0.01,0.9,0.56,0,0,0.24,0.05,0.2,0.03,0.28,0.5,0.14,0.03,0.72,0.05,0.42,0.38,0.19,0.11,0.23,0.02,0.17,0.28,0,0.04,0.32,0.53,197,471,28.5,90750,102499,643,0,0,5.7,426400,1842,506,1899,3193,1461,1372,643,3193,102.1,36.5,543701,6037543701,0,0,0,CA,635470,0,0.245,0,33.8216408,-118.269697,1825,1344
5436.04,0.06,0,0.08,0.13,0.07,0.14,0.04,0.02,0.04,0.06,0.26,0.09,0.05,0.03,0.02,0.95,0.77,0,0,0.14,0.03,0.11,0.03,0.33,0.55,0.09,0,0.74,0.09,0.38,0.32,0.08,0.07,0.26,0.07,0.23,0.33,0.04,0,0.44,0.41,341,688,27.3,97448,105386,1407,0,15.7,6.3,459800,2115,368,1537,5312,2446,2255,1359,5395,103.4,41.7,543604,6037543604,0,0,0,CA,2603075,24156,1.005,0.009,33.8095428,-118.279506,1899,1031
5436.03,0.05,0,0.02,0.11,0.03,0.12,0.09,0.04,0.02,0.1,0.23,0.09,0.06,0.08,0.03,0.95,0.68,0,0,0.16,0.05,0.24,0.02,0.28,0.35,0,0.01,0.49,0.07,0.36,0.24,0.06,0.08,0.34,0.27,0.38,0.35,0.27,0,0.26,0.23,70,373,30.5,66927,101232,1537,0,0,6.4,525400,2546,667,1031,4323,1305,1217,1511,4349,88.6,54.9,543603,6037543603,0,0,0,CA,1478167,0,0.571,0,33.8044719,-118.2937967,1942,1062
5436.02,0.06,0,0.03,0.11,0.05,0.08,0.07,0,0.06,0.21,0.24,0.06,0.07,0.04,0.07,0.93,0.66,0.02,0,0.28,0.18,0.18,0.02,0.4,0.26,0.03,0.01,0.68,0.12,0.4,0.27,0.11,0.04,0.36,0.11,0.21,0.31,0.07,0,0.38,0.37,652,596,27.7,69597,87609,3015,1.8,8,5,421500,1986,512,1507,7669,3547,3466,2843,7955,109.9,41.9,543602,6037543602,0,0,0,CA,1626374,0,0.628,0,33.8177518,-118.2928457,1942,1031
5436.01,0.1,0.01,0.03,0.27,0.03,0.1,0.06,0.02,0.04,0.1,0.26,0.05,0.02,0.02,0,0.94,0.67,0,0,0.33,0.11,0.15,0.04,0.27,0.46,0.09,0.06,0.59,0.05,0.48,0.35,0.09,0.11,0.29,0.07,0.18,0.26,0.08,0.01,0.39,0.39,277,633,26.1,72024,87219,1076,0,0,5,396900,2091,350,1381,3739,1713,1635,978,3768,97.9,40.5,543601,6037543601,0,0,0,CA,649802,0,0.251,0,33.8216423,-118.2814216,1899,1344
5435.03,0.05,0,0.04,0.13,0.04,0.13,0.1,0.03,0.04,0.08,0.28,0.05,0.05,0.05,0.01,0.95,0.64,0,0,0.43,0.15,0.24,0.04,0.35,0.28,0.08,0.02,0.54,0.13,0.41,0.23,0.07,0.07,0.39,0.12,0.27,0.3,0.1,0,0.4,0.29,341,481,23.1,74107,100537,1875,0,7.5,4.9,436600,2097,434,1528,5346,2325,2262,1778,5809,86.2,46.3,543503,6037543503,0,0,0,CA,1663214,12126,0.642,0.005,33.8331813,-118.2920619,1507,1156
5435.02,0.07,0.01,0.09,0.16,0.05,0.12,0.07,0.03,0.01,0.11,0.19,0.1,0.03,0.02,0.04,0.88,0.5,0,0,0.44,0.13,0.27,0.07,0.42,0.19,0.01,0.06,0.66,0.11,0.46,0.35,0.13,0.09,0.25,0.08,0.21,0.34,0.03,0.01,0.27,0.57,359,529,24.8,63582,97581,1525,0,0,4.7,444700,2309,388,1354,4413,2135,1951,1390,4424,108.6,38.7,543502,6037543502,0,0,0,CA,1100784,21187,0.425,0.008,33.838789,-118.2933074,1528,1156
5435.01,0.08,0,0.04,0.15,0.06,0.06,0.06,0.01,0.08,0.09,0.33,0.04,0.08,0.01,0.04,0.89,0.64,0.02,0.01,0.49,0.1,0.32,0.08,0.39,0.26,0.08,0.05,0.68,0.05,0.38,0.34,0.09,0.1,0.31,0.08,0.23,0.21,0.06,0.01,0.54,0.28,451,730,22.4,61997,89883,2093,0,0,4.7,402300,2021,438,1156,6691,4011,3791,2093,6870,84.2,43.6,543501,6037543501,0,0,0,CA,2660821,6246,1.027,0.002,33.8387785,-118.2825106,1899,1344
5433.22,0.07,0,0.02,0.06,0,0.07,0.1,0.07,0.05,0.12,0.32,0.03,0.06,0.11,0,0.97,0.78,0,0,0.07,0.06,0.15,0.02,0.34,0.51,0.04,0,0.8,0.03,0.48,0.33,0.07,0.04,0.41,0.2,0.21,0.07,0.73,0.01,0.06,0.1,310,1073,35.7,97857,121106,2174,0,0,6.9,497300,2238,474,2706,7472,1066,997,2174,7590,95.5,41.6,543322,6037543322,0,0,3,CA,1964091,0,0.758,0,33.8525481,-118.2569604,2493,1146
5433.21,0.07,0.01,0.02,0.04,0.01,0.1,0.11,0.03,0.08,0.1,0.29,0.07,0.05,0.09,0.05,0.98,0.71,0,0.02,0.14,0.06,0.25,0.04,0.27,0.37,0,0.01,0.75,0.11,0.45,0.35,0.05,0.06,0.35,0.25,0.26,0.16,0.6,0.01,0.12,0.14,441,558,31.5,85465,100308,1844,0,0,5.8,431700,2151,557,1406,5557,1371,1331,1820,5619,84.8,42.7,543321,6037543321,0,0,0,CA,4880852,0,1.885,0,33.8656664,-118.25076,2706,1113
5433.06,0.1,0.01,0.06,0.14,0.03,0.09,0.07,0.01,0.04,0.12,0.26,0.12,0.03,0.03,0.02,0.92,0.62,0,0.01,0.33,0.08,0.32,0.04,0.34,0.37,0.09,0.05,0.68,0.05,0.4,0.34,0.1,0.09,0.31,0.11,0.19,0.3,0.14,0,0.4,0.33,442,805,29,88424,94762,2159,0,0,5.4,433800,2086,379,1814,7825,3189,2996,2099,7862,103.7,37.5,543306,6037543306,0,0,0,CA,4396871,102473,1.698,0.04,33.8346636,-118.242735,2706,1356
5433.05,0.06,0.01,0.07,0.15,0,0.04,0.1,0.01,0.07,0.11,0.19,0.15,0.04,0.06,0.02,0.84,0.59,0,0,0.1,0.13,0.17,0.02,0.43,0.24,0.08,0,0.49,0.06,0.45,0.35,0.07,0.14,0.12,0.18,0.18,0.3,0.31,0,0.02,0.45,98,519,40.4,63722,70313,1084,0.8,0,5.3,87600,1328,444,1113,3327,809,809,1042,3356,68.5,37.8,543305,6037543305,0,0,0,CA,8326973,158093,3.215,0.061,33.8611473,-118.2238692,2493,1112
5433.04,0.12,0,0.07,0.05,0.02,0.09,0.09,0.04,0.14,0.06,0.32,0.03,0.03,0.08,0.05,0.95,0.74,0,0,0.07,0.06,0.11,0.02,0.46,0.32,0.02,0,0.83,0.11,0.37,0.38,0.03,0.05,0.29,0.27,0.25,0.09,0.84,0,0.02,0.09,213,818,28.6,83848,98078,2054,0,0,6.5,488500,2337,397,2493,6148,469,408,2023,6217,90.9,44.4,543304,6037543304,0,0,0,CA,1610159,0,0.622,0,33.8522481,-118.2413562,2706,1113
5432.02,0.14,0.01,0.16,0.24,0.04,0.08,0.1,0.01,0.02,0.08,0.12,0.05,0.06,0.03,0.05,0.88,0.38,0,0.01,0.52,0.14,0.34,0.09,0.29,0.35,0.19,0.11,0.72,0.08,0.42,0.39,0.3,0.16,0.04,0.05,0.1,0.48,0.14,0,0.02,0.8,654,1114,35.1,47569,53342,1250,0,5.4,4.4,314800,1500,609,1236,5437,1860,1811,1205,5442,93.3,29.2,543202,6037543202,0,0,0,CA,3036585,53916,1.172,0.021,33.8797798,-118.2296785,1389,740
5432.01,0.14,0.01,0.08,0.11,0.02,0.09,0.09,0.03,0.08,0.08,0.26,0.09,0.03,0.04,0.05,0.9,0.43,0,0,0.4,0.09,0.32,0.02,0.34,0.33,0.16,0.07,0.78,0.18,0.43,0.45,0.16,0.15,0.12,0.11,0.11,0.39,0.37,0,0,0.61,380,816,27.7,53320,69814,964,4.4,0,5.3,350600,1985,494,1389,4014,873,827,919,4024,86.5,28.8,543201,6037543201,0,0,0,CA,1006563,3872,0.389,0.001,33.8849107,-118.2347142,1236,740
5426.02,0.08,0.01,0.07,0.18,0.03,0.11,0.11,0,0.04,0.1,0.13,0.1,0.07,0.04,0.05,0.78,0.37,0.02,0.01,0.59,0.15,0.27,0.05,0.31,0.29,0.19,0.11,0.83,0.04,0.59,0.48,0.3,0.11,0.07,0.07,0.1,0.46,0.22,0,0,0.78,474,1033,33.4,55417,64367,1534,0,6,4.3,306600,1704,398,1128,5998,2358,2303,1436,6084,104.4,32.3,542602,6037542602,0,0,0,CA,872253,0,0.337,0,33.8996115,-118.2262997,1193,740
5426.01,0.06,0,0.12,0.13,0.08,0.18,0.05,0,0.02,0.11,0.1,0.15,0.04,0.02,0.14,0.86,0.34,0,0,0.67,0.13,0.31,0.12,0.36,0.23,0.22,0.15,0.71,0.28,0.62,0.52,0.36,0.12,0.06,0.04,0.06,0.44,0.17,0,0.01,0.81,453,690,31,35909,47323,728,0,4.5,4.5,295300,1636,610,968,3240,1146,1135,668,3245,95.7,25.2,542601,6037542601,0,0,0,CA,551960,0,0.213,0,33.9058074,-118.2265977,1145,1084
5425.02,0.11,0.01,0.09,0.16,0.02,0.14,0.11,0.01,0.01,0.09,0.17,0.08,0.1,0.01,0.08,0.87,0.35,0,0.01,0.74,0.23,0.33,0.14,0.25,0.19,0.15,0.09,0.78,0.45,0.59,0.51,0.26,0.15,0.05,0.1,0.11,0.39,0.37,0.01,0,0.6,516,740,31,35945,47710,1400,0,3.5,4.2,288200,1867,269,1145,4973,1555,1555,1315,5056,99.8,29.1,542502,6037542502,0,0,0,CA,985366,9566,0.38,0.004,33.8940909,-118.2253101,1389,740
5425.01,0.23,0,0.03,0.11,0.06,0.07,0.07,0.01,0.05,0.17,0.25,0.06,0.05,0.07,0.08,0.88,0.39,0,0,0.49,0.12,0.29,0.09,0.47,0.15,0.08,0.07,0.81,0.15,0.6,0.54,0.13,0.17,0.19,0.11,0.11,0.3,0.55,0,0,0.42,302,1135,30.3,50559,55753,1239,0,0,5.4,271800,1461,385,740,4666,840,791,1217,4666,92.3,29.2,542501,6037542501,0,0,0,CA,577487,7732,0.223,0.003,33.8905809,-118.2354568,1389,968
5424.02,0.13,0.02,0.08,0.14,0.02,0.12,0.14,0.02,0.01,0.07,0.18,0.13,0.05,0.03,0.07,0.9,0.51,0,0,0.32,0.09,0.28,0.08,0.3,0.34,0.09,0.06,0.83,0.2,0.49,0.43,0.23,0.12,0.08,0.11,0.13,0.32,0.34,0,0.01,0.66,258,492,31.2,61849,69729,802,2.6,0,5.3,331100,1843,548,1198,3207,872,853,773,3217,87,32.4,542402,6037542402,0,0,0,CA,1567564,0,0.605,0,33.881969,-118.2124134,1319,1112
5424.01,0.16,0,0.04,0.12,0.03,0.13,0.13,0.03,0.04,0.07,0.24,0.06,0.08,0.03,0.11,0.87,0.4,0,0.02,0.32,0.06,0.19,0.08,0.35,0.31,0.13,0.07,0.77,0.17,0.53,0.46,0.2,0.18,0.08,0.12,0.13,0.34,0.32,0,0.02,0.64,282,924,30.1,47958,57558,1287,0,5,5.1,310200,1725,392,1223,4605,1350,1274,1236,4630,91.8,32.7,542401,6037542401,0,0,0,CA,1293383,0,0.499,0,33.8923624,-118.2109036,1198,1093
