,Own children of the householder 6 to 17 years,YEAR OF ENTRY Foreign born,Median age (years),GROSS RENT Occupied units paying rent Median (dollars),Sex ratio (males per 100 females),"Educational services, and health care and social assistance",relation_max_fee,White,ROOM Median rooms,Hispanic or Latino (of any race),Mean household income (dollars),VALUE Median (dollars),Mean travel time to work (minutes),Total population,Rental vacancy rate,relation_min_fee,HOUSING TENURE Renter-occupied,"Arts, entertainment, and recreation, and accommodation and food services",SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),Own children of the householder under 6 years,label,INTPTLONG                                                                                                                             ,INTPTLAT,geoid
112,471.0,839.0,30.6,1336.0,106.91,0.26,1497.0,0.23,4.0,0.7,53394.0,446800.0,41.4,2934.0,3.6,1116.0,0.81,0.2,835.5364006988934,2882.0,279.0,0.0,-73.8508567,40.8408659,36005020400.0
113,1069.0,2305.0,33.4,822.0,87.02,0.37,1076.0,0.1,3.8,0.7,37430.0,554500.0,41.3,6789.0,1.1,938.0,0.97,0.12,835.5364006988934,3628.0,600.0,1.0,-73.923662,40.8474385,36005020501.0
114,333.0,747.0,31.9,960.0,81.9,0.27,1202.0,0.13,3.4,0.62,35298.0,423500.0,41.6,2110.0,3.8,822.0,0.92,0.11,845.0,1950.0,250.0,0.0,-73.9194855,40.8513727,36005020502.0
115,375.0,1243.0,35.3,1497.0,84.34,0.28,1336.0,0.17,4.7,0.41,62712.0,407100.0,47.7,2896.0,6.0,1116.0,0.67,0.13,820.0,2282.0,207.0,0.0,-73.8505404,40.8366476,36005020601.0
116,689.0,2298.0,30.5,1076.0,108.23,0.25,1163.0,0.1,3.7,0.62,38973.0,582861.2010443864,38.3,4429.0,2.5,822.0,1.0,0.08,835.5364006988934,2637.827457264957,319.0,0.0,-73.9150173,40.8430704,36005020900.0
117,1129.0,2830.0,34.8,1160.0,104.71,0.31,1426.0,0.11,3.4,0.42,58503.0,151600.0,48.4,9648.0,2.7,1174.0,0.7,0.09,863.0,1451.0,920.0,0.0,-73.8582794,40.8408055,36005021001.0
118,715.0,1892.0,39.5,1174.0,82.19,0.27,1426.0,0.11,3.4,0.23,63668.0,129400.0,49.5,6854.0,4.944467353951887,1160.0,0.84,0.12,772.0,1406.0,476.0,0.0,-73.8565158,40.8384785,36005021002.0
119,1010.0,1920.0,27.8,1021.0,93.96,0.34,1163.0,0.09,3.9,0.6,33892.0,333300.0,40.3,5200.0,4.4,1034.0,0.95,0.1,631.0,4000.0,534.0,1.0,-73.9235034,40.8404336,36005021100.0
120,729.0,1486.0,40.2,1205.0,88.76,0.4,1270.0,0.1,3.4,0.35,60157.0,118600.0,46.4,5155.0,2.3,1142.0,0.7,0.16,750.0,1451.0,289.0,0.0,-73.8589637,40.8361273,36005021200.0
121,221.0,392.0,33.2,938.0,61.78,0.33,1076.0,0.15,3.7,0.81,40438.0,221600.0,33.0,1147.0,4.944467353951887,822.0,0.88,0.18,835.5364006988934,2637.827457264957,96.0,0.0,-73.9199477,40.8454981,36005021301.0
122,1150.0,2495.0,30.0,1066.0,59.43,0.32,1163.0,0.06,3.9,0.52,38127.0,582861.2010443864,42.6,6151.0,0.9,822.0,0.97,0.23,835.5364006988934,2637.827457264957,689.0,1.0,-73.9203419,40.8430165,36005021302.0
123,1002.0,1862.0,25.0,1057.0,72.44,0.4,1039.0,0.09,4.1,0.75,41159.0,582861.2010443864,47.5,4761.0,2.4,822.0,0.99,0.1,835.5364006988934,2637.827457264957,574.0,1.0,-73.9182452,40.849466,36005021501.0
124,1148.0,2870.0,31.1,1039.0,104.35,0.27,1057.0,0.07,3.9,0.73,30195.0,380600.0,41.4,6298.0,0.7,822.0,0.97,0.19,835.5364006988934,2637.827457264957,467.0,1.0,-73.9167104,40.8480444,36005021502.0
125,631.0,1470.0,34.2,1215.0,92.8,0.25,1426.0,0.21,3.6,0.55,36973.0,412700.0,48.1,4311.0,4.5,1160.0,0.83,0.08,756.0,3516.0,361.0,1.0,-73.8648221,40.8375386,36005021601.0
126,826.0,1670.0,40.3,1190.0,68.56,0.29,1270.0,0.16,3.4,0.41,49234.0,124200.0,51.1,5861.0,1.2,1142.0,0.87,0.16,783.0,1346.0,466.0,1.0,-73.8622719,40.8371927,36005021602.0
127,866.0,2157.0,34.3,1060.0,84.99,0.27,1198.0,0.08,3.8,0.55,36598.0,356300.0,41.8,5213.0,5.8,974.0,0.99,0.11,835.5364006988934,2637.827457264957,396.0,1.0,-73.9133082,40.8481818,36005021700.0
128,1054.0,2682.0,34.1,1161.0,87.35,0.32,1343.0,0.16,3.9,0.63,47704.0,466900.0,44.8,6870.0,4.7,1203.0,0.77,0.09,633.0,2955.0,610.0,0.0,-73.8697403,40.837407,36005021800.0
129,155.0,654.0,33.6,1163.0,105.4,0.22,1155.0,0.12,3.7,0.89,40068.0,582861.2010443864,47.6,1142.0,5.8,1021.0,0.98,0.24,835.5364006988934,2637.827457264957,97.0,0.0,-73.9196221,40.8396448,36005021900.0
130,291.0,1007.0,28.4,1226.0,112.72,0.07,1426.0,0.12,3.6,0.77,36009.0,365600.0,44.1,2174.0,3.9,1161.0,0.96,0.25,835.5364006988934,2637.827457264957,152.0,0.0,-73.8723188,40.8434761,36005022000.0
131,774.0,1980.0,27.6,1070.0,87.29,0.35,1163.0,0.06,3.8,0.75,37909.0,582861.2010443864,42.3,3948.0,3.9,1021.0,1.0,0.18,835.5364006988934,2637.827457264957,567.0,1.0,-73.9181232,40.8382778,36005022101.0
132,1071.0,2311.0,30.4,1155.0,86.18,0.21,1163.0,0.11,3.9,0.81,29905.0,575000.0,38.3,5293.0,1.8,1021.0,0.98,0.21,835.5364006988934,2637.827457264957,519.0,0.0,-73.9160957,40.8376586,36005022102.0
133,445.0,1421.0,32.9,1270.0,104.7,0.37,1215.0,0.19,3.4,0.6,50831.0,301300.0,43.4,3308.0,4.6,1142.0,0.87,0.17,914.0,2232.0,271.0,1.0,-73.855205,40.8356878,36005022200.0
134,999.0,2305.0,29.7,1034.0,91.53,0.28,1163.0,0.13,4.0,0.69,36331.0,582861.2010443864,42.9,5177.0,4.944467353951887,1021.0,1.0,0.24,835.5364006988934,2637.827457264957,234.0,1.0,-73.9150885,40.8405251,36005022300.0
135,305.0,986.0,35.0,1290.0,82.63,0.21,1357.0,0.2,3.2,0.7,67730.0,132000.0,42.9,2807.0,3.4,1050.0,0.84,0.17,375.0,740.0,306.0,0.0,-73.8685096,40.8550184,36005022401.0
136,463.0,1262.0,33.3,1357.0,65.7,0.31,1290.0,0.23,3.7,0.68,53964.0,189400.0,50.4,3589.0,3.7,1050.0,0.89,0.2,835.5364006988934,1170.0,294.0,1.0,-73.8654305,40.8564763,36005022403.0
137,646.0,1139.0,32.2,1199.0,76.09,0.37,1357.0,0.32,3.4,0.49,52711.0,122400.0,46.5,4265.0,4.944467353951887,1230.0,0.82,0.07,835.5364006988934,770.0,309.0,1.0,-73.8663009,40.8527445,36005022404.0
138,1403.0,4168.0,27.3,1126.0,94.16,0.22,1198.0,0.09,3.6,0.65,51691.0,582861.2010443864,39.8,8440.0,2.3,436.0,0.97,0.25,835.5364006988934,2637.827457264957,768.0,1.0,-73.910972,40.8401399,36005022500.0
139,633.0,2254.0,30.8,1154.0,76.29,0.35,1198.0,0.13,3.9,0.59,38686.0,582861.2010443864,40.6,5733.0,0.9,974.0,0.96,0.08,100.0,2637.827457264957,552.0,1.0,-73.9110148,40.8468498,36005022701.0
140,186.0,693.0,36.6,974.0,139.4,0.37,1198.0,0.11,3.4,0.57,34394.0,582861.2010443864,37.8,1446.0,3.2,1060.0,0.98,0.04,835.5364006988934,2637.827457264957,95.0,0.0,-73.9132321,40.8445224,36005022702.0
141,413.0,1001.0,30.4,1198.0,98.99,0.48,1154.0,0.11,3.5,0.61,53546.0,582861.2010443864,31.4,1775.0,4.944467353951887,974.0,0.98,0.06,835.5364006988934,2637.827457264957,141.0,0.0,-73.9105204,40.8440365,36005022703.0
142,885.0,1972.0,32.2,1311.0,93.96,0.28,1364.0,0.26,3.5,0.51,58831.0,395500.0,46.3,5912.0,1.4,567.0,0.9,0.06,1015.0,2837.0,389.0,1.0,-73.8635363,40.8534896,36005022800.0
143,1211.0,2465.0,28.6,1085.0,84.94,0.36,1198.0,0.1,3.5,0.63,38583.0,582861.2010443864,38.9,5650.0,5.4,974.0,0.98,0.15,835.5364006988934,2637.827457264957,643.0,1.0,-73.9072191,40.8460928,36005022901.0
144,562.0,1567.0,29.7,1080.0,73.62,0.24,1198.0,0.09,3.6,0.72,35754.0,319400.0,39.7,3304.0,3.5,974.0,0.92,0.2,835.5364006988934,1909.0,229.0,1.0,-73.9071529,40.8437952,36005022902.0
145,575.0,780.0,30.9,1273.0,92.99,0.29,1357.0,0.38,3.9,0.47,53309.0,444900.0,43.9,2945.0,4.3,1199.0,0.78,0.15,579.0,2549.0,273.0,0.0,-73.8660154,40.8492873,36005023000.0
146,229.0,820.0,37.3,1182.0,152.68,0.32,1296.0,0.14,4.0,0.6,32768.0,431800.0,42.4,1650.0,4.944467353951887,1030.0,0.97,0.15,835.5364006988934,3159.0,127.0,0.0,-73.9024562,40.8462192,36005023100.0
147,515.0,1033.0,33.1,1207.0,102.7,0.29,1426.0,0.33,4.6,0.6,72631.0,429000.0,46.2,2702.0,4.9,1160.0,0.68,0.15,996.0,2798.0,210.0,1.0,-73.8633164,40.8469746,36005023200.0
148,794.0,1853.0,30.7,1065.0,87.92,0.23,1154.0,0.1,3.2,0.76,28909.0,582861.2010443864,39.4,4185.0,3.0,974.0,0.98,0.13,835.5364006988934,2637.827457264957,239.0,1.0,-73.9087543,40.8495612,36005023301.0
149,603.0,1744.0,28.4,1296.0,89.33,0.32,1182.0,0.19,4.0,0.79,35780.0,582861.2010443864,41.6,3601.0,1.1,1030.0,1.0,0.13,835.5364006988934,2637.827457264957,402.0,1.0,-73.9047291,40.8481852,36005023302.0
150,486.0,1650.0,31.2,1127.0,74.99,0.37,1296.0,0.17,3.9,0.83,33355.0,582861.2010443864,40.7,3225.0,1.9,1030.0,1.0,0.17,835.5364006988934,2637.827457264957,333.0,1.0,-73.9045719,40.8521471,36005023501.0
151,756.0,2335.0,37.0,1069.0,94.04,0.33,1296.0,0.19,3.2,0.81,32777.0,417100.0,39.0,4624.0,1.7,1030.0,0.96,0.14,835.5364006988934,2704.0,335.0,1.0,-73.9034696,40.8512926,36005023502.0
152,430.0,805.0,27.5,1343.0,103.23,0.21,1290.0,0.38,4.3,0.55,49417.0,448000.0,40.0,2268.0,3.4,1161.0,0.86,0.21,843.0,2212.0,195.0,0.0,-73.8672583,40.8450907,36005023600.0
153,166.0,492.0,32.6,1182.0,88.29,0.22,1213.0,0.05,4.6,0.71,48389.0,582861.2010443864,45.3,1222.0,6.3,1063.0,0.98,0.25,835.5364006988934,2637.827457264957,100.0,1.0,-73.8973195,40.8606441,36005023702.0
154,1060.0,2449.0,27.0,1165.0,104.98,0.24,1182.0,0.1,3.7,0.77,42967.0,582861.2010443864,43.0,5766.0,4.944467353951887,1063.0,0.99,0.25,835.5364006988934,2637.827457264957,684.0,1.0,-73.8995706,40.8600426,36005023703.0
155,780.0,2201.0,27.2,1154.0,87.08,0.39,1175.0,0.06,3.4,0.77,32318.0,582861.2010443864,37.8,4142.0,4.944467353951887,1063.0,0.99,0.17,835.5364006988934,2637.827457264957,455.0,1.0,-73.9019054,40.8562675,36005023704.0
156,522.0,788.0,34.5,1426.0,113.09,0.27,1282.0,0.21,4.9,0.65,53992.0,423100.0,39.7,2523.0,5.3,1160.0,0.75,0.18,741.0,2620.0,180.0,0.0,-73.8610936,40.8437081,36005023800.0
157,1550.0,3833.0,30.4,1136.0,92.27,0.27,1182.0,0.1,3.4,0.8,34938.0,582861.2010443864,40.7,7931.0,3.0,1063.0,0.98,0.34,835.5364006988934,2637.827457264957,550.0,1.0,-73.9028682,40.8589133,36005023900.0
158,736.0,1404.0,31.7,1245.0,117.86,0.29,1343.0,0.19,4.3,0.67,45676.0,427300.0,41.5,3647.0,5.0,1161.0,0.78,0.15,889.0,2950.0,316.0,0.0,-73.868876,40.8416234,36005024000.0
159,1118.0,2618.0,28.9,1076.0,84.56,0.26,1154.0,0.08,3.9,0.69,34544.0,350000.0,40.6,5963.0,3.9,995.0,0.97,0.13,835.5364006988934,2611.0,575.0,1.0,-73.9061863,40.8531471,36005024100.0
160,1062.0,1799.0,32.2,995.0,77.23,0.29,1154.0,0.07,3.8,0.68,28550.0,400000.0,42.6,5613.0,4.4,1060.0,0.95,0.08,835.5364006988934,3021.0,495.0,1.0,-73.9115345,40.8524282,36005024300.0
161,463.0,467.0,34.3,1282.0,85.14,0.33,1426.0,0.47,4.2,0.52,69220.0,422900.0,40.8,2318.0,2.1,1160.0,0.63,0.11,878.0,2732.0,203.0,0.0,-73.8575198,40.8462265,36005024400.0
162,914.0,2502.0,28.8,1036.0,79.14,0.36,1202.0,0.09,4.1,0.75,33499.0,358800.0,44.1,5444.0,4.944467353951887,822.0,0.96,0.08,835.5364006988934,2783.0,548.0,1.0,-73.9154618,40.8528793,36005024501.0
163,654.0,1717.0,31.3,1110.0,74.15,0.33,1158.0,0.2,3.9,0.73,34951.0,360200.0,39.6,3962.0,2.9,995.0,0.94,0.07,835.5364006988934,2637.827457264957,226.0,1.0,-73.9135653,40.8551094,36005024502.0
164,275.0,633.0,40.3,1364.0,99.66,0.28,1426.0,0.44,4.9,0.46,88847.0,543700.0,38.9,2342.0,4.7,1207.0,0.44,0.13,907.0,3317.0,97.0,0.0,-73.8611557,40.8516098,36005024600.0
165,372.0,671.0,32.2,1202.0,74.3,0.49,1057.0,0.09,3.8,0.43,45310.0,582861.2010443864,44.4,1919.0,4.944467353951887,822.0,0.97,0.07,835.5364006988934,2637.827457264957,102.0,1.0,-73.9187947,40.8551123,36005024700.0
166,274.0,984.0,42.3,1248.0,79.93,0.33,1411.0,0.6,4.3,0.24,78884.0,474700.0,37.7,3075.0,2.7,567.0,0.72,0.1,935.0,2753.0,114.0,0.0,-73.8584097,40.8553409,36005024800.0
167,448.0,892.0,41.8,1295.0,76.7,0.42,1426.0,0.66,4.9,0.27,90258.0,452000.0,34.1,2723.0,4.944467353951887,1207.0,0.52,0.13,786.0,2539.0,167.0,0.0,-73.8557006,40.8517064,36005025000.0
168,1070.0,2870.0,32.3,1065.0,77.69,0.25,1158.0,0.15,3.9,0.7,38285.0,543700.0,40.1,6578.0,2.0,995.0,0.91,0.1,835.5364006988934,3290.0,663.0,1.0,-73.9077336,40.8565412,36005025100.0
169,308.0,714.0,37.5,1397.0,101.49,0.3,1555.0,0.56,4.8,0.35,75099.0,452400.0,36.3,2702.0,4.944467353951887,1181.0,0.57,0.13,861.0,2610.0,166.0,0.0,-73.8549662,40.847132,36005025200.0
170,727.0,2765.0,32.4,1161.0,90.7,0.22,1213.0,0.11,3.5,0.76,39772.0,226700.0,45.0,5925.0,2.2,1063.0,0.95,0.19,798.0,2637.827457264957,676.0,1.0,-73.9045549,40.8610069,36005025300.0
171,162.0,609.0,36.5,1332.0,83.8,0.33,1555.0,0.66,4.4,0.28,71177.0,464800.0,38.3,2020.0,4.944467353951887,1181.0,0.57,0.15,793.0,2375.0,142.0,0.0,-73.8524773,40.8484985,36005025400.0
172,781.0,3540.0,30.9,1059.0,115.76,0.2,1173.0,0.12,3.5,0.82,35907.0,582861.2010443864,41.9,5929.0,4.944467353951887,1009.0,0.97,0.23,835.5364006988934,2637.827457264957,423.0,1.0,-73.9089405,40.8605351,36005025500.0
173,166.0,457.0,36.6,1321.0,86.41,0.3,1463.0,0.37,4.1,0.43,53225.0,429800.0,38.8,1756.0,4.944467353951887,1116.0,0.67,0.1,625.0,3032.0,173.0,0.0,-73.850219,40.8443911,36005025600.0
174,123.0,829.0,30.8,1158.0,126.45,0.27,1173.0,0.12,3.6,0.78,48254.0,588500.0,44.1,1875.0,4.5,1009.0,0.95,0.25,835.5364006988934,3702.0,163.0,1.0,-73.9140946,40.8603147,36005025700.0
175,151.0,603.0,48.7,1173.0,74.39,0.36,1158.0,0.13,3.7,0.38,83474.0,150800.0,46.5,1995.0,4.944467353951887,657.0,0.25,0.07,835.5364006988934,1366.0,115.0,0.0,-73.9059023,40.8666389,36005026100.0
176,658.0,2219.0,41.2,1110.0,88.53,0.31,1244.0,0.21,3.7,0.74,37680.0,582861.2010443864,47.8,5867.0,5.0,1146.0,0.96,0.11,835.5364006988934,2397.0,347.0,1.0,-73.9044668,40.8647667,36005026300.0
177,665.0,1631.0,40.2,1344.0,91.96,0.31,1526.0,0.5,4.6,0.47,85685.0,416300.0,37.4,5517.0,3.4,1195.0,0.57,0.13,735.0,2866.0,338.0,0.0,-73.8320889,40.8417813,36005026400.0
178,1283.0,4585.0,31.5,1146.0,83.26,0.25,1244.0,0.17,3.7,0.79,45403.0,455300.0,44.2,7827.0,2.2,1110.0,0.98,0.26,835.5364006988934,4000.0,892.0,0.0,-73.9002412,40.8662234,36005026500.0
179,315.0,360.0,45.3,1311.0,80.8,0.32,1416.0,0.53,3.8,0.56,61482.0,415400.0,43.0,3088.0,1.7,1195.0,0.78,0.11,583.0,2010.0,135.0,0.0,-73.8341053,40.8474521,36005026601.0
180,586.0,1336.0,43.1,1195.0,79.5,0.43,1416.0,0.56,3.5,0.5,58762.0,379600.0,41.4,5430.0,0.7,1311.0,0.78,0.05,768.0,2097.0,409.0,0.0,-73.8306203,40.845973,36005026602.0
181,551.0,2054.0,33.5,1196.0,96.22,0.23,1244.0,0.13,3.5,0.7,45795.0,582861.2010443864,50.7,3944.0,3.2,1110.0,0.99,0.16,835.5364006988934,2637.827457264957,406.0,1.0,-73.9012276,40.8693519,36005026701.0
182,982.0,3520.0,32.9,1193.0,75.58,0.32,1244.0,0.15,3.6,0.78,48797.0,439000.0,41.8,7146.0,1.4,1043.0,0.89,0.09,1338.0,1932.0,797.0,0.0,-73.900119,40.8722664,36005026702.0
183,573.0,1505.0,34.2,1009.0,86.8,0.32,1198.0,0.14,3.6,0.73,47378.0,149700.0,42.6,3751.0,1.3,1006.0,0.87,0.14,905.0,1205.0,303.0,1.0,-73.9094996,40.8659029,36005026900.0
184,1241.0,3476.0,32.3,1225.0,84.42,0.32,1244.0,0.14,3.7,0.76,47628.0,219700.0,46.2,8181.0,1.7,843.0,0.91,0.22,627.0,1588.0,879.0,1.0,-73.9032292,40.8738945,36005027300.0
185,521.0,770.0,48.4,1416.0,94.79,0.39,1459.0,0.83,5.3,0.21,99837.0,527100.0,37.5,4521.0,3.7,1195.0,0.34,0.03,833.0,3016.0,174.0,0.0,-73.8226303,40.8404445,36005027401.0
186,212.0,352.0,51.3,1459.0,81.35,0.31,1692.0,0.86,4.8,0.24,85316.0,477500.0,33.8,3578.0,4.944467353951887,1233.0,0.47,0.13,882.0,2610.0,261.0,0.0,-73.8126025,40.8430282,36005027402.0
187,1060.0,2411.0,33.1,1173.0,112.89,0.23,1329.0,0.2,4.0,0.71,46230.0,343800.0,39.9,5633.0,2.6,843.0,0.86,0.31,880.0,2520.0,548.0,0.0,-73.9014634,40.8784065,36005027700.0
188,673.0,2071.0,38.8,1265.0,115.49,0.3,1442.0,0.35,3.7,0.59,67581.0,582861.2010443864,47.9,7012.0,7.6,843.0,0.7,0.11,370.0,1478.0,404.0,0.0,-73.8972673,40.8825609,36005027900.0
189,299.0,1353.0,50.7,1096.0,88.54,0.42,1442.0,0.46,3.7,0.38,67392.0,29400.0,47.0,4046.0,4.944467353951887,1090.0,0.41,0.06,100.0,2019.0,164.0,0.0,-73.8906467,40.8837893,36005028100.0
190,536.0,1060.0,30.5,843.0,65.72,0.28,1442.0,0.21,4.0,0.68,40437.0,582861.2010443864,39.3,3331.0,4.944467353951887,1043.0,0.92,0.18,835.5364006988934,2637.827457264957,371.0,1.0,-73.9025715,40.880636,36005028300.0
191,13.0,170.0,53.7,1391.8300338000963,218.06,0.13,1463.0,0.28,4.8,0.39,253291.0,370000.0,28.7,687.0,4.944467353951887,1195.0,0.55,0.1072845450168516,1133.0,2637.827457264957,16.0,0.0,-73.8386905,40.8494364,36005028400.0
192,213.0,1412.0,36.2,1442.0,92.27,0.41,1650.0,0.68,3.5,0.38,72993.0,582861.2010443864,41.2,3284.0,3.8,843.0,0.81,0.1,708.0,2637.827457264957,288.0,0.0,-73.9025669,40.8864295,36005028500.0
193,172.0,412.0,42.7,1463.0,109.14,0.4,1555.0,0.59,4.5,0.42,80662.0,466900.0,31.1,1190.0,5.4,1181.0,0.6,0.09,848.0,2949.0,90.0,0.0,-73.8477752,40.8491849,36005028600.0
194,540.0,1295.0,33.7,1329.0,99.25,0.41,1442.0,0.41,3.9,0.52,68399.0,467500.0,37.8,3174.0,4.4,843.0,0.83,0.1,1125.0,2485.0,291.0,0.0,-73.9046564,40.8827147,36005028700.0
195,429.0,1071.0,41.8,1555.0,114.57,0.36,1734.0,0.68,5.7,0.19,114768.0,548700.0,32.6,3564.0,7.1,1277.0,0.41,0.04,871.0,2792.0,303.0,0.0,-73.8514721,40.8542921,36005028800.0
196,674.0,2066.0,38.8,1199.0,97.69,0.31,1951.0,0.38,3.7,0.66,54162.0,307800.0,46.0,4545.0,2.4,843.0,0.87,0.16,382.0,2637.827457264957,239.0,0.0,-73.9073271,40.87956,36005028900.0
197,135.0,317.0,57.5,1545.0,73.08,0.36,1951.0,0.77,4.1,0.14,163180.0,393500.0,39.6,1852.0,6.1,554.0,0.24,0.03,423.0,1818.0,113.0,0.0,-73.9272361,40.8845021,36005029301.0
198,386.0,1003.0,50.8,1951.0,86.58,0.42,1545.0,0.77,3.7,0.19,121579.0,222500.0,48.5,5325.0,4.944467353951887,554.0,0.42,0.08,362.0,1224.0,461.0,0.0,-73.9158787,40.8792772,36005029302.0
199,623.0,989.0,34.1,1650.0,101.7,0.29,1807.0,0.56,3.9,0.32,124307.0,326800.0,45.8,5103.0,3.4,1006.0,0.59,0.08,361.0,1713.0,615.0,0.0,-73.9085686,40.8849394,36005029500.0
200,141.0,601.0,32.7,1314.0,89.77,0.54,1734.0,0.35,3.4,0.24,65730.0,413500.0,29.1,1670.0,4.944467353951887,1277.0,0.85,0.03,1100.0,1961.0,156.0,0.0,-73.8450221,40.8553721,36005029600.0
201,366.0,865.0,46.4,1556.0,93.05,0.44,1807.0,0.72,3.9,0.22,105588.0,330000.0,45.7,3585.0,2.5,1006.0,0.48,0.08,257.0,1716.0,235.0,0.0,-73.9118415,40.8849265,36005029700.0
202,465.0,1214.0,36.2,1380.0,89.92,0.34,1631.0,0.46,3.9,0.51,73449.0,450400.0,39.2,5521.0,2.0,1195.0,0.73,0.06,688.0,2527.0,426.0,0.0,-73.8312298,40.852194,36005030000.0
203,64.0,295.0,65.7,554.0,64.65,0.27,1951.0,0.68,3.7,0.34,114586.0,305800.0,44.4,1309.0,4.944467353951887,1199.0,0.47,0.12,247.0,1405.0,49.0,0.0,-73.9179338,40.8832399,36005030100.0
204,1159.0,2540.0,42.9,1050.0,62.12,0.38,1631.0,0.11,4.0,0.24,63243.0,28400.0,46.9,9875.0,4.944467353951887,937.0,0.52,0.04,100.0,666.0,524.0,0.0,-73.8223933,40.8636573,36005030200.0
205,579.0,1227.0,44.8,1807.0,92.23,0.39,1650.0,0.8,4.0,0.16,136210.0,350000.0,44.7,5296.0,4.944467353951887,1309.0,0.55,0.05,431.0,1464.0,656.0,0.0,-73.9105743,40.8931511,36005030701.0
206,390.0,1642.0,52.5,1631.0,87.46,0.33,1734.0,0.46,6.0,0.29,104184.0,489700.0,39.5,4919.0,4.944467353951887,1277.0,0.2,0.04,887.0,2809.0,243.0,0.0,-73.836066,40.861238,36005031000.0
207,263.0,654.0,42.8,1479.0,97.87,0.42,1734.0,0.51,5.6,0.15,102766.0,440100.0,38.1,1676.0,4.944467353951887,1277.0,0.3,0.05,768.0,2721.0,95.0,0.0,-73.8424492,40.8620616,36005031200.0
208,241.0,515.0,42.8,1277.0,116.91,0.21,1734.0,0.53,5.0,0.36,115070.0,482000.0,42.1,2193.0,4.944467353951887,643.0,0.35,0.11,931.0,3066.0,100.0,0.0,-73.8455326,40.8615367,36005031400.0
209,281.0,689.0,40.2,1474.0,112.43,0.23,1734.0,0.48,5.2,0.31,80423.0,540400.0,40.3,1829.0,4.944467353951887,643.0,0.38,0.07,918.0,3232.0,86.0,0.0,-73.8487247,40.8619716,36005031600.0
210,126.0,825.0,41.9,1734.0,80.46,0.26,1555.0,0.56,4.9,0.33,82629.0,469000.0,50.7,2023.0,10.5,643.0,0.43,0.01,923.0,2904.0,101.0,0.0,-73.8515677,40.8619545,36005031800.0
211,516.2725961538462,6.0,20.2,1391.8300338000963,45.01,0.51,1807.0,0.77,4.305475504322766,0.21,82813.30739673392,582861.2010443864,17.6,654.0,4.944467353951887,1309.0,0.6364073006724306,0.32,835.5364006988934,2637.827457264957,302.47256977863333,0.0,-73.9111066,40.9138727,36005031900.0
212,410.0,860.0,47.0,1309.0,106.05,0.41,1807.0,0.82,3.4,0.15,99504.0,247600.0,43.7,4430.0,2.4,1391.8300338000963,0.4,0.09,835.5364006988934,1553.0,292.0,0.0,-73.9075805,40.9053418,36005032300.0
213,395.0,821.0,40.0,567.0,86.76,0.27,1719.0,0.23,3.7,0.61,36351.0,473900.0,46.2,2779.0,1.8,834.0,0.91,0.09,835.5364006988934,3100.0,138.0,0.0,-73.8597052,40.8613415,36005032400.0
214,348.0,1420.0,42.9,1411.0,97.65,0.36,1719.0,0.47,4.9,0.26,79186.0,461600.0,40.5,3453.0,4.944467353951887,567.0,0.45,0.12,919.0,2948.0,183.0,0.0,-73.8554778,40.8621878,36005032600.0
215,767.0,1516.0,31.0,834.0,114.66,0.26,1719.0,0.25,3.9,0.55,42029.0,439800.0,37.4,4233.0,6.4,567.0,0.83,0.06,682.0,2513.0,467.0,1.0,-73.8631301,40.8617366,36005032800.0
216,578.0,3056.0,37.7,1050.0,108.26,0.2,1357.0,0.42,3.6,0.59,44308.0,384600.0,48.9,5750.0,5.0,1166.0,0.95,0.18,750.0,2637.827457264957,427.0,1.0,-73.8660255,40.8616561,36005033000.0
217,484.0,1541.0,35.7,1264.0,92.63,0.31,1357.0,0.3,3.3,0.67,52397.0,165900.0,46.5,4340.0,4.944467353951887,1050.0,0.86,0.15,279.0,1203.0,433.0,1.0,-73.8692323,40.8594756,36005033201.0
218,622.0,1172.0,43.8,1166.0,95.52,0.34,1357.0,0.27,3.4,0.55,48623.0,166300.0,46.0,4409.0,1.0,911.0,0.83,0.1,950.0,1904.0,288.0,0.0,-73.8689413,40.8633818,36005033202.0
219,182.0,443.0,32.9,1438.0,70.68,0.41,1807.0,0.76,4.2,0.15,165922.0,291100.0,39.4,2072.0,4.944467353951887,1199.0,0.46,0.14,1179.0,1569.0,133.0,0.0,-73.9070543,40.89064,36005033500.0
220,1050.0,2041.0,35.1,911.0,82.43,0.43,1448.0,0.24,3.7,0.54,45232.0,151800.0,40.9,6821.0,4.944467353951887,765.0,0.87,0.11,304.0,2637.827457264957,554.0,1.0,-73.8688853,40.8684895,36005033600.0
221,310.0,614.0,41.9,1708.0,90.3,0.4,1807.0,0.73,5.6,0.18,113659.0,602100.0,44.1,2314.0,4.944467353951887,1309.0,0.45,0.03,1056.0,2818.0,182.0,0.0,-73.9025167,40.9063138,36005033700.0
222,629.0,1917.0,31.3,1205.0,123.1,0.32,1448.0,0.14,3.8,0.45,53307.0,380500.0,46.5,4404.0,2.6,765.0,0.84,0.2,786.0,2417.0,368.0,0.0,-73.8658167,40.868438,36005033800.0
