,Own children of the householder 6 to 17 years,YEAR OF ENTRY Foreign born,Median age (years),GROSS RENT Occupied units paying rent Median (dollars),Sex ratio (males per 100 females),"Educational services, and health care and social assistance",relation_max_fee,White,ROOM Median rooms,Hispanic or Latino (of any race),Mean household income (dollars),VALUE Median (dollars),Mean travel time to work (minutes),Total population,Rental vacancy rate,relation_min_fee,HOUSING TENURE Renter-occupied,"Arts, entertainment, and recreation, and accommodation and food services",SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),Own children of the householder under 6 years,label,INTPTLONG                                                                                                                             ,INTPTLAT,geoid
0,718.0,1681.0,38.6,1237.0,89.77,0.3,1471.0,0.44,5.0,0.75,80621.0,394800.0,44.0,5251.0,1.3,911.0,0.46,0.05,758.0,2739.0,291.0,0.0,-73.8606612,40.8035344,36005000200.0
1,883.0,1346.0,39.4,1390.0,90.81,0.31,1471.0,0.43,5.0,0.65,82182.0,353500.0,48.4,5980.0,12.3,408.0,0.26,0.08,692.0,2478.0,373.0,0.0,-73.8514252,40.8087867,36005000400.0
2,1100.0,2191.0,36.9,945.0,71.75,0.41,1275.0,0.43,4.1,0.67,39721.0,376400.0,35.8,6056.0,1.7,408.0,0.85,0.06,698.0,2380.0,498.0,1.0,-73.8580764,40.8188478,36005001600.0
3,894.0,743.0,27.8,417.0,77.48,0.29,1094.0,0.18,3.6,0.63,25308.0,582861.2010443864,41.5,4824.0,2.6,474.0,0.99,0.16,835.5364006988934,2637.827457264957,452.0,1.0,-73.9258441,40.8090823,36005002300.0
4,1151.0,1880.0,30.4,692.0,86.75,0.26,1067.0,0.16,4.0,0.78,34078.0,475000.0,39.3,5651.0,3.8,447.0,0.96,0.22,835.5364006988934,2320.0,602.0,0.0,-73.9208749,40.8070025,36005002500.0
5,783.0,728.0,25.2,447.0,83.32,0.26,1067.0,0.13,4.1,0.68,24951.0,582861.2010443864,43.9,3034.0,4.944467353951887,474.0,1.0,0.13,835.5364006988934,2637.827457264957,360.0,1.0,-73.9163335,40.8050606,36005002701.0
6,1037.0,1146.0,27.3,963.0,94.76,0.21,1134.0,0.15,4.3,0.69,28822.0,437100.0,48.2,4684.0,4.944467353951887,626.0,0.95,0.18,835.5364006988934,1441.0,223.0,1.0,-73.9137729,40.806449,36005002702.0
7,659.0,1033.0,42.7,937.0,85.06,0.43,1291.0,0.11,3.8,0.38,56253.0,254700.0,43.9,5350.0,4.944467353951887,387.0,0.83,0.04,835.5364006988934,1484.0,223.0,0.0,-73.8782336,40.8225183,36005002800.0
8,331.0,696.0,33.8,1025.0,112.68,0.28,1011.0,0.16,3.5,0.67,50095.0,58100.0,42.8,1744.0,4.944467353951887,626.0,0.77,0.13,277.0,927.0,143.0,1.0,-73.9056901,40.8098988,36005003100.0
9,1002.0,1037.0,26.6,626.0,79.89,0.36,1134.0,0.12,4.1,0.63,30995.0,406300.0,42.9,3855.0,4.7,880.0,0.89,0.13,835.5364006988934,2139.0,242.0,1.0,-73.9119436,40.8082418,36005003300.0
10,816.0,1259.0,30.3,880.0,88.82,0.29,1025.0,0.09,3.9,0.74,36927.0,420000.0,44.1,3935.0,3.5,626.0,0.93,0.14,1008.0,2205.0,431.0,1.0,-73.9086696,40.8109651,36005003500.0
11,200.0,176.0,31.5,911.0,85.97,0.54,1275.0,0.41,4.7,0.59,57733.0,350000.0,41.8,1246.0,6.0,408.0,0.74,0.08,827.0,2364.0,97.0,1.0,-73.8633435,40.8202946,36005003800.0
12,837.0,2593.0,29.5,1067.0,116.31,0.15,984.0,0.18,4.0,0.81,45872.0,245000.0,41.2,6487.0,5.6,447.0,0.95,0.31,835.5364006988934,1983.0,827.0,0.0,-73.9214264,40.8097217,36005003900.0
13,218.0,492.0,40.2,1057.0,91.39,0.26,1270.0,0.25,4.9,0.57,59509.0,409500.0,41.6,1489.0,3.8,815.0,0.5,0.02,795.0,2450.0,85.0,0.0,-73.8583355,40.8282719,36005004001.0
14,1267.0,1432.0,24.2,538.0,104.14,0.27,1067.0,0.16,4.0,0.8,28600.0,342900.0,39.7,6208.0,4.944467353951887,447.0,0.92,0.18,835.5364006988934,2500.0,509.0,1.0,-73.9194099,40.8113856,36005004100.0
15,1205.0,1257.0,34.8,815.0,84.36,0.47,1386.0,0.27,4.2,0.47,33930.0,582861.2010443864,46.0,7848.0,1.7,808.0,0.9,0.1072845450168516,265.0,1324.0,688.0,1.0,-73.8620068,40.8239305,36005004200.0
16,1170.0,1601.0,30.3,786.0,107.05,0.25,1067.0,0.11,3.9,0.71,33550.0,439900.0,39.2,6021.0,4.0,538.0,0.9,0.18,835.5364006988934,2262.0,554.0,1.0,-73.9170376,40.8136213,36005004300.0
17,852.0,860.0,32.1,480.0,77.59,0.39,1288.0,0.13,4.2,0.62,29794.0,362500.0,43.7,4827.0,1.3,808.0,0.93,0.07,835.5364006988934,2625.0,336.0,1.0,-73.8664136,40.8265155,36005004400.0
18,370.0,440.0,33.6,808.0,92.97,0.28,1288.0,0.45,3.8,0.6,49529.0,135200.0,37.0,1976.0,4.944467353951887,480.0,0.75,0.07,835.5364006988934,4000.0,224.0,0.0,-73.8691775,40.8224189,36005004600.0
19,659.0,1989.0,30.1,1095.0,97.46,0.23,1288.0,0.15,3.5,0.76,40701.0,582861.2010443864,44.6,4504.0,4.6,480.0,0.93,0.12,835.5364006988934,1909.0,532.0,0.0,-73.8743044,40.8270172,36005004800.0
20,918.0,1748.0,30.8,1291.0,94.04,0.27,1204.0,0.1,3.9,0.65,43519.0,381800.0,47.4,5181.0,1.1,660.0,0.86,0.19,756.0,3484.0,375.0,0.0,-73.8778533,40.824997,36005005001.0
21,922.0,3103.0,30.0,1168.0,98.22,0.2,1291.0,0.16,3.4,0.7,37409.0,554900.0,46.3,5687.0,3.3,660.0,0.97,0.11,1066.0,3295.0,627.0,0.0,-73.878435,40.8273629,36005005002.0
22,1205.0,1365.0,26.4,522.0,62.26,0.35,1503.0,0.1,4.1,0.74,28321.0,582861.2010443864,41.6,5676.0,1.2,417.0,1.0,0.14,835.5364006988934,2637.827457264957,595.0,0.0,-73.9275676,40.8132061,36005005100.0
23,367.0,876.0,31.1,660.0,83.57,0.22,1291.0,0.18,3.4,0.73,47233.0,265000.0,42.0,2368.0,4.944467353951887,703.0,0.96,0.1,835.5364006988934,2637.827457264957,296.0,1.0,-73.8824329,40.8256291,36005005200.0
24,868.0,783.0,27.5,946.0,64.86,0.42,1202.0,0.12,4.0,0.48,23484.0,582861.2010443864,51.4,3866.0,8.9,822.0,1.0,0.1,835.5364006988934,2637.827457264957,394.0,1.0,-73.9226455,40.8514336,36005005300.0
25,1129.0,2839.0,32.0,1204.0,97.74,0.22,1291.0,0.18,4.4,0.75,44579.0,424800.0,40.3,6292.0,0.9,660.0,0.84,0.17,589.0,3000.0,447.0,0.0,-73.8797154,40.8298985,36005005400.0
26,332.0,973.0,39.3,1056.0,73.69,0.26,1204.0,0.15,3.7,0.64,34407.0,424000.0,41.2,2614.0,4.0,660.0,0.86,0.04,835.5364006988934,2182.0,301.0,0.0,-73.8790757,40.8326118,36005005600.0
27,208.0,555.0,31.0,1118.0,86.34,0.43,1204.0,0.13,3.6,0.76,48273.0,370800.0,39.8,1269.0,4.7,561.0,0.95,0.09,636.0,2637.827457264957,69.0,0.0,-73.8779705,40.8377073,36005006000.0
28,231.0,586.0,50.9,1011.0,75.79,0.31,1256.0,0.06,3.8,0.21,48072.0,23100.0,36.6,3878.0,9.2,696.0,0.44,0.16,835.5364006988934,2637.827457264957,138.0,0.0,-73.9226669,40.8222516,36005006100.0
29,1474.0,2162.0,29.3,703.0,100.43,0.23,1204.0,0.12,4.0,0.68,33594.0,582861.2010443864,43.2,7386.0,3.3,660.0,0.97,0.1,835.5364006988934,2637.827457264957,480.0,0.0,-73.8755275,40.8332756,36005006200.0
30,652.0,1065.0,38.0,1203.0,106.45,0.28,1288.0,0.22,3.9,0.53,35262.0,541300.0,50.3,3266.0,1.6,480.0,0.85,0.06,900.0,4000.0,254.0,0.0,-73.8722067,40.8330289,36005006400.0
31,902.0,1704.0,30.0,984.0,104.71,0.29,1256.0,0.09,3.8,0.67,31130.0,582861.2010443864,38.6,5609.0,2.0,538.0,0.98,0.25,835.5364006988934,2637.827457264957,476.0,1.0,-73.9216592,40.8173984,36005006500.0
32,1474.0,2528.0,27.2,696.0,82.44,0.23,1256.0,0.05,4.1,0.65,51894.0,349200.0,45.4,7597.0,1.3,786.0,0.95,0.21,590.0,2637.827457264957,781.0,1.0,-73.9181767,40.8195023,36005006700.0
33,559.0,1549.0,31.8,1228.0,143.86,0.33,1288.0,0.08,4.4,0.47,54102.0,404400.0,44.0,3358.0,4.944467353951887,480.0,0.75,0.17,1101.0,2950.0,337.0,0.0,-73.870482,40.8289669,36005006800.0
34,1855.0,2688.0,27.5,873.0,88.64,0.31,1256.0,0.1,4.1,0.56,44204.0,574100.0,37.7,8672.0,1.9,696.0,0.94,0.09,835.5364006988934,4000.0,932.0,1.0,-73.9157567,40.8218666,36005006900.0
35,821.0,1969.0,32.3,1288.0,86.82,0.24,1228.0,0.23,4.5,0.63,49123.0,421500.0,46.7,4889.0,1.6,480.0,0.79,0.13,1091.0,2379.0,461.0,0.0,-73.8656233,40.8298152,36005007000.0
36,399.0,604.0,31.4,1011.0,73.3,0.34,1074.0,0.13,4.1,0.64,50114.0,223400.0,46.5,2544.0,4.7,793.0,0.62,0.09,629.0,1228.0,174.0,1.0,-73.9128301,40.8182214,36005007100.0
37,813.0,2614.0,32.1,1142.0,101.12,0.19,1270.0,0.17,3.7,0.45,47147.0,333300.0,43.5,5563.0,4.944467353951887,815.0,0.76,0.21,1060.0,2236.0,712.0,0.0,-73.8606925,40.8310478,36005007200.0
38,783.0,1324.0,29.0,964.0,111.17,0.34,1025.0,0.08,3.8,0.58,27657.0,582861.2010443864,48.0,4046.0,5.5,626.0,0.99,0.31,835.5364006988934,2637.827457264957,433.0,1.0,-73.909389,40.8146752,36005007300.0
39,566.0,685.0,36.3,1275.0,76.57,0.37,1471.0,0.38,4.3,0.66,53188.0,362600.0,50.8,3701.0,2.1,408.0,0.62,0.06,753.0,2230.0,218.0,0.0,-73.8528608,40.8194734,36005007400.0
40,1228.0,858.0,28.4,793.0,63.81,0.32,1074.0,0.08,4.1,0.56,36432.0,308000.0,41.5,6043.0,5.5,880.0,0.88,0.19,469.0,1393.0,584.0,1.0,-73.9086238,40.8187768,36005007500.0
41,653.0,2064.0,32.5,1226.0,79.68,0.24,1288.0,0.24,4.2,0.65,42820.0,518800.0,42.0,5013.0,4.944467353951887,480.0,0.8,0.19,907.0,2805.0,345.0,0.0,-73.8676557,40.833375,36005007600.0
42,349.0,790.0,31.2,1221.0,75.26,0.3,1027.0,0.15,4.3,0.72,43634.0,353300.0,42.0,2040.0,4.944467353951887,675.0,0.76,0.16,835.5364006988934,1813.0,167.0,0.0,-73.9044231,40.8197339,36005007700.0
43,960.0,2618.0,30.0,1308.0,86.39,0.17,1497.0,0.28,4.2,0.72,48754.0,411900.0,42.4,6535.0,2.9,408.0,0.81,0.18,736.0,2734.0,712.0,0.0,-73.8526457,40.8291304,36005007800.0
44,1204.0,2056.0,28.0,703.0,87.74,0.26,1221.0,0.09,4.0,0.74,34928.0,582861.2010443864,42.0,6693.0,2.3,675.0,0.98,0.26,835.5364006988934,2637.827457264957,790.0,1.0,-73.9048714,40.815792,36005007900.0
45,1244.0,2597.0,30.8,889.0,97.22,0.21,1221.0,0.09,4.0,0.81,39897.0,405600.0,42.6,6887.0,2.0,675.0,0.9,0.16,800.0,2258.0,841.0,1.0,-73.90184,40.8136778,36005008300.0
46,436.0,621.0,32.9,1471.0,92.54,0.36,1390.0,0.31,5.3,0.63,78747.0,442500.0,44.6,2528.0,6.2,408.0,0.36,0.08,974.0,2347.0,162.0,1.0,-73.8477354,40.8156088,36005008400.0
47,1075.0,2280.0,32.3,1003.0,109.0,0.25,1221.0,0.07,3.9,0.79,35818.0,251100.0,38.3,6406.0,4.2,675.0,0.92,0.22,835.5364006988934,1263.0,280.0,1.0,-73.8990831,40.8162762,36005008500.0
48,691.0,965.0,34.8,408.0,75.75,0.22,1471.0,0.39,4.4,0.7,37869.0,391000.0,49.7,3849.0,4.944467353951887,911.0,0.88,0.14,450.0,2305.0,162.0,0.0,-73.8498059,40.8198788,36005008600.0
49,1085.0,2571.0,32.0,1027.0,90.34,0.27,1221.0,0.14,4.2,0.77,37565.0,335700.0,47.9,6420.0,1.5,675.0,0.98,0.15,835.5364006988934,2792.0,435.0,1.0,-73.8972847,40.819672,36005008700.0
50,685.0,981.0,27.6,929.0,82.18,0.31,1013.0,0.16,3.7,0.79,34230.0,56600.0,46.3,3323.0,1.3,387.0,0.94,0.19,719.0,2637.827457264957,297.0,0.0,-73.8939061,40.8185668,36005008900.0
51,750.0,2089.0,34.5,1276.0,87.01,0.27,1497.0,0.18,3.9,0.61,60563.0,465400.0,52.4,5975.0,1.0,1116.0,0.78,0.16,920.0,2332.0,581.0,0.0,-73.8521545,40.8323395,36005009200.0
52,370.0,827.0,36.7,1526.0,92.8,0.31,1594.0,0.18,4.2,0.54,56346.0,400600.0,39.8,2597.0,3.8,1116.0,0.67,0.15,739.0,2908.0,202.0,0.0,-73.8437163,40.8347812,36005009600.0
53,623.0,1333.0,39.9,1386.0,80.35,0.32,1471.0,0.41,4.7,0.71,70410.0,413100.0,46.7,5306.0,3.4,408.0,0.58,0.08,805.0,2159.0,369.0,0.0,-73.8495052,40.8254505,36005009800.0
54,885.0,1638.0,28.5,998.0,90.59,0.28,1013.0,0.13,4.0,0.69,38579.0,395000.0,44.0,4656.0,1.4,387.0,0.93,0.1,835.5364006988934,3293.0,470.0,1.0,-73.8865202,40.8200657,36005011502.0
55,333.0,307.0,26.9,1094.0,83.29,0.3,1391.8300338000963,0.14,3.4,0.69,40708.0,10000.0,37.0,1536.0,4.944467353951887,610.0,0.97,0.12,715.0,2637.827457264957,129.0,1.0,-73.8749566,40.8072371,36005011700.0
56,882.0,1773.0,30.7,941.0,89.08,0.27,1013.0,0.11,3.8,0.67,29983.0,582861.2010443864,44.8,5179.0,4.944467353951887,387.0,0.95,0.2,835.5364006988934,2250.0,527.0,1.0,-73.8895803,40.8232829,36005011900.0
57,463.0,1085.0,27.5,1013.0,92.44,0.28,1089.0,0.14,4.2,0.69,34162.0,407500.0,45.6,2875.0,3.4,495.0,0.82,0.15,785.0,2158.0,264.0,1.0,-73.8888941,40.8282758,36005012101.0
58,325.0,307.0,24.3,495.0,68.37,0.31,1089.0,0.12,4.2,0.87,24069.0,582861.2010443864,45.4,1682.0,4.944467353951887,387.0,1.0,0.12,835.5364006988934,2637.827457264957,102.0,1.0,-73.887962,40.8260067,36005012102.0
59,615.0,1076.0,30.0,663.0,83.72,0.34,1097.0,0.08,3.9,0.68,45225.0,432700.0,44.2,3893.0,2.2,495.0,0.91,0.13,1037.0,2484.0,382.0,1.0,-73.8860075,40.830115,36005012300.0
60,629.0,1441.0,31.0,1089.0,106.96,0.32,1097.0,0.12,4.0,0.67,43573.0,431600.0,37.2,4311.0,1.1,495.0,0.84,0.05,895.0,2272.0,524.0,0.0,-73.8935164,40.8286462,36005012500.0
61,377.0,491.0,34.7,733.0,71.25,0.35,1089.0,0.2,3.9,0.77,29990.0,339100.0,45.0,1954.0,4.944467353951887,387.0,0.85,0.19,459.0,2130.0,122.0,1.0,-73.8923237,40.8256393,36005012701.0
62,833.0,1157.0,28.6,942.0,85.4,0.25,1221.0,0.11,3.7,0.58,26345.0,543300.0,43.9,4240.0,4.944467353951887,675.0,0.96,0.2,835.5364006988934,2637.827457264957,420.0,1.0,-73.898734,40.8226294,36005012901.0
63,153.0,221.0,39.8,1429.0,84.33,0.39,1752.0,0.65,5.0,0.53,93994.0,437900.0,43.6,1447.0,4.944467353951887,567.0,0.44,0.03,911.0,2641.0,82.0,0.0,-73.8147485,40.8193055,36005013000.0
64,1062.0,1517.0,27.6,901.0,100.08,0.35,1221.0,0.07,3.9,0.7,39118.0,397100.0,44.3,5008.0,4.944467353951887,675.0,0.88,0.07,835.5364006988934,2391.0,642.0,1.0,-73.8978818,40.825954,36005013100.0
65,895.0,830.0,41.1,1309.0,100.45,0.37,1728.0,0.52,5.0,0.49,114928.0,451900.0,42.0,7160.0,4.944467353951887,567.0,0.34,0.13,814.0,2815.0,421.0,0.0,-73.8185512,40.8092732,36005013200.0
66,694.0,1494.0,32.6,675.0,80.33,0.41,1221.0,0.09,4.1,0.6,35648.0,582861.2010443864,40.4,6095.0,4.944467353951887,702.0,0.94,0.08,665.0,2554.0,511.0,1.0,-73.903485,40.8228226,36005013300.0
67,703.0,1415.0,32.8,702.0,94.7,0.27,1221.0,0.11,4.0,0.63,43555.0,313700.0,41.1,3855.0,3.9,675.0,0.91,0.12,835.5364006988934,1898.0,269.0,1.0,-73.9020964,40.8271333,36005013500.0
68,272.0,414.0,42.4,1273.0,96.21,0.23,1752.0,0.71,4.6,0.28,83618.0,279700.0,32.7,2794.0,10.8,567.0,0.33,0.13,490.0,1648.0,204.0,0.0,-73.7910026,40.8217346,36005013800.0
69,1055.0,1925.0,31.4,1074.0,81.17,0.34,1011.0,0.14,3.7,0.62,52932.0,251500.0,43.0,5781.0,3.3,541.0,0.95,0.08,835.5364006988934,1912.0,596.0,1.0,-73.912295,40.8237653,36005014100.0
70,168.0,467.0,33.9,541.0,101.67,0.48,1178.0,0.13,1.9,0.38,23331.0,322500.0,39.9,1085.0,1.8,436.0,0.94,0.12,835.5364006988934,2637.827457264957,82.0,1.0,-73.9121298,40.8277474,36005014300.0
71,1240.0,1120.0,27.8,567.0,63.97,0.29,1608.0,0.23,4.1,0.62,44017.0,472000.0,61.4,6198.0,1.0,1233.0,0.86,0.18,895.0,2897.0,611.0,1.0,-73.823337,40.8212966,36005014400.0
72,1919.0,1591.0,26.5,902.0,89.89,0.28,1178.0,0.06,3.6,0.61,32066.0,582861.2010443864,53.7,8112.0,1.8,436.0,0.97,0.18,728.0,2637.827457264957,817.0,1.0,-73.9070315,40.831511,36005014500.0
73,1465.0,1516.0,24.4,436.0,74.48,0.41,1178.0,0.07,4.2,0.49,26749.0,582861.2010443864,43.2,7152.0,0.7,748.0,1.0,0.06,835.5364006988934,2637.827457264957,803.0,1.0,-73.9053292,40.8342262,36005014701.0
74,1027.0,1266.0,26.0,500.0,74.62,0.34,1063.0,0.09,4.1,0.59,27904.0,582861.2010443864,48.5,5326.0,4.944467353951887,702.0,1.0,0.17,835.5364006988934,2637.827457264957,624.0,0.0,-73.9043915,40.836535,36005014702.0
75,657.0,1589.0,30.1,981.0,103.89,0.28,1039.0,0.13,3.7,0.6,36398.0,582861.2010443864,43.1,4508.0,4.9,500.0,0.91,0.11,835.5364006988934,2637.827457264957,556.0,1.0,-73.9014822,40.83261,36005014900.0
76,965.0,1994.0,32.4,1035.0,84.91,0.37,981.0,0.09,4.1,0.57,46013.0,415500.0,48.5,5172.0,4.8,500.0,0.87,0.1,835.5364006988934,2557.0,544.0,1.0,-73.8984802,40.8310833,36005015100.0
77,411.0,626.0,39.4,1399.0,106.71,0.42,1608.0,0.4,4.8,0.64,84138.0,440400.0,37.3,2805.0,3.1,567.0,0.35,0.09,917.0,2811.0,207.0,0.0,-73.8249096,40.8263809,36005015200.0
78,986.0,1573.0,30.0,1097.0,80.41,0.35,1089.0,0.08,3.8,0.53,41354.0,374000.0,42.2,4880.0,2.4,455.0,0.84,0.09,460.0,2194.0,505.0,0.0,-73.894143,40.8334809,36005015300.0
79,454.0,1374.0,34.4,764.0,71.05,0.32,1097.0,0.07,3.4,0.8,28424.0,481800.0,45.2,2966.0,1.3,455.0,0.94,0.12,557.0,2750.0,284.0,1.0,-73.8899863,40.8355263,36005015500.0
80,604.0,1556.0,29.5,1004.0,75.44,0.25,1097.0,0.13,3.8,0.71,46580.0,453000.0,46.1,4365.0,4.2,455.0,0.85,0.12,918.0,2714.0,443.0,1.0,-73.88545,40.8329991,36005015700.0
81,156.0,233.0,38.8,1608.0,63.66,0.22,1594.0,0.51,5.7,0.58,81905.0,426100.0,37.2,1090.0,11.4,567.0,0.4,0.04,848.0,2302.0,91.0,0.0,-73.8186182,40.8248672,36005015800.0
82,214.0,458.0,38.2,387.0,72.79,0.24,1013.0,0.25,4.3,0.92,26060.0,582861.2010443864,44.8,1600.0,4.8,495.0,0.96,0.27,1218.0,2637.827457264957,39.0,1.0,-73.8935569,40.8223699,36005015900.0
83,500.0,804.0,43.4,1692.0,99.4,0.25,1459.0,0.78,4.8,0.24,91606.0,432800.0,38.0,4004.0,6.8,1233.0,0.5,0.1,1017.0,2265.0,359.0,0.0,-73.8006782,40.8318544,36005016000.0
84,664.0,1576.0,34.8,455.0,77.51,0.37,1097.0,0.13,3.5,0.72,27992.0,582861.2010443864,41.5,4372.0,1.3,764.0,0.99,0.07,835.5364006988934,2637.827457264957,551.0,1.0,-73.8850152,40.8368465,36005016100.0
85,307.0,284.0,40.9,1233.0,88.13,0.24,1608.0,0.59,5.1,0.51,86559.0,417000.0,36.9,2013.0,4.944467353951887,567.0,0.45,0.07,771.0,2741.0,102.0,0.0,-73.8217592,40.8288502,36005016200.0
86,72.0,136.0,48.7,1295.0,92.13,0.29,1608.0,0.78,5.2,0.32,89241.0,474400.0,36.0,1026.0,8.0,567.0,0.36,0.06,885.0,2250.0,102.0,0.0,-73.824847,40.8322025,36005016400.0
87,164.0,345.0,28.3,1063.0,86.25,0.34,1296.0,0.09,3.9,0.5,32972.0,423100.0,45.1,1002.0,2.1,500.0,0.94,0.06,835.5364006988934,2637.827457264957,116.0,1.0,-73.9002773,40.8431089,36005016500.0
88,333.0,339.0,39.1,1594.0,87.93,0.27,1608.0,0.48,5.4,0.6,84859.0,445300.0,42.9,2210.0,6.4,1233.0,0.31,0.16,732.0,2731.0,102.0,0.0,-73.830184,40.8295292,36005016600.0
89,611.0,807.0,26.4,1039.0,95.32,0.35,1296.0,0.09,3.7,0.55,29432.0,404500.0,43.8,2920.0,1.7,500.0,0.95,0.12,835.5364006988934,2563.0,404.0,1.0,-73.9021708,40.8404808,36005016700.0
90,203.0,302.0,32.4,819.0,91.15,0.48,1182.0,0.13,4.0,0.43,34850.0,445300.0,38.2,1361.0,4.7,500.0,0.85,0.07,835.5364006988934,2425.0,56.0,0.0,-73.9027247,40.8377899,36005016900.0
91,825.0,1795.0,35.3,788.0,91.57,0.22,1256.0,0.12,3.8,0.63,30128.0,433300.0,43.4,5320.0,3.8,873.0,0.96,0.14,835.5364006988934,2690.0,236.0,1.0,-73.9165227,40.826296,36005017300.0
92,1435.0,2443.0,32.7,748.0,74.13,0.4,1178.0,0.06,3.7,0.65,44357.0,582861.2010443864,42.8,6960.0,1.3,436.0,0.99,0.03,835.5364006988934,2637.827457264957,579.0,0.0,-73.9136512,40.8308225,36005017500.0
93,1127.0,1753.0,27.8,1178.0,90.94,0.29,1130.0,0.05,4.1,0.63,48267.0,485800.0,34.5,5228.0,9.7,436.0,0.91,0.13,835.5364006988934,3429.0,652.0,0.0,-73.9111774,40.8331958,36005017701.0
94,1002.0,2659.0,32.4,1130.0,87.02,0.38,1178.0,0.09,4.0,0.64,43081.0,389900.0,42.8,5401.0,4.8,436.0,0.88,0.11,835.5364006988934,2298.0,351.0,0.0,-73.9095499,40.8361775,36005017702.0
95,998.0,2246.0,28.5,1124.0,77.87,0.34,1155.0,0.07,3.7,0.67,37510.0,351000.0,41.3,5112.0,1.4,1070.0,0.89,0.07,535.0,1805.0,481.0,0.0,-73.9151867,40.834835,36005017901.0
96,580.0,1463.0,29.8,1117.0,88.12,0.33,1178.0,0.09,3.7,0.45,30131.0,582861.2010443864,37.9,3580.0,4.944467353951887,436.0,1.0,0.07,835.5364006988934,2637.827457264957,420.0,1.0,-73.9134989,40.8370142,36005017902.0
97,578.0,1154.0,30.3,1086.0,74.72,0.27,1178.0,0.08,3.7,0.6,34779.0,471000.0,40.9,3068.0,3.3,1090.0,0.91,0.13,724.0,2528.0,189.0,0.0,-73.9161112,40.8316074,36005018101.0
98,1011.0,3054.0,32.3,1111.0,89.97,0.33,1178.0,0.09,3.5,0.55,47991.0,345800.0,40.3,5851.0,4.944467353951887,1086.0,0.98,0.18,209.0,2637.827457264957,515.0,0.0,-73.9181384,40.832265,36005018102.0
99,449.0,1329.0,41.3,1094.0,78.9,0.42,1256.0,0.1,3.4,0.59,45625.0,258200.0,39.6,4011.0,1.0,788.0,0.86,0.11,835.5364006988934,1409.0,252.0,1.0,-73.9208133,40.8286371,36005018301.0
100,763.0,1548.0,30.7,1178.0,90.75,0.37,1256.0,0.13,3.7,0.65,45493.0,161800.0,41.2,3836.0,1.7,788.0,0.96,0.08,835.5364006988934,2637.827457264957,265.0,0.0,-73.9187521,40.8279119,36005018302.0
101,406.0,610.0,40.1,1364.0,92.69,0.32,1594.0,0.72,4.8,0.36,75014.0,427900.0,38.6,3559.0,6.0,1195.0,0.55,0.08,777.0,2405.0,220.0,0.0,-73.8292813,40.8374159,36005018400.0
102,1266.0,2820.0,32.4,927.0,90.8,0.37,1178.0,0.1,3.4,0.56,34849.0,582861.2010443864,43.3,7342.0,2.0,436.0,1.0,0.06,835.5364006988934,2637.827457264957,857.0,1.0,-73.90747,40.8267039,36005018500.0
103,1862.0,3271.0,32.6,1053.0,85.81,0.27,1162.0,0.13,3.9,0.72,35641.0,408800.0,37.5,8200.0,1.5,478.0,0.95,0.17,700.0,2637.827457264957,589.0,1.0,-73.9302073,40.831723,36005018900.0
104,1142.0,2077.0,26.5,836.0,66.29,0.32,1173.0,0.11,3.9,0.63,33908.0,582861.2010443864,43.3,5659.0,1.0,1053.0,1.0,0.14,835.5364006988934,2637.827457264957,619.0,1.0,-73.929323,40.8363471,36005019300.0
105,380.0,466.0,34.1,1472.0,109.78,0.27,1594.0,0.29,4.4,0.6,65875.0,402300.0,43.6,2339.0,4.944467353951887,1276.0,0.69,0.18,893.0,2902.0,165.0,0.0,-73.8363043,40.8330686,36005019400.0
106,1172.0,3199.0,33.3,1090.0,84.79,0.32,1178.0,0.12,3.9,0.7,38254.0,197900.0,41.6,7462.0,4.944467353951887,788.0,0.95,0.1,946.0,2583.0,531.0,1.0,-73.9225235,40.8304774,36005019500.0
107,1266.0,3629.0,30.0,1109.0,89.12,0.22,1163.0,0.1,3.8,0.71,38402.0,582861.2010443864,41.9,6795.0,2.4,1070.0,0.99,0.18,835.5364006988934,2637.827457264957,578.0,1.0,-73.9199778,40.8352051,36005019700.0
108,1677.0,3713.0,32.8,1124.0,86.36,0.33,1173.0,0.16,3.8,0.7,49144.0,582861.2010443864,40.1,8446.0,0.8,836.0,0.93,0.15,100.0,1622.0,485.0,1.0,-73.925447,40.8367437,36005019900.0
109,881.0,2038.0,33.6,1181.0,96.32,0.24,1497.0,0.14,3.4,0.62,58525.0,368100.0,50.6,4751.0,3.4,1116.0,0.9,0.17,576.0,2023.0,437.0,0.0,-73.8455162,40.8428349,36005020000.0
110,886.0,1977.0,31.2,1087.0,81.84,0.33,1333.0,0.12,3.8,0.67,41998.0,582861.2010443864,42.0,4346.0,1.8,836.0,0.98,0.15,835.5364006988934,2637.827457264957,443.0,1.0,-73.9269523,40.8421663,36005020100.0
111,357.0,682.0,35.1,1116.0,86.56,0.25,1497.0,0.23,3.3,0.6,46482.0,433300.0,46.5,2194.0,1.7,1181.0,0.92,0.14,680.0,2231.0,168.0,0.0,-73.8475792,40.8384912,36005020200.0
