tract_id,house_num,shape_area,shape_length,target
36047074200,268.0,1044916.2610142158,61292.571044778,0
36047074600,199.0,1308087.0085072508,57184.48942862039,0
36047074800,273.0,1027714.5882195719,62545.20287666815,0
36047075000,280.0,1062851.5519686243,64652.632934863796,0
36047075200,284.0,667588.3373204558,57595.193994457586,0
36047075400,316.0,662173.1381053422,60788.2028437628,0
36047075600,288.0,667881.0854634903,57331.55248944185,0
36047075800,315.0,734032.5088558651,61943.628510645336,0
36047076000,267.0,825733.7321183498,57652.678297574465,0
36047076200,233.0,1520148.7986358753,63836.55169831101,0
36047076400,171.0,1084828.1698319283,46540.317382251626,0
36047076600,111.0,657552.2609997098,30340.66231918888,0
36047076800,270.0,2695177.6781420307,95420.41646674837,0
36047077000,192.0,1099234.437722428,54030.75918435751,0
36047077200,356.0,3303400.0053980136,121475.33938385727,0
36047077400,90.0,1978121.9495506382,51922.20066062669,0
36047077600,210.0,1209476.9710875733,55689.40892133359,0
36047078000,282.0,576009.7757900911,51926.91073237601,0
36047078200,118.0,995327.1889950805,42040.611215746205,0
36047078400,306.0,652328.5606456895,56700.18284873124,0
36047078600,182.0,1222399.9192513728,51774.281332410086,0
36047078800,137.0,1097549.2377799656,46281.71269550707,0
36047079200,148.0,1982945.3537013312,64359.27781598308,0
36047079400,98.0,2701069.278286473,67552.3710987102,0
36047079601,65.0,2154120.9806459635,61759.59400964124,0
36047079801,113.0,1292868.9020093412,50264.85345950604,0
36047079802,56.0,2144745.0649107457,51311.959066917625,0
36047080000,134.0,1991919.1503755865,83256.55793825691,0
36047080200,143.0,2029242.5323345156,69931.92139550022,0
36047080400,108.0,1876239.5948572394,62543.11743929837,0
36047080800,87.0,3245925.577691878,74238.95640302832,0
36047081400,197.0,865041.3414571588,50735.48688745393,0
36047081600,176.0,1983794.658602775,61321.15456731344,0
36047081800,107.0,2198975.971855673,64288.56598613598,0
36047082000,82.0,2473730.703212291,63061.89664480181,0
36047082200,92.0,3077881.9044890814,78800.3674389809,0
36047082400,166.0,1484620.1009419807,60035.939591438146,0
36047082600,177.0,1534504.79703196,60746.37174174748,0
36047083000,189.0,1420635.294158285,59783.702885517436,0
36047083200,238.0,636287.6612849522,49571.55715087813,0
36047083400,179.0,434657.7387294496,34707.0918567608,0
36047083600,99.0,1538626.2904354217,45235.20910185228,0
36047083800,176.0,505323.33028048277,36528.24117947363,0
36047084000,208.0,766453.9921429139,47515.691078692675,0
36047084600,210.0,888112.5247935837,50963.35849632989,0
36047084800,211.0,686581.2949222015,46885.33740796739,0
36047085000,186.0,617630.7854872539,39456.04215527891,0
36047085200,9.0,48733.08119040531,2152.166871801423,0
36047085400,96.0,402628.4654301455,24289.552230212208,0
36047085600,128.0,993324.6447119714,41062.838779724676,0
36047085800,163.0,470481.5534501841,34093.01496249699,0
36047086200,174.0,862522.0807030916,46510.0314112852,0
36047086400,155.0,580409.2063283672,39814.650182890095,0
36047086600,172.0,865261.1438469783,49530.21654095031,0
36047086800,221.0,1018215.3757139007,60212.241330688266,0
36047087000,183.0,686109.6310267602,45008.773613871366,0
36047087200,179.0,615669.9937529876,42459.72655970858,0
36047087800,119.0,1274452.5039764175,44658.811288209225,0
36047088000,103.0,1586809.2541979817,56181.96926046047,0
36047088200,223.0,1630661.870029776,77106.93142169746,0
36047088400,253.0,1441556.9308201205,80191.13690385869,0
36047088600,175.0,1344154.8272511573,59882.126186599155,0
36047088800,256.0,1156634.2852670513,72223.04587071265,0
36047089000,250.0,2379547.654902801,100437.22716843421,0
36047089400,219.0,869752.2224205513,62626.8291591211,0
36047089600,188.0,843032.0575995294,54643.919140082886,0
36047090200,260.0,1498951.003962181,72329.38028125979,0
36047092000,127.0,1456886.5702707132,58725.49413412731,0
36047092800,214.0,865057.7082552052,56106.26272245715,0
36047093000,271.0,952211.563527117,63396.459570730716,0
36047093200,188.0,3290255.551650227,79598.84451061185,0
36047093400,203.0,827402.8764227848,53821.584586877485,0
36047093600,164.0,958708.6643443691,44332.55622593551,0
36047093800,181.0,520398.09688828164,41250.84948459567,0
36047120000,46.0,981914.3870934057,20695.114382534193,0
36061001401,12.0,460152.3668858189,10145.42872820281,0
36061002601,61.0,1232151.4461698597,41014.3567298667,0
36061002602,70.0,1440439.7034821748,44378.13476393247,0
36061002700,15.0,303563.0032696296,9399.434990207532,0
36061002900,115.0,4531784.139103048,103786.62823866983,0
36061003100,52.0,2236753.197687891,48597.250706915685,0
36061003200,98.0,2569901.0630511576,79431.22507603599,0
36061003300,92.0,3324093.873478555,79018.22421698288,0
36061003400,104.0,2110670.8905755426,65372.4207335183,0
36061003601,49.0,1394372.7437570742,37943.72592601077,0
36061003602,43.0,915549.0101280822,26590.59716521056,0
