,Own children of the householder 6 to 17 years,YEAR OF ENTRY Foreign born,Median age (years),GROSS RENT Occupied units paying rent Median (dollars),Sex ratio (males per 100 females),"Educational services, and health care and social assistance",relation_max_fee,White,ROOM Median rooms,Hispanic or Latino (of any race),Mean household income (dollars),VALUE Median (dollars),Mean travel time to work (minutes),Total population,Rental vacancy rate,relation_min_fee,HOUSING TENURE Renter-occupied,"Arts, entertainment, and recreation, and accommodation and food services",SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),Own children of the householder under 6 years,label,INTPTLONG,INTPTLAT,geoid
834,344.0,1070.0,,1613.0,92.8,0.22,1631.0,0.46,5.3,0.76,81272.0,366200.0,30.8,2721.0,0.0,1242.0,0.24,0.11,426.0,1924.0,202.0,0.0,-117.9120723,34.1105983,6037404503.0
835,770.0,1543.0,,1242.0,104.4,0.17,1631.0,0.44,4.3,0.8,57944.0,345200.0,27.2,4595.0,3.1,1249.0,0.61,0.09,453.0,1420.0,237.0,0.0,-117.9033404,34.1104925,6037404504.0
836,869.0,2779.0,,1468.0,113.3,0.22,1625.0,0.35,5.1,0.74,75807.0,387500.0,30.7,5650.0,0.0,1302.0,0.41,0.15,430.0,1996.0,549.0,0.0,-117.9962625,34.0721312,6037404701.0
837,1053.0,2591.0,,1607.0,91.1,0.19,1913.0,0.47,4.7,0.72,56817.0,369800.0,32.7,5812.0,0.0,1345.0,0.5,0.11,360.0,1815.0,402.0,0.0,-117.9850286,34.0707544,6037404702.0
838,623.0,1310.0,,1345.0,98.4,0.16,1913.0,0.47,4.5,0.81,58808.0,398400.0,32.3,3154.0,4.2,1282.0,0.58,0.07,359.0,1846.0,295.0,0.0,-117.9903099,34.0641759,6037404703.0
839,1509.0,3770.0,,1589.0,103.7,0.18,1642.0,0.35,4.9,0.73,71633.0,385800.0,35.5,8226.0,0.4,1145.0,0.52,0.12,478.0,1912.0,515.0,0.0,-117.9773075,34.0785296,6037404801.0
840,799.0,1978.0,,1642.0,95.2,0.2,1635.0,0.4,4.9,0.57,68773.0,363600.0,37.1,4768.0,4.0,1145.0,0.56,0.12,429.0,1825.0,357.0,0.0,-117.9690042,34.0726458,6037404802.0
841,264.0,611.0,,1314.0,108.8,0.23,1642.0,0.43,4.7,0.76,68154.0,346200.0,29.7,1787.0,0.0,628.0,0.37,0.09,517.0,2063.0,109.0,0.0,-117.9659888,34.0671875,6037404803.0
842,852.0,2625.0,,1180.0,105.6,0.18,1628.0,0.43,4.9,0.72,81305.0,357000.0,35.9,5722.0,0.0,1306.0,0.35,0.06,449.0,1638.0,455.0,0.0,-117.9770768,34.0971898,6037404901.0
843,720.0,2079.0,,1496.0,95.3,0.15,1607.0,0.35,5.3,0.72,88671.0,401300.0,32.0,4153.0,0.0,1145.0,0.29,0.15,446.0,1900.0,216.0,0.0,-117.9791262,34.0869771,6037404902.0
844,452.0,1064.0,,1537.0,92.1,0.2,1628.0,0.4,5.2,0.7,68464.0,409000.0,30.8,2659.0,0.0,1145.0,0.39,0.14,454.0,1951.0,217.0,0.0,-117.9726977,34.0875933,6037404903.0
845,921.0,2729.0,,1473.0,107.4,0.14,1628.0,0.43,5.2,0.85,81718.0,409200.0,33.0,6116.0,0.0,1180.0,0.24,0.08,424.0,1715.0,368.0,0.0,-117.9659823,34.1013179,6037405001.0
846,414.0,1228.0,,1292.0,112.7,0.18,1628.0,0.22,4.9,0.83,68879.0,384200.0,29.5,3089.0,4.3,1145.0,0.33,0.1,363.0,1689.0,159.0,0.0,-117.9489743,34.1033004,6037405002.0
847,665.0,2397.0,,1628.0,118.6,0.19,1537.0,0.27,5.3,0.75,89505.0,376100.0,30.0,5748.0,0.0,1145.0,0.39,0.09,389.0,2112.0,432.0,0.0,-117.9616912,34.0958307,6037405101.0
848,659.0,2309.0,,1306.0,92.4,0.21,1635.0,0.35,4.5,0.69,55424.0,333200.0,30.0,4559.0,6.9,1145.0,0.49,0.12,459.0,1508.0,260.0,0.0,-117.962697,34.0891912,6037405102.0
849,671.0,1965.0,,1263.0,84.8,0.16,1635.0,0.36,5.0,0.74,66510.0,406000.0,28.3,4957.0,2.4,1145.0,0.47,0.11,411.0,1699.0,344.0,0.0,-117.9513657,34.0839121,6037405201.0
850,629.0,1780.0,,1145.0,107.4,0.17,1642.0,0.41,4.7,0.78,70294.0,355500.0,28.8,4833.0,7.0,1263.0,0.49,0.09,353.0,1869.0,286.0,0.0,-117.9632,34.0808488,6037405202.0
851,411.0,1448.0,,1635.0,106.8,0.19,1642.0,0.38,5.0,0.74,84967.0,406800.0,29.5,3668.0,0.0,1145.0,0.33,0.05,378.0,1888.0,284.0,0.0,-117.9569613,34.0762599,6037405203.0
852,646.0,1149.0,,1386.0,84.7,0.22,1635.0,0.29,4.6,0.71,95711.0,452200.0,29.1,3501.0,12.5,1263.0,0.5,0.05,531.0,2215.0,298.0,0.0,-117.937833,34.085166,6037405301.0
853,792.0,1810.0,,1481.0,101.7,0.23,1635.0,0.33,5.4,0.7,80525.0,461000.0,28.3,5689.0,0.0,1145.0,0.44,0.11,400.0,1951.0,497.0,0.0,-117.9439945,34.0764659,6037405302.0
854,918.0,1080.0,,1475.0,105.4,0.23,1613.0,0.58,5.4,0.78,95238.0,407800.0,35.0,4103.0,0.0,1242.0,0.25,0.11,417.0,2178.0,266.0,0.0,-117.9211251,34.0937632,6037405701.0
855,808.0,1701.0,,1284.0,105.6,0.21,1613.0,0.39,5.4,0.58,89080.0,425200.0,34.1,5058.0,4.4,1242.0,0.31,0.1,514.0,2114.0,313.0,1.0,-117.9121014,34.0921972,6037405702.0
856,498.0,783.0,,1292.0,95.1,0.23,1907.0,0.52,4.4,0.6,82972.0,441300.0,30.8,3110.0,1.5,1238.0,0.63,0.1,659.0,2408.0,175.0,0.0,-117.8911488,34.0902906,6037406101.0
857,840.0,1348.0,,1298.0,95.2,0.17,1907.0,0.52,4.1,0.66,66654.0,474600.0,31.6,5946.0,3.1,1238.0,0.78,0.08,457.0,2201.0,527.0,0.0,-117.8892621,34.081477,6037406102.0
858,365.0,406.0,,2208.0,88.4,0.32,1907.0,0.56,6.8,0.71,121255.0,619600.0,36.5,2289.0,9.0,1263.0,0.1,0.04,620.0,2845.0,189.0,0.0,-117.9005028,34.0580051,6037406402.0
859,172.0,715.0,,1907.0,80.1,0.32,2208.0,0.5,6.2,0.62,96383.0,459000.0,39.4,2231.0,0.0,1263.0,0.24,0.06,438.0,2281.0,216.0,0.0,-117.8998116,34.0700034,6037406411.0
860,379.0,632.0,,1263.0,85.4,0.21,2208.0,0.45,6.5,0.54,116547.0,579800.0,37.0,2479.0,0.0,1298.0,0.14,0.12,467.0,2571.0,111.0,0.0,-117.8984872,34.0628294,6037406412.0
861,836.0,1533.0,,1538.6825581395349,91.5,0.29,2208.0,0.5,6.3,0.56,99120.0,539300.0,37.7,5676.0,6.9,1263.0,0.15,0.05,506.0,2067.0,336.0,0.0,-117.9166732,34.055737,6037406601.0
862,767.0,2207.0,,1504.0,89.5,0.17,1640.0,0.34,5.8,0.66,86297.0,482200.0,31.4,5423.0,0.0,1363.0,0.28,0.09,525.0,2182.0,283.0,0.0,-117.9318958,34.0542813,6037406602.0
863,452.0,919.0,,1473.0,95.3,0.26,1784.0,0.32,5.5,0.59,94777.0,496800.0,31.9,3105.0,0.0,951.0,0.35,0.07,500.0,2190.0,117.0,0.0,-117.9463753,34.0552717,6037406701.0
864,811.0,1920.0,,1622.0,86.5,0.28,1635.0,0.41,5.4,0.58,85087.0,470700.0,34.2,5977.0,16.3,1363.0,0.45,0.14,460.0,2217.0,301.0,0.0,-117.9382452,34.0659535,6037406702.0
865,790.0,2149.0,,1312.0,96.4,0.22,1642.0,0.38,5.5,0.78,72758.0,406700.0,33.5,4763.0,4.8,628.0,0.42,0.09,450.0,1864.0,395.0,0.0,-117.9698642,34.058781,6037406901.0
866,605.0,1406.0,,628.0,84.2,0.2,1784.0,0.37,5.7,0.73,79070.0,424100.0,33.7,3663.0,4.7,1312.0,0.24,0.12,418.0,2000.0,222.0,0.0,-117.9641181,34.0564404,6037406902.0
867,810.0,2362.0,,1616.0,93.7,0.17,1913.0,0.39,6.0,0.89,77664.0,414400.0,33.6,6424.0,0.0,1312.0,0.24,0.1,402.0,1947.0,468.0,0.0,-117.979529,34.0595763,6037407001.0
868,534.0,1523.0,,1913.0,98.7,0.17,1616.0,0.38,5.7,0.84,81775.0,437500.0,30.6,3606.0,5.4,1282.0,0.21,0.07,438.0,1823.0,160.0,0.0,-117.991289,34.0555809,6037407002.0
869,894.0,1759.0,,1333.0,98.3,0.19,1784.0,0.44,5.7,0.88,74051.0,399800.0,30.7,4943.0,0.0,628.0,0.35,0.06,441.0,1743.0,338.0,0.0,-117.9723257,34.0478649,6037407101.0
870,709.0,2615.0,,1548.0,105.6,0.15,1784.0,0.26,5.6,0.82,82162.0,391300.0,29.5,5687.0,5.8,628.0,0.3,0.07,341.0,1786.0,443.0,0.0,-117.9767958,34.0437456,6037407102.0
871,678.0,1255.0,,1784.0,107.3,0.25,1719.0,0.33,6.0,0.79,85383.0,413400.0,32.7,4941.0,0.0,628.0,0.32,0.1,458.0,2144.0,175.0,0.0,-117.9587133,34.0454913,6037407301.0
872,419.0,1188.0,,1719.0,86.8,0.16,1784.0,0.39,5.6,0.86,82220.0,393200.0,28.3,3609.0,0.0,951.0,0.17,0.06,325.0,1690.0,314.0,0.0,-117.9608467,34.0395101,6037407302.0
873,748.0,1965.0,,1363.0,110.9,0.16,1784.0,0.35,5.2,0.79,72600.0,392800.0,30.0,4570.0,0.0,951.0,0.44,0.09,372.0,1784.0,440.0,0.0,-117.9477593,34.0466402,6037407501.0
874,619.0,1618.0,,1640.0,115.6,0.18,1784.0,0.46,5.7,0.85,87937.0,423400.0,31.4,4127.0,0.0,951.0,0.28,0.09,489.0,1865.0,293.0,0.0,-117.9379348,34.0439866,6037407502.0
875,797.0,1871.0,,951.0,80.5,0.1,1784.0,0.37,4.6,0.9,56427.0,380900.0,24.4,4257.0,0.0,1363.0,0.6,0.17,516.0,1819.0,349.0,0.0,-117.9461731,34.0384097,6037407601.0
876,794.0,1404.0,,1514.0,90.2,0.22,1719.0,0.37,5.8,0.82,73079.0,418400.0,29.4,3980.0,0.0,951.0,0.35,0.1,379.0,1720.0,126.0,0.0,-117.9468466,34.0323937,6037407602.0
877,918.0,2259.0,,1226.0,102.6,0.13,1936.0,0.29,4.3,0.85,59416.0,367100.0,33.1,4971.0,4.4,1328.0,0.58,0.11,293.0,1765.0,299.0,0.0,-117.9298382,34.0139367,6037407701.0
878,877.0,2505.0,,1662.0,81.2,0.18,2042.0,0.43,5.8,0.76,92029.0,407300.0,38.0,6920.0,7.6,951.0,0.29,0.1,412.0,1673.0,594.0,0.0,-117.9466149,34.0211206,6037407702.0
879,914.0,2516.0,,1600.0,106.5,0.19,1650.0,0.37,6.1,0.71,101496.0,426000.0,28.7,5976.0,0.0,1226.0,0.18,0.13,446.0,1900.0,407.0,0.0,-117.9214946,34.0302293,6037407801.0
880,430.0,1414.0,,1456.0,114.9,0.16,1662.0,0.46,5.9,0.78,91660.0,427800.0,29.5,3596.0,12.1,951.0,0.15,0.1,338.0,1913.0,200.0,0.0,-117.9348628,34.0229332,6037407802.0
881,138.0,1862.0,,1581.0,97.8,0.24,2208.0,0.3,5.6,0.58,93651.0,446900.0,31.3,4642.0,7.0,1493.0,0.25,0.06,611.0,2106.0,385.0,0.0,-117.9154705,34.0455304,6037408003.0
882,395.0,1040.0,,1650.0,93.5,0.24,1627.0,0.32,4.8,0.45,87273.0,371000.0,38.2,2486.0,3.5,1328.0,0.49,0.1,572.0,1912.0,193.0,0.0,-117.9156679,34.0379961,6037408004.0
883,843.0,2066.0,,1769.0,110.2,0.19,2208.0,0.39,6.1,0.39,125845.0,612200.0,32.0,5110.0,0.0,1263.0,0.26,0.14,827.0,2459.0,341.0,0.0,-117.8958117,34.0490207,6037408005.0
884,601.0,1821.0,,1493.0,96.5,0.27,1931.0,0.16,4.5,0.35,87193.0,549800.0,32.2,3452.0,13.5,1581.0,0.53,0.06,510.0,2271.0,164.0,0.0,-117.9014171,34.0345437,6037408006.0
885,689.0,2698.0,,1627.0,95.7,0.23,1931.0,0.27,4.6,0.55,78483.0,485500.0,34.8,5502.0,1.9,1328.0,0.59,0.1,444.0,1958.0,557.0,0.0,-117.9093406,34.0241796,6037408133.0
886,290.0,1338.0,,1925.0,104.6,0.33,2325.0,0.18,6.4,0.26,108991.0,459000.0,40.0,2783.0,10.5,1493.0,0.22,0.06,580.0,2279.0,144.0,0.0,-117.8980812,34.0224507,6037408134.0
887,527.0,1538.0,,1931.0,81.4,0.21,1925.0,0.2,5.8,0.41,95002.0,501600.0,36.3,3948.0,0.0,1596.0,0.45,0.08,688.0,2223.0,281.0,0.0,-117.8977913,34.016144,6037408135.0
888,547.0,1525.0,,2022.0,84.6,0.21,2325.0,0.3,6.1,0.49,84668.0,453100.0,37.1,3745.0,0.0,1596.0,0.23,0.13,448.0,1935.0,174.0,0.0,-117.8755476,34.0089143,6037408136.0
889,673.0,1553.0,,1674.0,102.3,0.26,2325.0,0.34,4.6,0.46,79785.0,428300.0,36.9,4291.0,4.6,1596.0,0.62,0.08,585.0,2032.0,301.0,0.0,-117.8838337,34.0084495,6037408137.0
890,848.0,2123.0,,1328.0,105.2,0.2,1925.0,0.35,5.3,0.88,70142.0,271500.0,34.1,5558.0,0.0,1226.0,0.26,0.07,607.726253298153,1683.0,546.0,0.0,-117.9159505,34.0193311,6037408138.0
891,785.0,1810.0,,1676.0,98.6,0.17,1931.0,0.4,5.7,0.94,71830.0,346700.0,29.4,4404.0,0.0,1226.0,0.31,0.09,343.0,1801.0,292.0,0.0,-117.9134004,34.012323,6037408139.0
892,748.0,1722.0,,1791.0,99.0,0.11,1931.0,0.36,5.5,0.85,65092.0,337100.0,27.9,3918.0,0.0,1571.0,0.28,0.15,376.0,1813.0,343.0,0.0,-117.9032402,34.0095219,6037408140.0
893,818.0,2775.0,,1596.0,106.6,0.12,2022.0,0.26,5.6,0.81,80887.0,380700.0,29.0,5627.0,5.5,1571.0,0.26,0.1,408.0,1747.0,415.0,0.0,-117.8924325,34.008773,6037408141.0
894,296.0,752.0,,1125.0,110.7,0.13,2042.0,0.49,5.2,0.8,87395.0,538500.0,34.8,2004.0,0.0,1419.0,0.38,0.06,338.0,2349.0,156.0,0.0,-117.9657288,34.0213468,6037408202.0
895,450.0,3669.0,,1571.0,88.3,0.17,1931.0,0.27,4.4,0.3,64438.0,388400.0,29.2,6064.0,0.0,1250.0,0.53,0.07,451.0,1710.0,675.0,0.0,-117.9080818,33.9988356,6037408211.0
896,447.0,2458.0,,1719.0,100.8,0.28,2300.0,0.21,5.7,0.31,101741.0,555200.0,31.7,5285.0,0.0,1339.0,0.21,0.15,696.0,2203.0,536.0,0.0,-117.8795586,33.994422,6037408212.0
897,797.0,2378.0,,1282.0,82.2,0.16,1913.0,0.3,5.3,0.84,72913.0,416500.0,27.6,5561.0,0.0,1334.0,0.32,0.13,361.0,1857.0,449.0,0.0,-117.9957024,34.0464049,6037408301.0
898,661.0,1463.0,,1806.0,110.7,0.2,1436.0,0.54,5.8,0.77,97463.0,462800.0,33.8,4122.0,0.0,1131.0,0.14,0.08,444.0,1968.0,259.0,0.0,-118.0172042,34.0382308,6037408302.0
899,492.0,1101.0,,1415.0,95.9,0.32,2340.0,0.51,6.0,0.72,85612.0,499200.0,38.5,4396.0,0.0,1156.0,0.17,0.08,554.0,2077.0,271.0,0.0,-118.0053624,34.0341304,6037408303.0
900,801.0,1664.0,,1720.0,106.7,0.21,2340.0,0.33,5.7,0.64,73977.0,444200.0,31.4,4629.0,0.0,1125.0,0.37,0.12,361.0,2015.0,216.0,0.0,-117.9819245,34.018275,6037408401.0
901,784.0,2051.0,,2340.0,97.9,0.19,1806.0,0.55,6.3,0.61,103162.0,591600.0,38.3,6468.0,0.0,1282.0,0.05,0.1,536.0,2478.0,273.0,0.0,-118.0024823,34.0145909,6037408402.0
902,343.0,1246.0,,1419.0,89.5,0.15,2042.0,0.32,5.2,0.72,68556.0,435200.0,32.9,2922.0,3.8,1125.0,0.35,0.14,380.0,1817.0,188.0,0.0,-117.9680446,34.0113412,6037408501.0
903,778.0,2679.0,,2419.0,95.5,0.22,2704.0,0.36,7.0,0.31,143603.0,670400.0,38.5,6619.0,0.0,1133.0,0.09,0.1,577.0,2847.0,461.0,0.0,-117.9826865,33.983157,6037408503.0
904,704.0,1719.0,,1705.0,92.2,0.26,2419.0,0.37,5.5,0.53,98317.0,481300.0,33.5,5044.0,9.8,1419.0,0.4,0.08,462.0,2207.0,349.0,0.0,-117.9710616,33.9987706,6037408504.0
905,246.0,862.0,,1516.0,108.6,0.21,2419.0,0.51,7.0,0.45,129412.0,655800.0,34.0,2524.0,0.0,1419.0,0.11,0.08,580.0,2661.0,175.0,0.0,-117.9800005,34.0020976,6037408505.0
906,450.0,1503.0,,1936.0,89.7,0.1,2203.0,0.32,6.0,0.38,90578.0,571700.0,33.2,3217.0,6.4,1226.0,0.28,0.14,511.0,2298.0,167.0,0.0,-117.9376426,33.9952944,6037408623.0
907,312.0,1608.0,,2203.0,94.1,0.27,2152.0,0.28,6.0,0.25,109194.0,582900.0,36.6,3174.0,0.0,1445.0,0.15,0.03,600.0,2496.0,154.0,0.0,-117.9490627,33.9934261,6037408624.0
908,549.0,1703.0,,2111.0,111.7,0.32,2419.0,0.37,6.5,0.34,129813.0,615200.0,39.2,4188.0,0.0,1705.0,0.19,0.06,448.0,2447.0,336.0,0.0,-117.9634087,33.9886212,6037408625.0
909,415.0,2587.0,,1646.0,97.1,0.21,2321.0,0.24,5.6,0.24,93071.0,679400.0,36.2,4231.0,5.2,1250.0,0.36,0.07,882.0,2461.0,240.0,0.0,-117.9197398,33.9850726,6037408626.0
910,277.0,1663.0,,2321.0,101.6,0.15,2126.0,0.21,6.4,0.2,107076.0,675800.0,36.3,3213.0,0.0,1250.0,0.13,0.1,693.0,2754.0,137.0,0.0,-117.9256372,33.9760426,6037408627.0
911,585.0,3021.0,,1445.0,97.2,0.19,2321.0,0.21,5.4,0.21,99954.0,614000.0,33.0,5396.0,0.0,1802.0,0.32,0.1,593.0,2496.0,270.0,0.0,-117.943153,33.9836985,6037408628.0
912,415.0,1234.0,,2152.0,108.8,0.23,2419.0,0.29,6.2,0.24,112920.0,608500.0,37.2,2869.0,0.0,1445.0,0.13,0.06,719.0,2519.0,102.0,0.0,-117.9603912,33.9780615,6037408629.0
913,393.0,793.0,,2042.0,87.4,0.23,2203.0,0.58,5.5,0.76,89690.0,417700.0,33.5,2463.0,0.0,1125.0,0.28,0.07,394.0,1949.0,226.0,0.0,-117.9561077,34.0064838,6037408630.0
914,727.0,2262.0,,1802.0,120.1,0.18,2203.0,0.32,5.7,0.55,92615.0,441100.0,37.4,5253.0,1.8,1419.0,0.32,0.07,442.0,1934.0,292.0,0.0,-117.9583696,34.0002614,6037408631.0
915,750.0,3787.0,,2631.0,109.0,0.16,2126.0,0.12,7.2,0.08,143865.0,938900.0,36.5,6525.0,8.0,1250.0,0.15,0.11,942.0,3323.0,249.0,0.0,-117.8885574,33.9591958,6037408703.0
916,376.0,1776.0,,1339.0,94.3,0.12,2126.0,0.18,5.1,0.25,69221.0,533000.0,26.4,3305.0,5.4,1250.0,0.45,0.13,493.0,2239.0,198.0,0.0,-117.8934924,33.98233,6037408704.0
917,574.0,3162.0,,1853.0,101.9,0.21,2631.0,0.26,5.8,0.24,88297.0,576800.0,33.7,5463.0,0.0,1250.0,0.27,0.16,486.0,2163.0,233.0,0.0,-117.8795993,33.9818656,6037408705.0
918,136.0,967.0,,2054.0,96.9,0.23,2631.0,0.19,7.4,0.21,124607.0,818200.0,33.1,1839.0,0.0,1339.0,0.11,0.07,955.0,3202.0,106.0,0.0,-117.8687084,33.9765828,6037408706.0
919,365.0,2237.0,,1963.0,97.2,0.15,2631.0,0.33,5.8,0.26,96323.0,571100.0,31.4,4367.0,0.0,1250.0,0.25,0.09,490.0,1948.0,241.0,0.0,-117.9023476,33.9700245,6037408722.0
920,319.0,1593.0,,2126.0,95.5,0.16,1963.0,0.27,5.5,0.29,83495.0,454600.0,30.4,3032.0,0.0,1250.0,0.29,0.13,517.0,1851.0,160.0,0.0,-117.9008838,33.9780062,6037408723.0
921,963.0,3054.0,,1250.0,104.9,0.1,2321.0,0.21,3.2,0.51,46832.0,380400.0,22.7,5488.0,2.2,1339.0,0.96,0.23,456.0,2417.0,689.0,0.0,-117.9033277,33.9841386,6037408724.0
922,659.0,1952.0,,1904.0,84.4,0.3,2025.0,0.57,5.0,0.42,81755.0,416000.0,31.5,6711.0,8.4,1164.0,0.4,0.04,447.0,2028.0,457.0,0.0,-117.9554322,34.139343,6037430002.0
923,446.0,1495.0,,2025.0,82.7,0.29,1959.0,0.59,6.5,0.34,149413.0,616300.0,34.3,4849.0,0.0,1164.0,0.04,0.06,551.0,2534.0,305.0,0.0,-117.9422564,34.1722136,6037430003.0
924,794.0,1435.0,,1322.0,96.1,0.26,1959.0,0.62,4.5,0.5,74417.0,401500.0,27.2,5304.0,0.0,1164.0,0.62,0.12,475.0,1790.0,316.0,0.0,-117.9755668,34.1375469,6037430101.0
925,793.0,2332.0,,1305.0,87.9,0.22,1904.0,0.47,5.1,0.76,78627.0,391800.0,28.5,4849.0,6.8,1164.0,0.28,0.14,446.0,2092.0,132.0,0.0,-117.9799555,34.1286233,6037430102.0
926,505.0,674.0,,1959.0,102.6,0.23,1455.0,0.74,6.6,0.18,175026.0,831900.0,30.9,4386.0,0.0,1164.0,0.14,0.14,718.0,2773.0,236.0,0.0,-117.9854038,34.1651272,6037430301.0
927,963.0,907.0,,1455.0,89.3,0.18,1959.0,0.68,5.6,0.33,120513.0,702200.0,29.8,5699.0,12.4,1164.0,0.36,0.07,622.0,2443.0,236.0,0.0,-118.0038011,34.153182,6037430302.0
928,467.0,684.0,,1679.0,87.0,0.29,1840.0,0.73,6.6,0.1,158079.0,959300.0,28.0,3800.0,12.8,1410.0,0.19,0.1,614.0,3400.0,161.0,0.0,-118.0569351,34.1748242,6037430501.0
929,835.0,894.0,,1412.0,97.8,0.27,1679.0,0.81,4.9,0.2,130274.0,905500.0,31.2,7206.0,3.3,1410.0,0.48,0.07,666.0,3678.0,519.0,0.0,-118.052919,34.162053,6037430502.0
930,779.0,2501.0,,1410.0,102.5,0.27,1840.0,0.37,6.3,0.12,124288.0,1234700.0,36.0,5641.0,4.3,1412.0,0.37,0.1,889.0,4000.0,464.0,0.0,-118.0608911,34.1422654,6037430701.0
931,525.0,1789.0,,1491.0,76.4,0.26,1879.0,0.3,4.7,0.13,97083.0,740100.0,32.2,3519.0,0.0,1410.0,0.54,0.08,844.0,3207.0,322.0,0.0,-118.041721,34.1378034,6037430721.0
932,800.0,2008.0,,1549.0,77.0,0.23,1840.0,0.32,4.4,0.11,95836.0,622000.0,32.2,4274.0,0.0,1410.0,0.63,0.11,801.0,2503.0,197.0,0.0,-118.0586172,34.1300364,6037430723.0
933,737.0,2453.0,,1490.0,92.9,0.23,1612.0,0.26,4.2,0.13,69372.0,596800.0,29.0,4836.0,7.2,1410.0,0.76,0.1,576.0,2545.0,368.0,0.0,-118.0591184,34.127054,6037430724.0
934,1409.0,3697.0,,1582.0,85.4,0.24,1952.0,0.26,4.6,0.13,91872.0,710200.0,33.4,6792.0,4.4,1394.0,0.64,0.13,802.0,2911.0,324.0,0.0,-118.0267442,34.1384568,6037430801.0
935,633.0,2372.0,,1879.0,89.0,0.19,1952.0,0.21,6.3,0.09,137584.0,1184400.0,36.6,4534.0,0.0,1394.0,0.27,0.07,993.0,3452.0,196.0,0.0,-118.0195541,34.1278975,6037430802.0
936,700.0,2483.0,,1952.0,102.5,0.2,1879.0,0.3,6.4,0.13,123254.0,1079500.0,27.0,5515.0,0.0,1287.0,0.28,0.1,916.0,3107.0,368.0,0.0,-118.0227522,34.1156128,6037430803.0
937,577.0,1325.0,,1436.0,95.9,0.35,1879.0,0.62,4.3,0.49,80624.0,525400.0,29.8,4597.0,1.6,1164.0,0.7,0.13,579.0,2250.0,408.0,1.0,-118.0114568,34.1416432,6037430901.0
938,544.0,1673.0,,1652.0,92.6,0.23,1952.0,0.52,5.0,0.41,89893.0,563600.0,35.2,4743.0,0.0,1394.0,0.67,0.08,667.0,2227.0,264.0,1.0,-118.0145283,34.1348658,6037430902.0
939,1180.0,1959.0,,1394.0,100.1,0.25,1879.0,0.71,4.5,0.51,82829.0,550800.0,31.8,7412.0,5.4,1164.0,0.67,0.17,675.0,2557.0,520.0,1.0,-118.0051353,34.1484127,6037431001.0
940,428.0,612.0,,1164.0,108.3,0.28,1959.0,0.74,5.4,0.26,86894.0,643800.0,28.8,3120.0,0.0,1305.0,0.52,0.13,666.0,2635.0,134.0,0.0,-117.9844264,34.144709,6037431002.0
941,554.0,1847.0,,1362.0,100.2,0.22,1952.0,0.28,4.5,0.36,69413.0,497500.0,34.5,4718.0,4.4,1215.0,0.41,0.12,334.0,2346.0,342.0,0.0,-118.0327899,34.0981939,6037431501.0
942,708.0,1585.0,,1738.0,101.0,0.2,1952.0,0.41,5.3,0.27,84414.0,616300.0,32.5,4387.0,0.0,1215.0,0.39,0.11,577.0,2512.0,335.0,0.0,-118.0204,34.1024524,6037431502.0
943,459.0,1890.0,,1824.0,80.3,0.23,1826.0,0.31,5.3,0.17,99530.0,639200.0,31.9,4072.0,0.0,827.0,0.29,0.08,548.0,2543.0,263.0,0.0,-118.0429074,34.0958571,6037432101.0
944,894.0,2606.0,,1826.0,89.2,0.23,1824.0,0.26,5.4,0.22,110876.0,670600.0,33.8,5751.0,4.0,827.0,0.27,0.06,590.0,2532.0,373.0,0.0,-118.0587854,34.0927124,6037432102.0
945,582.0,2190.0,,1217.0,91.8,0.18,1525.0,0.17,4.3,0.23,65719.0,568700.0,32.5,4409.0,3.2,1266.0,0.52,0.16,443.0,2029.0,294.0,1.0,-118.0827115,34.0871355,6037432201.0
946,461.0,2256.0,,1314.0,111.2,0.22,1826.0,0.15,4.8,0.35,75205.0,592100.0,29.3,4245.0,2.0,1217.0,0.47,0.14,483.0,2106.0,392.0,1.0,-118.0708948,34.0859512,6037432202.0
947,595.0,2135.0,,1287.0,101.9,0.16,1738.0,0.39,4.5,0.57,61695.0,404700.0,34.7,3691.0,7.6,1194.0,0.54,0.1,445.0,2157.0,140.0,1.0,-118.0220588,34.0905474,6037432401.0
948,1058.0,3029.0,,1215.0,83.7,0.19,1824.0,0.35,4.5,0.56,66668.0,440000.0,29.0,7182.0,5.1,1194.0,0.52,0.1,552.0,2232.0,573.0,0.0,-118.0271968,34.0848582,6037432402.0
949,936.0,3665.0,,1338.0,112.1,0.13,1625.0,0.39,4.9,0.56,80293.0,465200.0,31.9,7281.0,4.4,1194.0,0.49,0.13,516.0,2055.0,357.0,0.0,-118.0143396,34.0820032,6037432601.0
950,672.0,2410.0,,1625.0,106.8,0.15,1468.0,0.32,5.3,0.54,94011.0,478900.0,33.6,4940.0,12.9,1194.0,0.39,0.14,617.0,2049.0,361.0,1.0,-118.0052966,34.0814708,6037432602.0
951,302.0,1696.0,,827.0,109.0,0.19,1824.0,0.33,3.3,0.57,37552.0,429400.0,28.9,2671.0,6.1,938.0,0.79,0.18,327.0,1500.0,134.0,0.0,-118.0467069,34.0769216,6037432801.0
952,823.0,2953.0,,1177.0,123.3,0.12,1826.0,0.47,3.7,0.73,54259.0,417500.0,32.4,5242.0,3.8,827.0,0.83,0.2,457.0,1903.0,395.0,1.0,-118.0533006,34.0788613,6037432802.0
