,Label (Grouping),Unemployment Rate,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,"INCOME AND BENEFITS (IN 2018 INFLATION-ADJUSTED DOLLARS) Less than $10,000",HEALTH INSURANCE COVERAGE With health insurance coverage,HEALTH INSURANCE COVERAGE With private health insurance,YEAR STRUCTURE BUILT Built 2014 or later,YEAR STRUCTURE BUILT Built 2010 to 2013,HOUSING TENURE Renter-occupied,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2015 or later,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2010 to 2014,VEHICLES AVAILABLE No vehicles available,VEHICLES AVAILABLE 2 vehicles available,VEHICLES AVAILABLE 3 or more vehicles available,OCCUPANTS PER ROOM 1.01 to 1.50,OCCUPANTS PER ROOM 1.51 or more,MORTGAGE STATUS Owner-occupied units Housing units with a mortgage,65 years and over,MARITAL STATUS Males 15 years and over Never married,MARITAL STATUS Females 15 years and over Never married,EDUCATIONAL ATTAINMENT Less than 9th grade,"EDUCATIONAL ATTAINMENT 9th to 12th grade, no diploma",Bachelor's degree or higher,PLACE OF BIRTH Native Different state,SEX AND AGE 62 years and over,White,Black or African American,American Indian and Alaska Native,Asian,Hispanic or Latino (of any race),Own children of the householder under 6 years,Own children of the householder 6 to 17 years,Mean travel time to work (minutes),Median household income (dollars),Mean household income (dollars),Total housing units,Homeowner vacancy rate,Rental vacancy rate,ROOM Median rooms,VALUE Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),GROSS RENT Occupied units paying rent Median (dollars),Population in households,YEAR OF ENTRY Population born outside the United States,YEAR OF ENTRY Foreign born,Total households,Total population,Sex ratio (males per 100 females),Median age (years),tract_x,GEOID,typology_x,typ_cat_x,label_x,Unnamed: 0,tract_y,typology_y,typ_cat_y,label_y,USPS,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                                             
173,1255.01,0.06,0.00,0.03,0.05,0.07,0.05,0.09,0.17,0.07,0.08,0.14,0.16,0.09,0.00,0.09,0.90,0.64,0.01,0.00,0.85,0.14,0.41,0.06,0.35,0.09,0.03,0.02,0.80,0.33,0.54,0.47,0.04,0.05,0.42,0.39,0.08,0.70,0.10,0.00,0.08,0.22,146.0,203.0,33.3,47227.0,71921.0,1641.0,0.0,1.9,3.5,554600.00,3371.0,694.0,1418.0,3127.0,863.0,840.0,1606.0,3127.0,104.5,33.8,125501.0,6037125501.0,1.0,['LISD'],0.0,3339.0,125501.0,1.0,['LISD'],0.0,CA,464095,0,0.179,0.0,34.1622937,-118.3657855
174,1255.02,0.11,0.00,0.02,0.00,0.02,0.08,0.01,0.24,0.07,0.14,0.15,0.19,0.07,0.02,0.08,0.88,0.70,0.01,0.05,0.74,0.22,0.34,0.06,0.31,0.07,0.01,0.00,0.85,0.20,0.54,0.54,0.03,0.03,0.58,0.41,0.15,0.77,0.06,0.00,0.08,0.18,115.0,250.0,29.5,65919.0,81603.0,1943.0,4.7,1.4,3.5,675900.00,2614.0,517.0,1669.0,3457.0,623.0,614.0,1789.0,3457.0,86.2,37.1,125502.0,6037125502.0,6.0,['SMMI'],0.0,3340.0,125502.0,6.0,['SMMI'],0.0,CA,522913,0,0.202,0.0,34.1566283,-118.3655444
175,1271.02,0.13,0.00,0.10,0.05,0.02,0.18,0.03,0.03,0.05,0.19,0.16,0.12,0.08,0.00,0.06,0.82,0.36,0.00,0.00,0.65,0.14,0.36,0.08,0.42,0.16,0.13,0.11,0.81,0.08,0.51,0.38,0.17,0.13,0.18,0.07,0.07,0.33,0.03,0.00,0.06,0.71,510.0,665.0,30.9,43579.0,67178.0,1697.0,0.0,1.4,3.9,444600.00,2166.0,733.0,1252.0,5634.0,2736.0,2685.0,1649.0,5663.0,110.3,32.5,127102.0,6037127102.0,1.0,['LISD'],0.0,214.0,127102.0,1.0,['LISD'],0.0,CA,859240,0,0.332,0.0,34.2060073,-118.4445253
176,1271.03,0.07,0.00,0.07,0.05,0.02,0.06,0.09,0.05,0.05,0.08,0.31,0.12,0.08,0.03,0.09,0.88,0.34,0.00,0.00,0.84,0.14,0.38,0.17,0.34,0.12,0.11,0.12,0.26,0.17,0.47,0.42,0.18,0.06,0.24,0.13,0.11,0.33,0.04,0.00,0.09,0.58,442.0,531.0,30.0,42477.0,59892.0,1205.0,0.0,3.0,3.6,260000.00,2467.0,636.0,1146.0,3187.0,1233.0,1102.0,1082.0,3187.0,86.5,31.6,127103.0,6037127103.0,4.0,['EOG'],1.0,3341.0,127103.0,4.0,['EOG'],1.0,CA,280065,5981,0.108,0.002,34.2043745,-118.4301703
177,1271.04,0.09,0.00,0.11,0.04,0.02,0.10,0.03,0.06,0.10,0.17,0.16,0.14,0.07,0.02,0.01,0.85,0.43,0.03,0.01,0.61,0.20,0.34,0.12,0.32,0.14,0.06,0.05,0.78,0.11,0.53,0.43,0.13,0.12,0.25,0.14,0.11,0.44,0.05,0.00,0.08,0.53,332.0,543.0,34.7,39931.0,70624.0,1325.0,0.0,2.4,4.2,463000.00,2108.0,823.0,1279.0,3588.0,1629.0,1577.0,1283.0,3588.0,90.9,34.4,127104.0,6037127104.0,4.0,['EOG'],1.0,3342.0,127104.0,4.0,['EOG'],1.0,CA,707824,0,0.273,0.0,34.2051758,-118.4357986
178,1272.1,0.11,0.01,0.09,0.09,0.01,0.13,0.05,0.07,0.04,0.10,0.15,0.18,0.07,0.03,0.04,0.84,0.43,0.00,0.00,0.71,0.12,0.39,0.13,0.36,0.10,0.09,0.14,0.69,0.17,0.46,0.38,0.18,0.07,0.20,0.11,0.12,0.30,0.07,0.00,0.09,0.64,628.0,792.0,32.3,51658.0,61392.0,1920.0,0.0,1.4,3.5,392100.00,1673.0,576.0,1191.0,5710.0,2399.0,2312.0,1833.0,5714.0,113.8,33.2,127210.0,6037127210.0,1.0,['LISD'],0.0,1747.0,127210.0,1.0,['LISD'],0.0,CA,1539761,1672,0.595,0.001,34.2066365,-118.4596472
179,1272.2,0.11,0.00,0.13,0.08,0.00,0.10,0.03,0.01,0.04,0.13,0.25,0.12,0.10,0.01,0.06,0.81,0.44,0.01,0.01,0.74,0.17,0.38,0.16,0.25,0.13,0.09,0.07,0.77,0.24,0.45,0.43,0.20,0.13,0.22,0.07,0.13,0.43,0.04,0.01,0.09,0.67,204.0,805.0,33.3,40665.0,58643.0,1752.0,0.0,1.7,3.7,446700.00,2354.0,1007.0,1251.0,4987.0,2655.0,2587.0,1697.0,5005.0,102.2,36.6,127220.0,6037127220.0,1.0,['LISD'],0.0,304.0,127220.0,1.0,['LISD'],0.0,CA,652901,0,0.252,0.0,34.2047824,-118.4531264
180,1275.2,0.10,0.00,0.15,0.09,0.05,0.13,0.05,0.04,0.00,0.18,0.11,0.08,0.10,0.00,0.05,0.84,0.23,0.01,0.17,0.94,0.19,0.53,0.21,0.30,0.06,0.19,0.11,0.92,0.47,0.51,0.46,0.36,0.17,0.10,0.06,0.11,0.19,0.04,0.00,0.07,0.79,520.0,775.0,31.6,29842.0,38735.0,1465.0,0.0,3.4,3.1,259800.00,1120.0,,1095.0,4544.0,2625.0,2625.0,1418.0,4544.0,105.3,31.6,127520.0,6037127520.0,1.0,['LISD'],0.0,2721.0,127520.0,1.0,['LISD'],0.0,CA,363717,0,0.14,0.0,34.2184163,-118.4697511
181,1276.03,0.12,0.00,0.14,0.12,0.03,0.12,0.03,0.02,0.05,0.11,0.15,0.18,0.04,0.01,0.02,0.82,0.29,0.00,0.00,0.85,0.11,0.45,0.08,0.33,0.15,0.16,0.09,0.76,0.25,0.50,0.46,0.23,0.09,0.12,0.07,0.11,0.32,0.03,0.00,0.03,0.80,267.0,761.0,30.4,40731.0,50257.0,963.0,0.0,0.0,3.8,462900.00,1779.0,783.0,1233.0,3149.0,1418.0,1373.0,939.0,3154.0,89.8,30.8,127603.0,6037127603.0,1.0,['LISD'],0.0,3343.0,127603.0,1.0,['LISD'],0.0,CA,431404,0,0.167,0.0,34.1957241,-118.4800237
182,1276.04,0.09,0.00,0.13,0.08,0.04,0.09,0.04,0.05,0.06,0.13,0.20,0.10,0.07,0.02,0.08,0.83,0.40,0.03,0.02,0.80,0.15,0.32,0.19,0.39,0.13,0.10,0.04,0.78,0.42,0.40,0.33,0.20,0.10,0.24,0.11,0.17,0.42,0.04,0.01,0.11,0.56,388.0,304.0,33.6,41753.0,58272.0,1288.0,0.0,5.9,3.3,460800.00,2250.0,,1159.0,3093.0,1468.0,1423.0,1168.0,3093.0,105.1,34.0,127604.0,6037127604.0,1.0,['LISD'],0.0,3344.0,127604.0,1.0,['LISD'],0.0,CA,434538,0,0.168,0.0,34.1993163,-118.4797991
183,1276.05,0.10,0.03,0.13,0.09,0.03,0.10,0.04,0.02,0.03,0.21,0.10,0.05,0.15,0.01,0.06,0.89,0.34,0.00,0.00,0.93,0.18,0.37,0.05,0.38,0.11,0.19,0.13,0.73,0.00,0.57,0.38,0.21,0.10,0.14,0.03,0.05,0.22,0.02,0.00,0.06,0.80,479.0,780.0,37.1,41701.0,59577.0,1129.0,0.0,2.4,3.8,469400.00,2550.0,,1423.0,3998.0,2026.0,1941.0,1087.0,3998.0,113.2,28.7,127605.0,6037127605.0,1.0,['LISD'],0.0,3345.0,127605.0,1.0,['LISD'],0.0,CA,644917,3699,0.249,0.001,34.189727,-118.4847378
184,1276.06,0.06,0.05,0.04,0.05,0.03,0.14,0.03,0.05,0.09,0.16,0.20,0.08,0.06,0.02,0.06,0.90,0.55,0.00,0.03,0.66,0.12,0.36,0.09,0.30,0.17,0.06,0.06,0.75,0.22,0.44,0.38,0.19,0.05,0.26,0.15,0.14,0.45,0.05,0.00,0.10,0.60,248.0,539.0,32.5,62736.0,76460.0,1162.0,0.0,1.3,4.3,474500.00,2302.0,529.0,1289.0,3499.0,1282.0,1188.0,1136.0,3499.0,79.3,35.9,127606.0,6037127606.0,5.0,['AdvG'],1.0,3346.0,127606.0,5.0,['AdvG'],1.0,CA,543716,0,0.21,0.0,34.1902629,-118.4778055
185,1277.12,0.06,0.01,0.12,0.10,0.05,0.11,0.06,0.05,0.10,0.12,0.13,0.10,0.05,0.02,0.10,0.88,0.45,0.02,0.00,0.84,0.24,0.46,0.10,0.28,0.10,0.10,0.06,0.59,0.31,0.49,0.37,0.17,0.08,0.22,0.17,0.08,0.39,0.08,0.00,0.05,0.58,278.0,486.0,37.0,39333.0,50928.0,1611.0,0.0,4.6,3.4,686000.00,2491.0,1500.0,1199.0,3669.0,1474.0,1424.0,1548.0,3669.0,121.3,32.4,127712.0,6037127712.0,1.0,['LISD'],0.0,3348.0,127712.0,1.0,['LISD'],0.0,CA,570007,0,0.22,0.0,34.1974182,-118.4700952
186,1278.03,0.07,0.01,0.16,0.04,0.02,0.07,0.09,0.01,0.04,0.10,0.24,0.11,0.12,0.01,0.06,0.91,0.46,0.09,0.00,0.77,0.27,0.27,0.19,0.40,0.08,0.16,0.04,0.79,0.39,0.44,0.42,0.19,0.10,0.20,0.12,0.15,0.32,0.03,0.00,0.06,0.64,525.0,741.0,32.3,36269.0,57745.0,1630.0,0.0,0.3,3.7,444600.00,2035.0,364.0,1333.0,4574.0,1880.0,1840.0,1608.0,4675.0,91.1,32.8,127803.0,6037127803.0,1.0,['LISD'],0.0,3349.0,127803.0,1.0,['LISD'],0.0,CA,640871,0,0.247,0.0,34.1975155,-118.4530799
187,1278.04,0.09,0.00,0.09,0.06,0.02,0.10,0.04,0.03,0.05,0.13,0.23,0.15,0.08,0.02,0.07,0.86,0.52,0.00,0.03,0.73,0.23,0.34,0.09,0.37,0.15,0.07,0.10,0.83,0.10,0.50,0.36,0.14,0.08,0.31,0.14,0.14,0.45,0.05,0.00,0.13,0.51,380.0,620.0,32.1,50564.0,59861.0,1631.0,0.0,0.6,3.8,475400.00,2458.0,682.0,1277.0,4443.0,2278.0,2188.0,1607.0,4450.0,94.5,33.4,127804.0,6037127804.0,4.0,['EOG'],1.0,3350.0,127804.0,4.0,['EOG'],1.0,CA,638152,0,0.246,0.0,34.1974925,-118.4618228
188,1278.05,0.07,0.01,0.07,0.05,0.06,0.16,0.02,0.04,0.04,0.14,0.16,0.15,0.11,0.01,0.04,0.77,0.38,0.01,0.00,0.74,0.20,0.32,0.08,0.36,0.11,0.12,0.08,0.72,0.10,0.50,0.49,0.25,0.09,0.18,0.11,0.18,0.48,0.07,0.00,0.09,0.66,283.0,498.0,36.0,43135.0,53585.0,1220.0,0.0,0.0,3.3,496000.00,2364.0,800.0,1169.0,3496.0,1952.0,1913.0,1220.0,3785.0,88.9,34.0,127805.0,6037127805.0,1.0,['LISD'],0.0,3351.0,127805.0,1.0,['LISD'],0.0,CA,614498,0,0.237,0.0,34.1921963,-118.4576889
189,1278.06,0.08,0.00,0.12,0.05,0.09,0.12,0.03,0.02,0.07,0.08,0.13,0.14,0.11,0.03,0.02,0.82,0.38,0.00,0.02,0.81,0.16,0.30,0.15,0.29,0.05,0.05,0.08,0.97,0.18,0.55,0.49,0.21,0.14,0.23,0.10,0.12,0.62,0.05,0.00,0.05,0.66,261.0,452.0,32.7,36633.0,50227.0,1292.0,0.0,2.8,3.5,531500.00,2754.0,,1101.0,3253.0,1677.0,1656.0,1216.0,3253.0,121.3,34.0,127806.0,6037127806.0,1.0,['LISD'],0.0,3352.0,127806.0,1.0,['LISD'],0.0,CA,683182,0,0.264,0.0,34.1885731,-118.4572359
190,1279.1,0.11,0.00,0.20,0.06,0.02,0.12,0.03,0.02,0.03,0.10,0.10,0.20,0.11,0.01,0.06,0.76,0.31,0.05,0.01,0.86,0.08,0.41,0.10,0.32,0.10,0.15,0.11,0.75,0.26,0.50,0.38,0.20,0.15,0.13,0.08,0.12,0.27,0.07,0.00,0.04,0.75,411.0,743.0,33.6,41083.0,54374.0,1624.0,0.0,4.3,3.4,450000.00,2178.0,567.0,1192.0,4904.0,2713.0,2658.0,1474.0,4960.0,108.4,32.9,127910.0,6037127910.0,1.0,['LISD'],0.0,2297.0,127910.0,1.0,['LISD'],0.0,CA,649792,0,0.251,0.0,34.1975649,-118.4443624
191,1279.2,0.09,0.00,0.08,0.08,0.06,0.06,0.07,0.03,0.03,0.12,0.24,0.11,0.12,0.01,0.07,0.92,0.48,0.00,0.00,0.61,0.15,0.33,0.03,0.44,0.24,0.17,0.04,0.68,0.04,0.45,0.35,0.15,0.05,0.25,0.07,0.10,0.52,0.01,0.00,0.04,0.58,331.0,846.0,31.0,54038.0,70486.0,1379.0,0.0,1.8,4.6,479500.00,2433.0,664.0,1368.0,4633.0,2296.0,2055.0,1340.0,4633.0,82.5,33.4,127920.0,6037127920.0,1.0,['LISD'],0.0,2298.0,127920.0,1.0,['LISD'],0.0,CA,648714,0,0.25,0.0,34.1975655,-118.4356225
192,1281.01,0.09,0.00,0.06,0.05,0.00,0.15,0.04,0.04,0.04,0.16,0.19,0.13,0.11,0.04,0.07,0.88,0.52,0.00,0.00,0.67,0.08,0.26,0.08,0.37,0.16,0.05,0.12,0.76,0.13,0.40,0.40,0.09,0.06,0.26,0.10,0.13,0.56,0.04,0.00,0.05,0.49,260.0,458.0,38.6,57313.0,75591.0,1307.0,0.0,1.8,4.0,501300.00,2525.0,631.0,1323.0,3715.0,1865.0,1823.0,1291.0,3715.0,93.0,37.0,128101.0,6037128101.0,6.0,['SMMI'],0.0,3353.0,128101.0,6.0,['SMMI'],0.0,CA,648896,0,0.251,0.0,34.1902993,-118.4356174
193,1281.02,0.07,0.00,0.09,0.09,0.02,0.12,0.05,0.02,0.06,0.14,0.17,0.17,0.08,0.01,0.02,0.75,0.37,0.01,0.01,0.82,0.16,0.44,0.22,0.38,0.10,0.20,0.06,0.56,0.19,0.47,0.44,0.22,0.12,0.12,0.09,0.08,0.31,0.06,0.01,0.07,0.68,307.0,921.0,38.1,45517.0,52757.0,1558.0,0.0,4.9,3.5,478100.00,2210.0,715.0,1243.0,4968.0,2561.0,2537.0,1494.0,4976.0,92.6,32.9,128102.0,6037128102.0,1.0,['LISD'],0.0,3354.0,128102.0,1.0,['LISD'],0.0,CA,648808,0,0.251,0.0,34.1902959,-118.4443506
194,1282.1,0.13,0.00,0.17,0.06,0.01,0.14,0.04,0.03,0.04,0.14,0.15,0.11,0.09,0.02,0.12,0.83,0.22,0.00,0.01,0.95,0.16,0.44,0.21,0.28,0.10,0.21,0.10,1.00,0.67,0.61,0.56,0.30,0.15,0.11,0.10,0.08,0.33,0.06,0.01,0.03,0.82,441.0,962.0,32.8,31223.0,40713.0,1603.0,0.0,2.1,3.6,463900.00,3071.0,,1227.0,5181.0,2467.0,2447.0,1541.0,5247.0,105.3,29.6,128210.0,6037128210.0,1.0,['LISD'],0.0,1737.0,128210.0,1.0,['LISD'],0.0,CA,549953,0,0.212,0.0,34.1835838,-118.4443453
195,1282.2,0.08,0.00,0.11,0.05,0.01,0.08,0.04,0.09,0.04,0.14,0.18,0.18,0.08,0.00,0.12,0.87,0.47,0.00,0.00,0.73,0.26,0.28,0.08,0.32,0.14,0.10,0.05,0.69,0.00,0.49,0.40,0.10,0.12,0.35,0.12,0.13,0.64,0.07,0.00,0.06,0.43,306.0,315.0,36.4,38910.0,64542.0,1221.0,0.0,1.2,3.6,624200.00,2762.0,590.0,1182.0,3106.0,1239.0,1185.0,1199.0,3106.0,116.9,32.3,128220.0,6037128220.0,4.0,['EOG'],1.0,1738.0,128220.0,4.0,['EOG'],1.0,CA,555585,0,0.215,0.0,34.1835533,-118.4355767
196,1283.02,0.08,0.00,0.14,0.08,0.02,0.05,0.06,0.03,0.04,0.18,0.16,0.17,0.09,0.00,0.05,0.77,0.38,0.01,0.00,0.83,0.20,0.39,0.11,0.23,0.17,0.18,0.08,0.81,0.35,0.53,0.53,0.25,0.18,0.14,0.09,0.09,0.75,0.04,0.00,0.03,0.77,228.0,872.0,34.3,45508.0,52543.0,1549.0,0.0,2.9,3.5,362200.00,1925.0,774.0,1187.0,4708.0,2216.0,2123.0,1480.0,4832.0,112.3,32.9,128302.0,6037128302.0,1.0,['LISD'],0.0,215.0,128302.0,1.0,['LISD'],0.0,CA,688871,0,0.266,0.0,34.1838638,-118.4605367
197,1283.03,0.11,0.00,0.27,0.05,0.01,0.11,0.03,0.01,0.02,0.09,0.16,0.10,0.14,0.02,0.02,0.78,0.28,0.05,0.05,0.97,0.17,0.48,0.16,0.26,0.09,0.19,0.10,1.00,0.07,0.51,0.44,0.34,0.13,0.10,0.06,0.06,0.71,0.03,0.00,0.02,0.86,307.0,790.0,39.1,38243.0,41004.0,1176.0,0.0,3.8,3.7,,,,1335.0,3592.0,1854.0,1854.0,1118.0,3650.0,118.8,28.8,128303.0,6037128303.0,1.0,['LISD'],0.0,2722.0,128303.0,1.0,['LISD'],0.0,CA,413941,0,0.16,0.0,34.1830757,-118.4523813
198,1286.01,0.09,0.02,0.09,0.06,0.02,0.09,0.04,0.08,0.04,0.12,0.23,0.13,0.07,0.03,0.08,0.81,0.41,0.01,0.00,0.78,0.19,0.32,0.08,0.28,0.14,0.06,0.06,0.65,0.30,0.48,0.37,0.12,0.05,0.29,0.12,0.12,0.55,0.02,0.01,0.10,0.45,325.0,674.0,32.1,44963.0,72852.0,1747.0,0.0,4.0,3.9,536500.00,2661.0,658.0,1287.0,4508.0,2245.0,2211.0,1692.0,4526.0,99.6,36.5,128601.0,6037128601.0,1.0,['LISD'],0.0,3355.0,128601.0,1.0,['LISD'],0.0,CA,681886,0,0.263,0.0,34.1784585,-118.4410821
199,1286.02,0.06,0.00,0.08,0.04,0.05,0.12,0.02,0.12,0.06,0.12,0.13,0.13,0.08,0.05,0.01,0.93,0.79,0.01,0.00,0.48,0.13,0.26,0.08,0.33,0.30,0.02,0.03,0.84,0.01,0.44,0.29,0.04,0.08,0.42,0.27,0.15,0.91,0.02,0.00,0.03,0.19,275.0,586.0,32.1,85670.0,116419.0,1441.0,0.0,0.0,5.2,753000.00,3230.0,1095.0,1538.0,3880.0,692.0,670.0,1403.0,3910.0,117.0,34.4,128602.0,6037128602.0,8.0,['BE'],0.0,3387.0,128602.0,8.0,['BE'],0.0,CA,1134338,0,0.438,0.0,34.1712144,-118.4356063
200,1287.02,0.08,0.00,0.02,0.04,0.02,0.12,0.03,0.09,0.09,0.17,0.19,0.12,0.07,0.04,0.05,0.92,0.78,0.00,0.00,0.61,0.23,0.37,0.04,0.40,0.10,0.00,0.02,0.75,0.11,0.48,0.30,0.02,0.02,0.53,0.32,0.19,0.73,0.09,0.00,0.09,0.16,361.0,380.0,30.4,74120.0,115823.0,2936.0,0.0,3.7,4.3,764900.00,3314.0,979.0,1770.0,5903.0,1433.0,1300.0,2825.0,6026.0,97.6,39.4,128702.0,6037128702.0,6.0,['SMMI'],0.0,216.0,128702.0,6.0,['SMMI'],0.0,CA,1642311,18542,0.634,0.007,34.160869,-118.439318
201,1288.01,0.05,0.00,0.03,0.05,0.02,0.09,0.04,0.06,0.09,0.17,0.17,0.14,0.10,0.03,0.05,0.97,0.75,0.01,0.03,0.73,0.24,0.38,0.04,0.34,0.05,0.02,0.01,0.78,0.17,0.45,0.35,0.03,0.02,0.50,0.27,0.17,0.63,0.07,0.00,0.15,0.17,221.0,157.0,31.6,61821.0,71374.0,1967.0,0.0,1.8,3.5,583300.00,2713.0,931.0,1449.0,3425.0,1159.0,1083.0,1855.0,3425.0,79.0,37.3,128801.0,6037128801.0,6.0,['SMMI'],0.0,3388.0,128801.0,6.0,['SMMI'],0.0,CA,492124,0,0.19,0.0,34.1682378,-118.4651573
202,1288.02,0.03,0.00,0.04,0.04,0.01,0.05,0.04,0.14,0.07,0.25,0.17,0.09,0.04,0.05,0.02,0.96,0.82,0.00,0.03,0.60,0.24,0.42,0.09,0.50,0.11,0.03,0.02,0.67,0.01,0.34,0.35,0.01,0.03,0.60,0.31,0.18,0.77,0.05,0.00,0.12,0.17,537.0,446.0,33.7,88375.0,127198.0,2274.0,0.0,6.8,4.2,729000.00,3343.0,644.0,1687.0,4950.0,1425.0,1348.0,2146.0,4959.0,80.0,36.9,128802.0,6037128802.0,8.0,['BE'],0.0,3389.0,128802.0,8.0,['BE'],0.0,CA,971146,0,0.375,0.0,34.1684788,-118.4552597
203,1289.1,0.09,0.00,0.05,0.04,0.02,0.08,0.04,0.09,0.13,0.13,0.19,0.17,0.06,0.01,0.01,0.93,0.78,0.01,0.00,0.56,0.24,0.26,0.05,0.48,0.16,0.00,0.00,0.83,0.04,0.46,0.29,0.02,0.04,0.57,0.37,0.15,0.76,0.09,0.00,0.05,0.13,322.0,470.0,33.5,91161.0,121051.0,1940.0,1.7,0.0,4.5,771300.00,3425.0,799.0,1658.0,4511.0,1214.0,1053.0,1925.0,4530.0,114.3,38.8,128910.0,6037128910.0,6.0,['SMMI'],0.0,929.0,128910.0,6.0,['SMMI'],0.0,CA,1298037,38749,0.501,0.015,34.1616765,-118.4585185
204,1310.1,0.05,0.01,0.06,0.04,0.03,0.12,0.04,0.02,0.03,0.14,0.23,0.19,0.10,0.01,0.06,0.91,0.49,0.01,0.00,0.78,0.22,0.40,0.11,0.32,0.24,0.14,0.08,0.89,0.21,0.42,0.40,0.15,0.10,0.23,0.05,0.10,0.50,0.02,0.05,0.22,0.56,443.0,1094.0,29.7,55323.0,68985.0,2087.0,6.2,2.2,4.0,522300.00,2575.0,808.0,1507.0,6527.0,3345.0,3238.0,1966.0,6542.0,103.6,33.4,131010.0,6037131010.0,8.0,['BE'],0.0,2479.0,131010.0,8.0,['BE'],0.0,CA,1056712,9979,0.408,0.004,34.214735,-118.5382539
205,1310.2,0.03,0.00,0.07,0.06,0.03,0.09,0.05,0.03,0.03,0.16,0.20,0.09,0.18,0.03,0.05,0.86,0.48,0.02,0.00,0.46,0.11,0.32,0.06,0.38,0.33,0.13,0.04,0.72,0.22,0.46,0.51,0.19,0.09,0.19,0.06,0.11,0.51,0.03,0.01,0.12,0.63,344.0,957.0,26.6,67500.0,87939.0,1696.0,0.0,5.1,4.8,457400.00,2537.0,653.0,1521.0,6112.0,3043.0,2990.0,1610.0,6133.0,95.3,36.1,131020.0,6037131020.0,6.0,['SMMI'],0.0,1748.0,131020.0,6.0,['SMMI'],0.0,CA,1428939,16026,0.552,0.006,34.2001766,-118.5395023
206,1317.01,0.11,0.01,0.06,0.07,0.02,0.10,0.04,0.03,0.09,0.16,0.22,0.13,0.04,0.03,0.05,0.87,0.51,0.00,0.02,0.58,0.09,0.36,0.08,0.37,0.20,0.11,0.04,0.81,0.10,0.46,0.36,0.06,0.12,0.27,0.11,0.18,0.55,0.10,0.01,0.10,0.42,368.0,860.0,29.2,53561.0,69679.0,1817.0,0.0,0.0,4.2,386700.00,2312.0,791.0,1407.0,5203.0,2093.0,2027.0,1811.0,5214.0,93.6,37.4,131701.0,6037131701.0,1.0,['LISD'],0.0,3390.0,131701.0,1.0,['LISD'],0.0,CA,659667,0,0.255,0.0,34.2046643,-118.5578906
207,1317.02,0.07,0.00,0.09,0.03,0.02,0.13,0.02,0.06,0.09,0.12,0.22,0.12,0.10,0.02,0.02,0.91,0.62,0.00,0.00,0.30,0.15,0.24,0.06,0.52,0.26,0.06,0.02,0.76,0.10,0.43,0.38,0.16,0.10,0.24,0.13,0.15,0.50,0.14,0.01,0.14,0.49,229.0,595.0,35.5,67054.0,83219.0,1198.0,0.0,0.0,5.1,387800.00,2149.0,656.0,1430.0,3725.0,1272.0,1168.0,1143.0,3725.0,100.6,36.1,131702.0,6037131702.0,6.0,['SMMI'],0.0,3391.0,131702.0,6.0,['SMMI'],0.0,CA,717311,4766,0.277,0.002,34.2035942,-118.5476933
208,1320.01,0.06,0.00,0.07,0.09,0.03,0.09,0.02,0.08,0.05,0.09,0.29,0.10,0.09,0.02,0.03,0.94,0.70,0.00,0.05,0.37,0.12,0.21,0.04,0.43,0.29,0.07,0.03,0.75,0.09,0.36,0.34,0.03,0.06,0.35,0.13,0.16,0.52,0.04,0.00,0.17,0.27,224.0,642.0,27.7,75000.0,100097.0,1198.0,0.0,0.0,5.2,573900.00,2436.0,399.0,1216.0,3605.0,977.0,964.0,1154.0,3613.0,112.9,36.7,132001.0,6037132001.0,6.0,['SMMI'],0.0,3392.0,132001.0,6.0,['SMMI'],0.0,CA,968647,0,0.374,0.0,34.1920691,-118.514195
209,1320.02,0.04,0.00,0.11,0.08,0.02,0.08,0.05,0.06,0.08,0.12,0.17,0.11,0.10,0.02,0.04,0.96,0.63,0.00,0.00,0.40,0.15,0.26,0.04,0.41,0.22,0.08,0.02,0.80,0.05,0.47,0.32,0.06,0.11,0.34,0.16,0.16,0.62,0.05,0.00,0.04,0.43,300.0,409.0,31.5,102989.0,93271.0,1147.0,0.0,0.0,5.1,591900.00,2714.0,706.0,2002.0,3235.0,1056.0,1036.0,1101.0,3250.0,114.2,38.0,132002.0,6037132002.0,8.0,['BE'],0.0,3393.0,132002.0,8.0,['BE'],0.0,CA,1600216,0,0.618,0.0,34.1948951,-118.507196
