,EDUCATIONAL ATTAINMENT Less than 9th grade,HEALTH INSURANCE COVERAGE With private health insurance,Construction,White,"Educational services, and health care and social assistance",Retail trade,MORTGAGE STATUS Owner-occupied units Housing units with a mortgage,Median age (years),Mean travel time to work (minutes),Sex ratio (males per 100 females),GROSS RENT Occupied units paying rent Median (dollars),YEAR OF ENTRY Foreign born,relation_min_fee,Total population,Own children of the householder under 6 years,SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),Mean household income (dollars),VALUE Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),relation_max_fee,Total housing units,Own children of the householder 6 to 17 years,Rental vacancy rate,"Professional, scientific, and management, and administrative and waste management services","Arts, entertainment, and recreation, and accommodation and food services",ROOM Median rooms,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2010 to 2014,Black or African American,"EDUCATIONAL ATTAINMENT 9th to 12th grade, no diploma",VEHICLES AVAILABLE No vehicles available,Hispanic or Latino (of any race),HOUSING TENURE Renter-occupied,PLACE OF BIRTH Native Different state,VEHICLES AVAILABLE 3 or more vehicles available,geoid,label
1276,0.01,0.92,0.0572485962225625,0.61,0.7,0.03,0.67,28.0,19.8,80.7,1807.0,1451.0,805.0,3379.0,100.0,2637.827457264957,90791.0,533300.0,835.5364006988934,3500.0,1386.0,114.0,1.8,0.09,0.06,3.5,0.44,0.05,0.01,0.83,0.15,0.96,0.39,0.01,36061020701.0,0.0
1277,0.08,0.59,0.01,0.23,0.29,0.08,0.71,33.4,36.8,104.53,1094.0,1406.0,928.0,5555.0,260.0,3175.0,92865.0,1001800.0,1500.0,1503.0,2522.0,851.0,8.8,0.09,0.15,3.7,0.33,0.62,0.04,0.77,0.17,0.8,0.22,0.02,36061020800.0,1.0
1278,0.11,0.4,0.0572485962225625,0.12,0.32,0.2,0.21,37.7,33.1,90.9,805.0,821.0,1119.0,3652.0,130.0,2637.827457264957,36115.0,582861.2010443864,828.0,3500.0,1596.0,519.0,3.2,0.07,0.06,4.1,0.22,0.38,0.16,0.81,0.55,0.97,0.1,0.0507865168539326,36061020901.0,1.0
1279,0.05,0.49,0.02,0.08,0.27,0.15,0.6239601990049735,32.6,39.9,68.48,928.0,910.0,778.0,7199.0,728.0,2637.827457264957,44312.0,582861.2010443864,835.5364006988934,1503.0,3251.0,1344.0,2.5,0.07,0.07,3.9,0.19,0.75,0.11,0.78,0.27,0.91,0.15,0.01,36061021000.0,1.0
1280,0.05,0.66,0.01,0.38,0.42,0.1,0.63,31.1,33.7,99.04,1119.0,3880.0,528.0,9976.0,593.0,1903.0,84148.0,492300.0,273.0,1807.0,4616.0,804.0,13.2,0.09,0.07,4.0,0.31,0.22,0.07,0.77,0.18,0.73,0.19,0.01,36061021100.0,0.0
1281,0.06,0.61,0.0572485962225625,0.09,0.27,0.1,0.43,40.3,32.9,74.99,1503.0,1044.0,778.0,4562.0,389.0,2637.827457264957,65705.0,326700.0,835.5364006988934,1164.0,2795.0,312.0,4.6,0.2,0.07,3.0,0.34,0.76,0.07,0.74,0.21,0.98,0.27,0.01,36061021200.0,1.0
1282,0.1,0.41,0.02,0.2,0.29,0.11,0.39,35.8,41.3,106.52,1234.0,2436.0,809.0,5795.0,304.0,2637.827457264957,50047.0,582861.2010443864,237.0,1624.0,2452.0,570.0,10.2,0.09,0.19,3.7,0.31,0.5,0.08,0.77,0.34,0.97,0.18,0.02,36061021303.0,0.0
1283,0.02,0.64,0.01,0.11,0.35,0.06,0.6239601990049735,41.6,40.7,68.11,1164.0,547.0,778.0,3332.0,83.0,2637.827457264957,54423.0,582861.2010443864,835.5364006988934,1503.0,2048.0,153.0,6.0,0.15,0.09,3.0,0.32,0.8,0.07,0.76,0.09,0.98,0.27,0.0507865168539326,36061021400.0,0.0
1284,0.12,0.38,0.02,0.19,0.32,0.11,1.0,28.8,30.0,85.44,1097.0,1003.0,809.0,4128.0,491.0,2637.827457264957,51860.0,583300.0,835.5364006988934,1624.0,1558.0,644.0,3.0,0.13,0.12,3.8,0.41,0.64,0.11,0.84,0.22,0.99,0.16,0.0507865168539326,36061021500.0,0.0
1285,0.04,0.65,0.01,0.28,0.32,0.05,0.56,36.3,33.1,96.1,1177.0,2197.0,570.0,8289.0,683.0,3600.0,103620.0,745800.0,1030.0,1422.0,3841.0,914.0,2.3,0.12,0.15,3.9,0.3,0.58,0.13,0.81,0.18,0.82,0.23,0.01,36061021600.0,1.0
1286,0.08,0.48,0.0572485962225625,0.19,0.25,0.1,0.83,32.0,35.4,89.5,1184.0,1783.0,570.0,7110.0,551.0,2676.0,75475.0,582861.2010443864,835.5364006988934,1364.0,3125.0,550.0,3.7,0.2,0.13,3.7,0.28,0.64,0.1,0.85,0.17,0.9,0.24,0.0507865168539326,36061021800.0,1.0
1287,0.18,0.35,0.01,0.11,0.31,0.21,0.62,33.3,39.6,70.29,528.0,1445.0,805.0,6415.0,468.0,2637.827457264957,36655.0,582861.2010443864,835.5364006988934,1189.0,2209.0,916.0,3.2,0.19,0.04,4.3,0.18,0.45,0.19,0.83,0.55,0.97,0.12,0.0507865168539326,36061021900.0,0.0
1288,0.08,0.56,0.05,0.17,0.25,0.09,0.79,35.4,39.1,106.6,1051.0,1588.0,789.0,5977.0,567.0,4000.0,78029.0,1000000.0,835.5364006988934,1624.0,2880.0,712.0,8.0,0.15,0.08,3.7,0.36,0.64,0.1,0.73,0.15,0.86,0.25,0.01,36061022000.0,1.0
1289,0.03,0.64,0.01,0.23,0.29,0.12,0.74,36.3,37.5,114.44,1196.0,511.0,528.0,2451.0,134.0,2212.0,72725.0,537900.0,814.0,1327.0,1263.0,275.0,7.5,0.16,0.21,3.3,0.3,0.68,0.03,0.76,0.05,0.76,0.3,0.0507865168539326,36061022102.0,1.0
1290,0.08,0.52,0.01,0.32,0.23,0.08,0.6,36.7,34.3,87.16,1067.0,677.0,809.0,3090.0,122.0,3833.0,78721.0,1009300.0,1053.0,1624.0,1532.0,411.0,6.1,0.18,0.15,3.4,0.5,0.48,0.09,0.77,0.15,0.78,0.22,0.01,36061022200.0,1.0
1291,0.25,0.41,0.05,0.29,0.28,0.08,0.52,31.5,41.0,89.33,965.0,3800.0,528.0,8022.0,418.0,1616.0,50341.0,461200.0,835.5364006988934,1306.0,2562.0,913.0,4.944467353951887,0.13,0.27,4.5,0.21,0.16,0.13,0.8,0.74,0.91,0.12,0.0507865168539326,36061022301.0,1.0
1292,0.13,0.4,0.02,0.29,0.36,0.09,0.6239601990049735,32.4,42.6,64.32,1117.0,1326.0,528.0,3426.0,174.0,2637.827457264957,40565.0,582861.2010443864,835.5364006988934,1306.0,1548.0,322.0,4.944467353951887,0.15,0.13,3.2,0.3,0.28,0.11,0.87,0.56,1.0,0.16,0.0507865168539326,36061022302.0,1.0
1293,0.13,0.36,0.07,0.15,0.32,0.08,0.25,31.7,37.6,78.36,809.0,1579.0,1051.0,7616.0,775.0,2637.827457264957,48910.0,566700.0,835.5364006988934,1624.0,2972.0,1260.0,5.8,0.11,0.08,3.9,0.31,0.61,0.19,0.84,0.29,0.98,0.17,0.0507865168539326,36061022400.0,1.0
1294,0.16,0.42,0.05,0.32,0.27,0.13,0.15,35.2,37.8,95.71,1127.0,4150.0,528.0,10631.0,438.0,972.0,56653.0,227700.0,579.0,1306.0,3873.0,1347.0,3.8,0.1,0.18,4.1,0.27,0.32,0.15,0.76,0.53,0.83,0.16,0.0507865168539326,36061022500.0,1.0
1295,0.07,0.62,0.02,0.16,0.24,0.11,0.74,35.5,38.6,92.45,1015.0,864.0,778.0,4563.0,429.0,3218.0,71052.0,916000.0,1185.0,1503.0,2344.0,477.0,5.3,0.11,0.18,3.3,0.35,0.69,0.1,0.82,0.16,0.89,0.19,0.02,36061022600.0,0.0
1296,0.09,0.61,0.02,0.37,0.23,0.13,0.61,33.5,36.3,96.51,1327.0,1285.0,1097.0,5638.0,355.0,2093.0,70433.0,600400.0,1032.0,1234.0,2446.0,454.0,1.8,0.15,0.21,3.4,0.36,0.45,0.11,0.8,0.31,0.82,0.37,0.0507865168539326,36061022700.0,0.0
1297,0.04,0.44,0.04,0.12,0.32,0.04,0.73,36.8,38.6,83.97,1037.0,862.0,778.0,6185.0,404.0,1708.0,63385.0,677200.0,835.5364006988934,1503.0,2767.0,583.0,1.4,0.16,0.17,3.6,0.31,0.64,0.12,0.73,0.15,0.84,0.21,0.01,36061022800.0,0.0
1298,0.16,0.42,0.08,0.29,0.26,0.08,0.53,35.7,39.1,84.5,1189.0,3621.0,528.0,8437.0,348.0,1746.0,64839.0,364900.0,835.5364006988934,1306.0,3237.0,779.0,2.8,0.1,0.26,4.5,0.3,0.29,0.17,0.76,0.5,0.9,0.2,0.01,36061022900.0,0.0
1299,0.11,0.37,0.04,0.16,0.19,0.15,0.61,35.5,36.2,97.19,778.0,2278.0,818.0,9402.0,690.0,2817.0,58554.0,602900.0,835.5364006988934,1503.0,3966.0,691.0,5.2,0.14,0.22,3.5,0.31,0.67,0.18,0.8,0.28,0.98,0.18,0.0507865168539326,36061023000.0,1.0
1300,0.11,0.44,0.04,0.29,0.21,0.08,0.62,33.8,38.7,85.35,1311.0,2506.0,818.0,6604.0,382.0,1853.0,63081.0,470000.0,835.5364006988934,1190.0,2987.0,642.0,5.2,0.1,0.21,3.4,0.43,0.4,0.15,0.82,0.43,0.91,0.2,0.0507865168539326,36061023100.0,1.0
1301,0.1,0.29,0.05,0.15,0.25,0.16,0.6239601990049735,30.0,41.1,94.12,818.0,2272.0,778.0,8788.0,886.0,2637.827457264957,43253.0,290200.0,265.0,1311.0,3317.0,1128.0,1.8,0.11,0.15,3.6,0.37,0.61,0.2,0.83,0.42,0.96,0.09,0.0507865168539326,36061023200.0,1.0
1302,0.09,0.46,0.07,0.28,0.26,0.07,0.43,34.9,35.0,129.62,1306.0,2833.0,965.0,7109.0,565.0,3566.0,77524.0,582861.2010443864,835.5364006988934,1189.0,2700.0,606.0,4.944467353951887,0.14,0.21,4.0,0.3,0.38,0.09,0.79,0.45,0.86,0.2,0.0507865168539326,36061023300.0,0.0
1303,0.07,0.56,0.04,0.14,0.25,0.12,1.0,32.8,41.2,102.06,1152.0,1459.0,778.0,5480.0,336.0,2313.0,52008.0,546000.0,835.5364006988934,1311.0,2436.0,739.0,3.4,0.12,0.22,3.8,0.4,0.66,0.11,0.86,0.26,0.93,0.16,0.0507865168539326,36061023400.0,1.0
1304,0.14,0.4,0.04,0.21,0.24,0.06,0.5,32.6,37.1,115.31,990.0,1986.0,478.0,6132.0,385.0,1952.0,51209.0,244400.0,835.5364006988934,1311.0,2666.0,1006.0,3.8,0.11,0.2,3.8,0.34,0.43,0.08,0.75,0.42,0.83,0.19,0.0507865168539326,36061023501.0,0.0
1305,0.08,0.51,0.0572485962225625,0.14,0.27,0.15,0.33,30.0,45.0,105.43,1190.0,615.0,478.0,1931.0,110.0,2637.827457264957,44070.0,582861.2010443864,835.5364006988934,1311.0,941.0,312.0,4.944467353951887,0.07,0.2,3.5,0.38,0.76,0.13,0.76,0.15,0.98,0.22,0.01,36061023502.0,1.0
1306,0.08,0.58,0.04,0.06,0.35,0.19,0.04,32.0,36.2,66.36,874.0,977.0,818.0,6969.0,736.0,2637.827457264957,58031.0,33200.0,545.0,1311.0,3243.0,1048.0,2.8,0.09,0.06,3.6,0.19,0.78,0.06,0.76,0.23,0.84,0.18,0.0507865168539326,36061023600.0,1.0
1307,0.15,0.47,0.06,0.25,0.29,0.14,0.18,32.8,43.5,128.78,1180.0,3148.0,1117.0,7957.0,519.0,3736.0,58183.0,168300.0,125.0,1306.0,2858.0,633.0,2.0,0.08,0.19,4.1,0.36,0.32,0.14,0.77,0.49,0.92,0.14,0.0507865168539326,36061023700.0,1.0
1308,0.04,0.76,0.01,0.52,0.37,0.03,0.59,36.3,38.3,78.9,1988.0,4836.0,339.0,9278.0,665.0,2934.0,114094.0,620100.0,1163.0,2762.0,4568.0,494.0,8.5,0.13,0.05,3.4,0.41,0.13,0.06,0.74,0.13,0.82,0.14,0.01,36061023801.0,0.0
1309,0.07,0.79,0.02,0.56,0.21,0.03,0.71,51.2,40.0,115.74,2815.0,1164.0,582.0,2453.0,94.0,3736.0,131700.0,732100.0,1070.0,1545.0,798.0,129.0,9.7,0.23,0.07,2.5,0.66,0.23,0.08,0.72,0.16,0.92,0.15,0.0507865168539326,36061023802.0,0.0
1310,0.23,0.45,0.02,0.25,0.28,0.06,0.8,38.7,41.4,74.11,1117.0,1077.0,478.0,2596.0,47.0,2637.827457264957,48260.0,582861.2010443864,835.5364006988934,1311.0,1125.0,274.0,0.6,0.1,0.18,3.9,0.26,0.49,0.09,0.84,0.47,0.94,0.18,0.0507865168539326,36061023900.0,1.0
1311,0.09,0.05,0.0572485962225625,0.36,0.19,0.08,0.6239601990049735,51.0,41.23394143062887,762.38,1391.8300338000963,251.0,419.0,1742.0,302.47256977863333,2637.827457264957,82813.30739673392,582861.2010443864,835.5364006988934,1573.0,1645.193083573487,516.2725961538462,4.944467353951887,0.21,0.28,4.305475504322766,0.295782901056677,0.55,0.42,0.4873439000960621,0.2,0.6364073006724306,0.14,0.0507865168539326,36061024000.0,0.0
1312,0.17,0.48,0.06,0.26,0.29,0.14,0.37,41.1,37.1,98.97,1171.0,3890.0,947.0,8108.0,329.0,1955.0,62127.0,301400.0,357.0,1477.0,3509.0,648.0,4.944467353951887,0.08,0.16,3.9,0.27,0.3,0.12,0.75,0.58,0.78,0.15,0.0507865168539326,36061024100.0,0.0
1313,0.14,0.38,0.02,0.16,0.36,0.14,0.6239601990049735,29.8,35.7,89.5,474.0,1053.0,417.0,4188.0,425.0,2637.827457264957,38384.0,582861.2010443864,835.5364006988934,1304.0,1632.0,726.0,3.7,0.1,0.18,3.5,0.4,0.57,0.17,0.82,0.39,0.99,0.09,0.0507865168539326,36061024200.0,1.0
1314,0.13,0.47,0.02,0.28,0.32,0.13,0.21,33.4,39.9,109.83,1173.0,1669.0,478.0,4505.0,195.0,2637.827457264957,58632.0,582861.2010443864,835.5364006988934,1153.0,1551.0,415.0,0.8,0.14,0.17,3.9,0.28,0.4,0.09,0.75,0.42,0.97,0.17,0.0507865168539326,36061024301.0,1.0
1315,0.1,0.32,0.02,0.08,0.4,0.13,0.6239601990049735,31.1,43.5,58.19,478.0,1882.0,990.0,7601.0,700.0,2637.827457264957,28544.0,582861.2010443864,835.5364006988934,1311.0,2689.0,1449.0,2.4,0.05,0.08,4.1,0.18,0.62,0.24,0.85,0.45,1.0,0.09,0.0507865168539326,36061024302.0,1.0
1316,0.18,0.37,0.05,0.29,0.24,0.14,0.17,35.1,39.8,117.92,1067.0,7528.0,478.0,15642.0,851.0,2637.827457264957,48494.0,252500.0,303.0,1173.0,5123.0,1579.0,3.9,0.08,0.22,4.1,0.23,0.12,0.14,0.82,0.84,0.96,0.06,0.0507865168539326,36061024500.0,1.0
1317,0.17,0.43,0.04,0.36,0.3,0.1,0.64,35.8,35.7,93.03,1186.0,3968.0,947.0,7615.0,294.0,2004.0,65770.0,485000.0,668.0,1477.0,2695.0,758.0,8.0,0.06,0.23,4.0,0.23,0.17,0.13,0.77,0.7,0.88,0.13,0.01,36061024700.0,0.0
1318,0.12,0.39,0.04,0.16,0.31,0.12,0.6239601990049735,30.2,41.9,83.66,947.0,483.0,478.0,1304.0,86.0,2637.827457264957,51165.0,230000.0,835.5364006988934,1173.0,419.0,123.0,4.944467353951887,0.08,0.15,3.9,0.28,0.22,0.18,0.82,0.74,0.95,0.11,0.0507865168539326,36061024900.0,1.0
1319,0.3,0.31,0.08,0.36,0.31,0.1,0.78,33.7,36.5,112.29,977.0,1374.0,947.0,2832.0,170.0,1725.0,52942.0,481300.0,835.5364006988934,1240.0,866.0,245.0,9.2,0.1,0.15,3.4,0.32,0.2,0.14,0.85,0.73,0.97,0.1,0.01,36061025100.0,1.0
1320,0.25,0.4,0.03,0.38,0.22,0.14,0.32,31.7,35.0,108.53,1153.0,6750.0,947.0,13903.0,956.0,2637.827457264957,54190.0,560200.0,835.5364006988934,1325.0,3991.0,1198.0,4.944467353951887,0.08,0.23,4.0,0.3,0.09,0.14,0.77,0.79,0.99,0.11,0.0507865168539326,36061025300.0,0.0
1321,0.08,0.66,0.01,0.47,0.46,0.07,0.81,31.3,29.0,86.71,1477.0,2309.0,1153.0,5758.0,302.0,1392.0,61570.0,608400.0,835.5364006988934,1672.0,2189.0,316.0,2.5,0.09,0.06,4.0,0.3,0.08,0.04,0.78,0.45,0.96,0.27,0.0507865168539326,36061025500.0,0.0
1322,0.03,0.74,0.03,0.35,0.21,0.08,0.83,37.1,35.1,90.26,1624.0,1137.0,809.0,4511.0,346.0,2933.0,114694.0,827200.0,369.0,1364.0,1984.0,680.0,5.9,0.27,0.07,3.9,0.27,0.44,0.06,0.69,0.16,0.67,0.24,0.0507865168539326,36061025700.0,0.0
1323,0.04,0.58,0.03,0.23,0.2,0.14,0.95,35.2,33.1,119.32,1113.0,1469.0,778.0,4167.0,373.0,2045.0,82064.0,519500.0,835.5364006988934,1311.0,1800.0,540.0,3.2,0.1,0.15,3.8,0.45,0.49,0.09,0.73,0.32,0.6,0.19,0.01,36061025900.0,0.0
1324,0.29,0.28,0.04,0.25,0.27,0.1,0.83,33.8,40.5,94.75,1074.0,7654.0,836.0,13492.0,932.0,3016.0,47506.0,471100.0,835.5364006988934,1333.0,3877.0,1647.0,1.0,0.05,0.2,4.1,0.25,0.13,0.14,0.81,0.9,0.98,0.03,0.01,36061026100.0,1.0
1325,0.2,0.35,0.01,0.25,0.28,0.11,0.6239601990049735,35.2,41.8,80.55,1240.0,4374.0,947.0,9033.0,825.0,2637.827457264957,46741.0,582861.2010443864,835.5364006988934,1625.0,2968.0,937.0,2.5,0.06,0.19,4.0,0.27,0.1,0.1,0.8,0.85,1.0,0.07,0.0507865168539326,36061026300.0,1.0
1326,0.13,0.55,0.04,0.5,0.28,0.09,0.71,34.9,40.7,103.33,1325.0,3076.0,977.0,7688.0,245.0,1581.0,81581.0,386300.0,427.0,1625.0,3013.0,551.0,4.944467353951887,0.14,0.18,4.0,0.24,0.15,0.06,0.75,0.62,0.84,0.2,0.0507865168539326,36061026500.0,0.0
1327,0.05,0.7,0.01,0.66,0.36,0.15,0.6239601990049735,24.0,39.0,169.4,1263.0,556.0,1071.0,2201.0,176.0,2637.827457264957,58131.0,582861.2010443864,835.5364006988934,1738.0,634.0,131.0,3.9,0.12,0.15,3.5,0.4,0.04,0.09,0.5,0.38,1.0,0.24,0.03,36061026700.0,0.0
1328,0.33,0.32,0.02,0.21,0.16,0.12,0.19,38.3,39.2,139.06,1126.0,5779.0,1071.0,9431.0,617.0,2637.827457264957,47984.0,466200.0,835.5364006988934,1738.0,2875.0,1032.0,1.1,0.09,0.22,3.8,0.19,0.11,0.14,0.83,0.87,0.95,0.04,0.01,36061026900.0,1.0
1329,0.15,0.53,0.06,0.48,0.3,0.12,0.62,35.2,41.3,105.48,1333.0,5242.0,1071.0,9744.0,732.0,2518.0,69022.0,386100.0,835.5364006988934,1738.0,3088.0,862.0,0.9,0.08,0.14,3.8,0.29,0.07,0.11,0.73,0.68,0.92,0.13,0.01,36061027100.0,0.0
1330,0.02,0.8,0.03,0.74,0.38,0.06,0.51,38.9,41.9,78.1,1625.0,1870.0,1071.0,6898.0,541.0,1706.0,88381.0,455100.0,835.5364006988934,1672.0,3344.0,542.0,1.7,0.18,0.09,3.6,0.33,0.08,0.04,0.71,0.24,0.75,0.27,0.0507865168539326,36061027300.0,0.0
1331,0.08,0.83,0.03,0.72,0.37,0.02,0.47,46.2,41.4,100.38,1672.0,1241.0,1186.0,3667.0,209.0,2190.0,120540.0,563300.0,510.0,1625.0,1666.0,400.0,4.944467353951887,0.15,0.1,4.0,0.27,0.08,0.07,0.6,0.27,0.51,0.25,0.01,36061027500.0,0.0
1332,0.17,0.35,0.04,0.31,0.31,0.08,0.6239601990049735,46.5,45.0,73.1,1071.0,3745.0,1126.0,7315.0,382.0,2637.827457264957,39804.0,582861.2010443864,835.5364006988934,1738.0,2233.0,838.0,4.944467353951887,0.1,0.18,3.6,0.21,0.17,0.26,0.85,0.77,1.0,0.07,0.0507865168539326,36061027700.0,1.0
1333,0.21,0.41,0.02,0.27,0.32,0.12,0.53,35.2,38.5,78.4,1327.0,6656.0,1071.0,12413.0,667.0,1455.0,54557.0,329500.0,370.0,1738.0,4239.0,1353.0,2.5,0.1,0.11,3.5,0.36,0.07,0.14,0.74,0.79,0.93,0.11,0.02,36061027900.0,1.0
1334,0.03,0.85,0.02,0.8,0.32,0.02,0.72,44.1,39.8,86.61,1738.0,740.0,1071.0,3191.0,307.0,1500.0,116534.0,398500.0,274.0,1333.0,1440.0,245.0,4.944467353951887,0.23,0.1,3.8,0.31,0.09,0.03,0.63,0.14,0.72,0.32,0.0507865168539326,36061028100.0,0.0
1335,0.1,0.47,0.05,0.39,0.22,0.17,0.2,36.8,42.8,116.06,1143.0,3628.0,1071.0,7653.0,272.0,1611.0,60302.0,582861.2010443864,835.5364006988934,1738.0,3291.0,709.0,3.3,0.11,0.16,3.4,0.29,0.14,0.08,0.66,0.63,0.82,0.11,0.0507865168539326,36061028300.0,0.0
1336,0.22,0.38,0.02,0.28,0.25,0.1,0.6239601990049735,33.1,45.0,85.23,1101.0,3501.0,1071.0,7050.0,568.0,2637.827457264957,41464.0,582861.2010443864,835.5364006988934,1738.0,2842.0,854.0,0.5,0.14,0.18,3.3,0.4,0.12,0.15,0.83,0.84,1.0,0.08,0.01,36061028500.0,0.0
1337,0.11,0.54,0.01,0.54,0.29,0.13,0.67,36.3,43.9,92.42,1377.0,1812.0,1101.0,3960.0,183.0,2250.0,71019.0,500000.0,835.5364006988934,1738.0,1763.0,354.0,3.8,0.08,0.16,3.4,0.32,0.05,0.08,0.75,0.59,0.97,0.18,0.0507865168539326,36061028700.0,0.0
1338,0.21,0.3,0.05,0.29,0.19,0.19,0.15,33.8,43.7,83.72,1120.0,6895.0,657.0,12188.0,743.0,2637.827457264957,49976.0,582861.2010443864,835.5364006988934,1483.0,4143.0,1588.0,0.7,0.11,0.15,3.3,0.27,0.09,0.13,0.76,0.88,0.97,0.03,0.01,36061029100.0,1.0
1339,0.21,0.39,0.03,0.37,0.23,0.14,1.0,32.4,41.8,81.53,1198.0,5735.0,657.0,9338.0,827.0,2637.827457264957,47300.0,582861.2010443864,835.5364006988934,1483.0,3127.0,1127.0,1.0,0.11,0.18,3.5,0.23,0.1,0.13,0.78,0.87,0.99,0.04,0.0507865168539326,36061029300.0,0.0
1340,0.15,0.6,0.0572485962225625,0.51,0.3,0.13,0.79,37.8,41.2,103.23,1366.0,3384.0,657.0,8440.0,434.0,1896.0,76061.0,349100.0,300.0,1483.0,3578.0,535.0,1.8,0.14,0.18,3.3,0.27,0.04,0.05,0.74,0.62,0.91,0.13,0.01,36061029500.0,0.0
1341,0.27,0.38,0.0572485962225625,0.21,0.31,0.13,1.0,40.5,45.5,94.74,657.0,2299.0,1120.0,4627.0,265.0,2637.827457264957,31950.0,582861.2010443864,835.5364006988934,1483.0,1569.0,781.0,4.944467353951887,0.11,0.07,3.9,0.22,0.22,0.13,0.69,0.79,1.0,0.05,0.0507865168539326,36061029900.0,1.0
1342,0.09,0.52,0.01,0.41,0.28,0.1,0.73,35.4,42.0,107.4,1428.0,1852.0,657.0,4878.0,472.0,1509.0,74772.0,330200.0,217.0,1951.0,1880.0,493.0,1.4,0.17,0.15,3.4,0.34,0.08,0.11,0.73,0.62,0.93,0.16,0.03,36061030300.0,0.0
1343,0.04,0.77,0.01,0.71,0.33,0.09,0.62,41.7,45.4,114.27,1483.0,866.0,657.0,3739.0,332.0,1787.0,86809.0,358600.0,275.0,1951.0,1923.0,189.0,4.944467353951887,0.1,0.15,3.4,0.26,0.06,0.04,0.66,0.32,0.63,0.26,0.0507865168539326,36061030700.0,0.0
1344,0.15,0.36,0.05,0.23,0.31,0.12,0.49,32.4,39.1,86.77,1006.0,3770.0,1009.0,9471.0,560.0,2432.0,42515.0,727900.0,1500.0,1650.0,3630.0,1770.0,1.3,0.16,0.12,3.5,0.35,0.25,0.14,0.64,0.71,0.92,0.07,0.01,36061030900.0,1.0
1345,0.01,0.92,0.0572485962225625,0.76,0.1,0.05,0.46,34.9,23.6,104.06,2957.0,2388.0,1847.0,8891.0,1451.0,3450.0,239012.0,1654400.0,1500.0,3500.0,4570.0,860.0,8.1,0.26,0.04,3.1,0.48,0.02,0.0965270336093527,0.79,0.06,0.95,0.27,0.0507865168539326,36061031703.0,0.0
1346,0.1029240631163713,0.92,0.0572485962225625,0.72,0.19,0.04,0.53,37.9,33.6,99.89,2928.0,2376.0,2853.0,7044.0,609.0,4000.0,240930.0,737400.0,1500.0,3500.0,3918.0,913.0,7.4,0.32,0.05,3.2,0.54,0.01,0.0965270336093527,0.67,0.14,0.63,0.26,0.02,36061031704.0,0.0
1347,0.02,0.86,0.0572485962225625,0.63,0.15,0.08,0.6,32.6,33.0,108.65,2983.0,2517.0,1402.0,6756.0,763.0,2585.0,153312.0,607100.0,1030.0,2762.0,4474.0,135.0,6.6,0.29,0.06,2.8,0.71,0.05,0.0965270336093527,0.6,0.07,0.87,0.26,0.0507865168539326,36081000100.0,1.0
1348,0.14,0.54,0.13,0.54,0.14,0.09,0.75,37.0,39.2,105.71,1488.0,1648.0,1142.0,3425.0,208.0,2406.0,91183.0,474700.0,723.0,1670.0,1024.0,472.0,4.9,0.08,0.15,5.0,0.15,0.02,0.08,0.25,0.6,0.45,0.04,0.04,36081000200.0,0.0
1349,0.23,0.46,0.04,0.4,0.24,0.09,0.81,34.4,47.9,93.36,1444.0,2761.0,1423.0,4896.0,412.0,2678.0,72522.0,438000.0,927.0,1670.0,1396.0,681.0,4.944467353951887,0.08,0.18,5.1,0.27,0.06,0.11,0.41,0.56,0.48,0.02,0.05,36081000400.0,0.0
1350,0.15,0.47,0.07,0.33,0.22,0.13,0.9,33.6,46.6,90.75,1423.0,2028.0,1323.0,4208.0,483.0,2500.0,83290.0,419100.0,674.0,1512.0,1194.0,556.0,16.9,0.16,0.06,5.2,0.29,0.03,0.12,0.3,0.62,0.41,0.02,0.09,36081000600.0,0.0
1351,0.03,0.86,0.01,0.7,0.2,0.07,0.8,36.2,29.3,119.88,1888.0,1707.0,339.0,5928.0,490.0,3430.0,132447.0,868800.0,740.0,2983.0,3232.0,447.0,4.7,0.3,0.12,3.7,0.38,0.02,0.02,0.58,0.17,0.67,0.27,0.01,36081000700.0,0.0
1352,0.12,0.5,0.11,0.49,0.18,0.13,0.67,32.9,48.2,105.4,1486.0,1957.0,1323.0,3728.0,358.0,2253.0,83233.0,397200.0,742.0,1512.0,1010.0,495.0,4.944467353951887,0.08,0.11,5.5,0.22,0.03,0.11,0.18,0.57,0.39,0.03,0.08,36081000800.0,1.0
1353,0.18,0.49,0.09,0.47,0.19,0.09,0.8,35.1,47.0,111.87,1512.0,1880.0,1423.0,3890.0,218.0,2572.0,83270.0,433000.0,684.0,1670.0,1010.0,595.0,3.3,0.07,0.19,5.2,0.28,0.06,0.08,0.42,0.66,0.49,0.03,0.04,36081001000.0,0.0
1354,0.11,0.59,0.05,0.62,0.28,0.14,0.81,36.4,48.2,96.55,1457.0,1923.0,1423.0,4727.0,400.0,2437.0,82556.0,459600.0,769.0,1670.0,1410.0,736.0,3.4,0.13,0.13,5.2,0.26,0.03,0.08,0.28,0.57,0.47,0.01,0.07,36081001200.0,0.0
