GEOID,label,label_three,label_four,TRACTCE10,NAME10,NAMELSAD10,INTPTLAT,INTPTLONG,long+,long-,lat+,lat-,"Agriculture, forestry, fishing and hunting, and mining",Construction,Manufacturing,Wholesale trade,Retail trade,"Transportation and warehousing, and utilities",Information,"Finance and insurance, and real estate and rental and leasing","Professional, scientific, and management, and administrative and waste management services","Educational services, and health care and social assistance","Arts, entertainment, and recreation, and accommodation and food services","Other services, except public administration",Public administration,"INCOME AND BENEFITS (IN 2017 INFLATION-ADJUSTED DOLLARS) Less than $10,000",HEALTH INSURANCE COVERAGE With health insurance coverage,HEALTH INSURANCE COVERAGE With private health insurance,YEAR STRUCTURE BUILT Built 2014 or later,YEAR STRUCTURE BUILT Built 2010 to 2013,HOUSING TENURE Renter-occupied,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2015 or later,YEAR HOUSEHOLDER MOVED INTO UNIT Moved in 2010 to 2014,VEHICLES AVAILABLE No vehicles available,VEHICLES AVAILABLE 2 vehicles available,VEHICLES AVAILABLE 3 or more vehicles available,OCCUPANTS PER ROOM 1.01 to 1.50,OCCUPANTS PER ROOM 1.51 or more,MORTGAGE STATUS Owner-occupied units Housing units with a mortgage,65 years and over,MARITAL STATUS Males 15 years and over Never married,MARITAL STATUS Females 15 years and over Never married,EDUCATIONAL ATTAINMENT Less than 9th grade,"EDUCATIONAL ATTAINMENT 9th to 12th grade, no diploma",Percent bachelor's degree or higher,PLACE OF BIRTH Native Different state,SEX AND AGE 62 years and over,White,Black or African American,American Indian and Alaska Native,Asian,Hispanic or Latino (of any race),Own children of the householder under 6 years,Own children of the householder 6 to 17 years,Mean travel time to work (minutes),Median household income (dollars),Mean household income (dollars),Total housing units,Homeowner vacancy rate,Rental vacancy rate,ROOM Median rooms,VALUE Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units with a mortgage Median (dollars),SELECTED MONTHLY OWNER COSTS (SMOC) Housing units without a mortgage Median (dollars),GROSS RENT Occupied units paying rent Median (dollars),Population in households,YEAR OF ENTRY Population born outside the United States,YEAR OF ENTRY Foreign born,Total households,Total population,Sex ratio (males per 100 females),Median age (years),relation_max_fee,relation_min_fee
17031031502,0,2,2,31502,315.02,Census Tract 315.02,41.96,-87.65,-87.65,-87.66,41.97,41.96,0.01,0.01,0.04,0.01,0.12,0.09,0.02,0.05,0.09,0.21,0.3,0.06,0.01,0.24,0.82,0.48,0,0,0.9,0.23,0.4,0.54,0.12,0.01,0.02,0.07,0.83,0.12,0.68,0.52,0.05,0.09,0.38,0.19,0.1,0.47,0.41,0.02,0.06,0.19,303,370,33.1,24304,43539,2495,0,5.5,3.4,223400,1692,754,782,4439,1962,1800,2250,4439,111.8,32.6,1138,672
17031031700,1,2,2,31700,317,Census Tract 317,41.97,-87.66,-87.66,-87.67,41.97,41.96,0,0.02,0.06,0,0.09,0.06,0.04,0.07,0.17,0.25,0.16,0.05,0.04,0.17,0.87,0.65,0,0,0.71,0.18,0.52,0.39,0.17,0.02,0,0.03,0.93,0.02,0.67,0.58,0.01,0.06,0.56,0.39,0.07,0.61,0.24,0.01,0.05,0.12,463,444,38,44555,73107,3835,2.3,7,3.9,300200,2178,863,914,6870,1094,970,3471,7001,114.4,33.1,1458,672
17031031800,0,2,2,31800,318,Census Tract 318,41.97,-87.67,-87.67,-87.67,41.97,41.96,0,0.02,0.05,0.03,0.07,0.05,0.05,0.07,0.25,0.2,0.16,0.04,0.01,0.04,0.88,0.75,0.01,0.01,0.57,0.22,0.43,0.26,0.21,0,0.02,0.01,0.74,0.05,0.48,0.35,0.03,0.03,0.71,0.36,0.08,0.82,0.02,0,0.1,0.1,127,127,37,69167,95121,1013,0,5.4,4.5,321500,2185,721,1082,1763,269,258,936,1771,106.4,33.5,1218,914
17031031900,0,0,0,31900,319,Census Tract 319,41.96,-87.67,-87.67,-87.67,41.97,41.96,0.01,0.03,0.03,0.03,0.14,0.06,0.05,0.12,0.2,0.24,0.05,0.05,0,0.04,0.92,0.79,0.01,0,0.67,0.14,0.46,0.25,0.23,0.03,0.01,0.02,0.77,0.03,0.59,0.63,0.03,0.08,0.68,0.34,0.12,0.79,0.03,0,0.07,0.15,78,193,35.1,61211,88875,1326,0,5.2,4.4,314500,2563,754,1150,2512,499,458,1258,2526,90.2,34.1,1568,914
17031032100,1,2,2,32100,321,Census Tract 321,41.96,-87.65,-87.65,-87.66,41.96,41.96,0,0.02,0.04,0.04,0.07,0.02,0.07,0.14,0.21,0.18,0.13,0.03,0.06,0.13,0.91,0.7,0,0,0.74,0.18,0.45,0.45,0.12,0.04,0.02,0.02,0.91,0.11,0.56,0.55,0,0.03,0.63,0.36,0.16,0.81,0.06,0,0.04,0.22,223,331,37.4,52335,85070,4433,0,10.6,3.4,322700,2173,770,999,6975,1944,1812,3788,7117,89,35.3,1966,541
17031040100,0,2,2,40100,401,Census Tract 401,41.99,-87.68,-87.68,-87.69,41.99,41.98,0,0.02,0.08,0.04,0.08,0.05,0.02,0.08,0.14,0.29,0.1,0.06,0.03,0.04,0.92,0.78,0.01,0.01,0.5,0.17,0.33,0.14,0.33,0.04,0.01,0.01,0.72,0.07,0.38,0.35,0.04,0.07,0.58,0.3,0.15,0.84,0.06,0.01,0.04,0.2,349,300,35.8,79688,104460,1797,2.5,10.7,5,366700,2513,897,1160,3682,822,815,1599,3893,106.6,37.7,1279,858
17031040201,0,2,2,40201,402.01,Census Tract 402.01,41.97,-87.69,-87.69,-87.7,41.98,41.97,0,0.05,0.05,0.02,0.08,0.04,0.04,0.09,0.11,0.29,0.1,0.09,0.04,0.04,0.88,0.71,0,0.01,0.62,0.21,0.46,0.21,0.24,0.05,0.01,0.01,0.67,0.07,0.46,0.48,0.05,0.06,0.58,0.25,0.11,0.69,0.04,0,0.11,0.24,556,589,37.4,68082,83024,3128,0,3.7,5,338600,2372,966,1225,7035,1922,1803,2988,7040,95.6,33.4,1363,1054
17031040202,1,2,2,40202,402.02,Census Tract 402.02,41.98,-87.69,-87.69,-87.7,41.98,41.98,0,0.05,0.04,0.01,0.13,0.05,0.01,0.06,0.15,0.28,0.16,0.05,0.01,0.15,0.83,0.57,0,0,0.64,0.18,0.39,0.24,0.27,0.02,0.02,0,0.71,0.09,0.52,0.37,0.07,0.05,0.46,0.13,0.12,0.56,0.06,0,0.27,0.2,597,729,38.3,39601,61993,3174,0,6.7,4.2,184900,1834,475,1054,6953,3121,3057,2963,7194,120.1,35.6,1373,1072
17031040300,0,0,0,40300,403,Census Tract 403,41.98,-87.7,-87.7,-87.71,41.98,41.97,0,0.04,0.07,0,0.07,0.05,0.02,0.13,0.19,0.31,0.09,0.02,0.02,0.02,0.95,0.83,0,0,0.28,0.03,0.3,0.03,0.41,0.11,0,0,0.64,0.07,0.25,0.35,0.05,0.06,0.54,0.2,0.25,0.63,0.04,0,0.27,0.13,163,251,36.1,96369,116155,1156,3.5,3.2,5.9,372900,2625,638,1186,2904,1155,1092,1079,2999,67.9,45,1373,1054
17031040401,0,2,2,40401,404.01,Census Tract 404.01,41.97,-87.69,-87.68,-87.69,41.97,41.97,0,0.01,0.1,0.02,0.07,0.01,0.03,0.06,0.2,0.29,0.13,0.02,0.06,0.01,0.95,0.88,0,0,0.45,0.17,0.35,0.16,0.37,0.07,0.02,0,0.71,0.06,0.4,0.43,0.01,0.03,0.69,0.3,0.12,0.82,0.06,0,0.07,0.2,351,108,38.3,90243,116242,1420,0,0,5.5,472000,2697,1040,1215,3182,680,616,1327,3182,103.7,36.2,1363,1078
17031040402,0,2,2,40402,404.02,Census Tract 404.02,41.97,-87.68,-87.68,-87.68,41.98,41.97,0,0.01,0.01,0.02,0.05,0,0.03,0.14,0.25,0.26,0.14,0.07,0.02,0.04,0.93,0.88,0.03,0,0.61,0.17,0.57,0.17,0.17,0.02,0,0,0.85,0.02,0.44,0.48,0.01,0,0.78,0.41,0.06,0.85,0.02,0,0.08,0.08,422,508,36,81496,126439,2645,0,9.9,4.5,407800,2530,654,1169,5035,554,454,2479,5035,111.4,32.8,1279,1082
17031040600,0,0,0,40600,406,Census Tract 406,41.97,-87.68,-87.68,-87.69,41.97,41.96,0,0,0.04,0.03,0.06,0.04,0.04,0.1,0.22,0.26,0.11,0.07,0.04,0.06,0.87,0.8,0,0.01,0.63,0.16,0.43,0.2,0.16,0.09,0,0.01,0.82,0.04,0.44,0.51,0.01,0.03,0.75,0.31,0.09,0.92,0.04,0,0.02,0.17,318,165,36.9,85745,115697,1342,0,8.2,4.9,610900,2677,0,1226,2702,392,380,1147,2702,73.9,34.6,1363,1078
17031040700,0,0,0,40700,407,Census Tract 407,41.97,-87.69,-87.69,-87.7,41.97,41.96,0,0.01,0.07,0.02,0.1,0.03,0.08,0.11,0.19,0.21,0.12,0.05,0.02,0.03,0.9,0.79,0,0,0.55,0.15,0.32,0.23,0.18,0.04,0.02,0,0.81,0.03,0.4,0.36,0.05,0.05,0.65,0.37,0.12,0.79,0.03,0,0.06,0.18,284,241,36.5,76750,99619,1638,0,1.1,5,356500,2243,798,1336,3325,690,616,1529,3325,90.3,36.4,1363,1064
17031040800,0,0,0,40800,408,Census Tract 408,41.96,-87.69,-87.69,-87.7,41.97,41.96,0,0.03,0.05,0.01,0.05,0.03,0.05,0.12,0.19,0.27,0.1,0.07,0.03,0.02,0.94,0.87,0,0,0.59,0.1,0.5,0.21,0.17,0.01,0,0,0.66,0.05,0.46,0.32,0.04,0.07,0.65,0.35,0.19,0.8,0.04,0,0.07,0.09,185,114,39.6,74688,96945,822,0,0,5.4,382600,2321,976,1363,1701,298,277,795,1813,99.9,36.6,1353,1078
17031040900,0,0,0,40900,409,Census Tract 409,41.96,-87.68,-87.68,-87.69,41.97,41.96,0,0.03,0.04,0,0.06,0.01,0.08,0.12,0.19,0.27,0.1,0.09,0.02,0.03,0.92,0.83,0.02,0.01,0.65,0.12,0.47,0.29,0.26,0.01,0,0.02,0.64,0.03,0.54,0.55,0.01,0.01,0.75,0.38,0.09,0.89,0.02,0,0.02,0.05,78,134,38.3,76607,118771,1150,6.8,10.2,4.4,469600,2970,665,1078,1901,155,139,969,1909,79.9,34.4,1363,1126
17031050100,0,0,0,50100,501,Census Tract 501,41.96,-87.68,-87.67,-87.68,41.96,41.96,0,0.05,0.06,0.01,0.03,0.02,0.02,0.1,0.28,0.23,0.1,0.06,0.05,0.04,0.94,0.89,0.02,0.05,0.57,0.17,0.47,0.18,0.24,0.09,0,0,0.83,0.04,0.48,0.42,0.04,0.04,0.74,0.37,0.1,0.84,0.04,0.01,0.06,0.08,215,335,37.8,95750,125541,1254,6.1,9.4,5.6,443300,2502,1070,1568,2711,288,237,1124,2711,97,33.3,1634,1126
17031050200,0,0,0,50200,502,Census Tract 502,41.96,-87.68,-87.68,-87.69,41.96,41.96,0,0.01,0.04,0.02,0.08,0.01,0.04,0.1,0.27,0.19,0.18,0.05,0.03,0.02,0.97,0.88,0.01,0.02,0.43,0.07,0.37,0.18,0.3,0.04,0.01,0,0.75,0.15,0.37,0.31,0.04,0.03,0.6,0.33,0.16,0.86,0.03,0,0.04,0.1,547,722,35.9,74375,129277,2464,2.6,3.8,5.3,537900,2910,963,1232,5214,579,505,2270,5214,93,36.7,1570,1078
17031050300,0,0,0,50300,503,Census Tract 503,41.96,-87.69,-87.69,-87.69,41.96,41.96,0,0.03,0.04,0.02,0.02,0.04,0.04,0.12,0.19,0.29,0.09,0.08,0.04,0.05,0.92,0.77,0.01,0.01,0.65,0.16,0.33,0.05,0.36,0.08,0.01,0.01,0.8,0.05,0.4,0.31,0.03,0.07,0.61,0.2,0.16,0.8,0,0.01,0.13,0.23,215,309,36,79183,106348,1142,8.9,0,5.2,464900,2349,865,1353,2562,603,574,1076,2562,104.6,38.4,1570,987
17031050500,0,0,0,50500,505,Census Tract 505,41.95,-87.68,-87.68,-87.69,41.95,41.95,0,0.01,0.03,0.01,0.09,0.03,0.03,0.15,0.19,0.27,0.16,0.01,0.02,0.03,0.95,0.87,0.05,0.05,0.5,0.14,0.4,0.12,0.32,0.04,0.01,0,0.85,0.07,0.39,0.34,0.01,0.04,0.73,0.3,0.09,0.89,0.01,0,0.03,0.07,763,984,35.7,121591,179438,2328,0,0,5.8,713700,3273,1251,1570,6291,573,444,2218,6311,96.7,34.3,1804,1232
17031050600,0,0,0,50600,506,Census Tract 506,41.95,-87.68,-87.67,-87.68,41.95,41.95,0,0,0.05,0.03,0.08,0.03,0.07,0.11,0.27,0.13,0.14,0.07,0.03,0.01,0.98,0.95,0,0.01,0.49,0.2,0.44,0.16,0.24,0.04,0,0.01,0.73,0.06,0.4,0.55,0,0,0.82,0.39,0.09,0.92,0,0,0.07,0.05,129,184,34.9,104955,162430,1194,4.4,9.6,4.7,463500,2825,1074,1634,2238,178,162,1093,2238,92.8,33.5,1804,1218
17031050700,0,0,3,50700,507,Census Tract 507,41.95,-87.68,-87.67,-87.68,41.95,41.94,0,0.02,0.04,0.01,0.09,0.05,0.04,0.1,0.25,0.22,0.09,0.08,0.03,0.03,0.98,0.98,0,0,0.3,0.13,0.44,0.1,0.29,0.04,0.01,0.01,0.87,0.04,0.41,0.38,0,0.03,0.85,0.44,0.07,0.93,0,0,0.04,0.03,156,172,35.3,128676,172817,719,3.9,0,5.1,479500,2744,1008,1804,1593,88,75,674,1593,88.3,31.9,1880,1319
17031050800,0,0,0,50800,508,Census Tract 508,41.95,-87.68,-87.68,-87.68,41.95,41.94,0,0.03,0.08,0.04,0.11,0,0.04,0.1,0.31,0.18,0.05,0.04,0.01,0.02,0.95,0.9,0,0,0.51,0.14,0.42,0.13,0.29,0.04,0.01,0,0.68,0.04,0.39,0.44,0.03,0.02,0.78,0.37,0.08,0.93,0.01,0,0.02,0.12,149,220,40.7,111190,159649,625,0,0,5.5,699800,3440,1090,1551,1476,179,158,588,1476,98.1,33.5,1804,1319
17031050900,0,0,0,50900,509,Census Tract 509,41.94,-87.69,-87.68,-87.69,41.95,41.94,0.01,0.04,0.07,0.04,0.08,0.04,0.03,0.08,0.21,0.28,0.07,0.05,0.01,0.02,0.88,0.81,0.02,0.02,0.57,0.14,0.48,0.08,0.38,0.04,0,0,0.68,0.03,0.35,0.29,0.03,0,0.66,0.28,0.1,0.82,0.01,0,0.09,0.13,148,218,34.6,87625,131112,697,0,4.3,5.3,556500,3598,1158,1511,1462,250,208,587,1462,113.1,33.7,1804,1264
17031051000,0,0,0,51000,510,Census Tract 510,41.94,-87.69,-87.68,-87.69,41.94,41.94,0,0.01,0.1,0.03,0.07,0.05,0.04,0.15,0.2,0.21,0.11,0.02,0.02,0.07,0.96,0.87,0.01,0.02,0.43,0.16,0.49,0.13,0.3,0.04,0,0,0.8,0.07,0.45,0.46,0.06,0.01,0.72,0.3,0.08,0.86,0.04,0,0.07,0.24,257,197,37.8,106310,142655,790,2.3,2.4,5,557300,2750,1007,1444,1783,309,285,740,1783,99.2,32.7,1570,1264
17031051100,0,0,0,51100,511,Census Tract 511,41.94,-87.68,-87.68,-87.68,41.94,41.94,0,0.06,0.02,0.03,0.15,0,0.02,0.12,0.31,0.15,0.07,0.05,0.02,0.01,0.96,0.88,0.02,0.04,0.42,0.12,0.43,0.14,0.31,0.02,0,0,0.76,0.04,0.34,0.23,0.08,0,0.77,0.31,0.08,0.88,0,0,0.03,0.19,266,166,34.6,124583,175780,742,4.4,13.1,5.4,590300,3213,673,1319,1670,335,285,644,1670,110.3,34.4,1804,1439
17031051200,0,0,0,51200,512,Census Tract 512,41.94,-87.68,-87.67,-87.68,41.94,41.94,0,0.03,0.08,0.01,0.05,0.02,0.05,0.16,0.23,0.25,0.06,0.04,0.03,0.01,0.94,0.88,0.01,0.02,0.6,0.18,0.48,0.1,0.34,0.01,0,0,0.69,0.01,0.41,0.45,0.04,0.05,0.76,0.4,0.06,0.82,0.1,0,0.04,0.1,159,197,35.1,120865,210935,663,0,0,5.6,768800,3273,1375,1554,1563,128,111,599,1623,95.8,30.9,1880,1319
17031051300,0,0,3,51300,513,Census Tract 513,41.94,-87.68,-87.67,-87.68,41.94,41.93,0,0.03,0.04,0.03,0.07,0.03,0.05,0.11,0.26,0.23,0.08,0.03,0.03,0,0.97,0.94,0.02,0.02,0.28,0.11,0.42,0.04,0.49,0.05,0,0,0.74,0.04,0.38,0.3,0,0.01,0.85,0.25,0.07,0.93,0,0,0.03,0.07,435,257,35.7,149271,208332,1196,3.1,12.3,5.7,496400,3029,894,1802,2783,207,165,1125,2783,106,33.9,1880,1319
17031051400,0,2,2,51400,514,Census Tract 514,41.94,-87.68,-87.68,-87.68,41.94,41.93,0,0.04,0.08,0.03,0.08,0.02,0.05,0.09,0.26,0.2,0.06,0.07,0.03,0.02,0.95,0.83,0.01,0,0.43,0.18,0.42,0.2,0.32,0.02,0.01,0,0.88,0.03,0.46,0.45,0.03,0.07,0.69,0.32,0.07,0.78,0.03,0,0.05,0.07,143,221,34.1,100795,151142,1409,9.9,0,4.8,443400,2707,775,1439,1814,242,226,787,1814,113.9,33.5,1802,1319
17031060100,0,0,0,60100,601,Census Tract 601,41.96,-87.67,-87.66,-87.67,41.96,41.95,0,0.04,0.04,0.05,0.05,0.02,0.05,0.12,0.32,0.19,0.06,0.03,0.04,0.02,0.96,0.9,0,0.01,0.52,0.18,0.48,0.13,0.25,0.06,0,0,0.85,0.03,0.57,0.54,0.03,0.01,0.76,0.34,0.07,0.88,0.04,0,0.03,0.13,214,395,35.8,91298,152772,1315,4.3,1.4,5,428200,2547,850,1458,2773,327,300,1227,2773,92,34.7,1479,541
17031060200,0,0,0,60200,602,Census Tract 602,41.96,-87.67,-87.67,-87.68,41.96,41.96,0.01,0.01,0.07,0.02,0.1,0.01,0.03,0.11,0.21,0.2,0.13,0.09,0.01,0.05,0.89,0.78,0,0.02,0.71,0.16,0.42,0.3,0.17,0.04,0.01,0.03,0.58,0.05,0.6,0.6,0.05,0.01,0.74,0.36,0.09,0.89,0.01,0,0.06,0.2,132,226,38.1,69650,120007,1177,0,5.2,4.3,485000,3073,886,1218,2274,390,379,1107,2279,96.6,31.3,1634,1150
17031060300,0,0,0,60300,603,Census Tract 603,41.95,-87.67,-87.67,-87.67,41.95,41.95,0,0.01,0.04,0.01,0.04,0.02,0.03,0.16,0.33,0.2,0.09,0.03,0.04,0,0.92,0.89,0,0.04,0.48,0.12,0.46,0.08,0.36,0.07,0,0,0.81,0.05,0.47,0.44,0.02,0,0.78,0.28,0.07,0.89,0.01,0.01,0.07,0.08,384,388,33.7,114412,185035,1427,0,4.9,5.5,548000,3084,585,1473,3461,343,264,1362,3461,103.1,30.7,1804,1218
17031060400,0,0,0,60400,604,Census Tract 604,41.95,-87.67,-87.66,-87.67,41.95,41.95,0.01,0.02,0.08,0.02,0.05,0.01,0.03,0.12,0.31,0.17,0.13,0.04,0.02,0.03,0.96,0.91,0.02,0.01,0.53,0.22,0.47,0.17,0.35,0.04,0.02,0.01,0.85,0.02,0.48,0.51,0,0,0.82,0.46,0.04,0.88,0.01,0.01,0.05,0.13,496,325,37.8,123984,182480,1663,0,7.9,4.9,606200,2937,1193,1479,3980,468,381,1543,3980,94.9,30.5,1760,541
17031060500,0,0,0,60500,605,Census Tract 605,41.95,-87.66,-87.66,-87.66,41.96,41.95,0,0.01,0.07,0,0.08,0.07,0.06,0.1,0.28,0.18,0.15,0.01,0.01,0.14,0.94,0.66,0,0.02,0.78,0.17,0.46,0.46,0.13,0,0,0.02,0.9,0.41,0.63,0.37,0.09,0.07,0.52,0.43,0.31,0.82,0.06,0,0.07,0.17,92,81,34.5,41818,92847,793,0,5.1,3.4,679200,3727,1250,541,1240,239,233,742,1306,91.8,38.9,1925,717
17031060800,0,0,0,60800,608,Census Tract 608,41.95,-87.64,-87.64,-87.65,41.96,41.95,0,0.01,0.03,0.01,0.08,0.03,0.04,0.16,0.28,0.19,0.07,0.09,0.03,0.05,0.95,0.9,0,0,0.47,0.08,0.49,0.26,0.12,0,0.01,0.01,0.78,0.08,0.67,0.62,0,0.01,0.81,0.44,0.13,0.85,0.04,0,0.08,0.05,120,284,35.4,85132,106135,3483,0,10.8,3.5,206500,1839,956,1443,4825,740,670,3072,4825,96.4,33.7,1966,1138
17031060900,0,0,0,60900,609,Census Tract 609,41.95,-87.64,-87.64,-87.65,41.95,41.95,0,0,0.03,0.02,0.12,0.05,0.03,0.13,0.23,0.23,0.07,0.06,0.02,0.04,0.92,0.83,0,0,0.61,0.27,0.41,0.53,0.08,0.02,0.02,0.01,0.8,0.09,0.58,0.65,0.01,0.04,0.68,0.45,0.11,0.82,0.06,0.01,0.04,0.17,284,345,37.8,57305,84024,5165,0,2.1,3.2,230600,1801,775,1254,7529,1474,1191,4690,7529,94.5,33.7,1443,1177
17031061000,0,0,0,61000,610,Census Tract 610,41.95,-87.65,-87.65,-87.66,41.95,41.95,0,0,0.1,0.01,0.06,0.03,0.04,0.14,0.31,0.16,0.09,0.05,0.01,0.05,0.95,0.91,0.09,0.04,0.73,0.32,0.54,0.28,0.14,0.03,0,0.02,0.69,0.03,0.75,0.59,0.01,0,0.8,0.37,0.05,0.9,0.02,0,0.06,0.17,118,0,32.5,108625,136423,1063,1.8,2.7,4.6,448100,2645,1050,1966,2085,339,268,983,2085,165.3,28.8,1925,1138
17031061100,0,0,3,61100,611,Census Tract 611,41.95,-87.66,-87.65,-87.66,41.95,41.95,0,0.02,0.05,0.02,0.06,0.04,0.08,0.14,0.3,0.16,0.11,0.02,0.02,0.02,0.95,0.92,0,0,0.63,0.22,0.57,0.25,0.19,0.02,0.01,0,0.91,0.04,0.79,0.68,0,0,0.86,0.48,0.03,0.93,0.02,0,0.05,0.02,60,59,36.8,107250,147357,722,0,4,4.7,542900,2631,1017,1925,1421,85,73,608,1421,144.2,26.9,1966,541
17031061200,0,0,0,61200,612,Census Tract 612,41.95,-87.66,-87.66,-87.67,41.95,41.95,0,0.01,0.05,0.02,0.04,0.01,0.03,0.18,0.36,0.18,0.08,0.02,0.01,0.05,0.93,0.91,0.01,0.03,0.63,0.18,0.48,0.28,0.19,0.06,0,0,0.74,0.04,0.72,0.67,0,0,0.9,0.43,0.04,0.91,0.01,0,0.05,0.09,157,129,38.8,106823,151613,918,9.9,6.2,5.1,375800,2865,882,1760,1897,139,100,791,1897,109.2,27,1925,541
17031061500,0,0,0,61500,615,Census Tract 615,41.95,-87.66,-87.66,-87.67,41.95,41.94,0,0.01,0.05,0.04,0.06,0.02,0.03,0.1,0.32,0.25,0.07,0.05,0.02,0.02,0.97,0.93,0,0.01,0.69,0.16,0.54,0.21,0.19,0.08,0,0,0.79,0.03,0.68,0.63,0.01,0.01,0.8,0.49,0.05,0.91,0.02,0,0.03,0.07,117,107,33.5,117656,154251,888,2,2.5,4.9,452800,2430,1442,1733,1917,106,90,803,1917,109.3,29,1925,1724
17031061800,0,0,0,61800,618,Census Tract 618,41.95,-87.65,-87.64,-87.65,41.95,41.94,0,0.02,0.03,0.02,0.08,0.03,0.02,0.11,0.22,0.25,0.14,0.05,0.05,0.08,0.92,0.81,0,0,0.74,0.27,0.42,0.48,0.08,0,0,0.04,0.65,0.08,0.61,0.59,0.03,0.01,0.71,0.52,0.09,0.75,0.07,0,0.08,0.13,48,35,39.8,65469,70624,737,0,3.8,3.9,325700,2032,1034,1308,1108,210,195,716,1212,117.2,29.3,1966,1254
17031061901,0,0,0,61901,619.01,Census Tract 619.01,41.94,-87.64,-87.64,-87.65,41.95,41.94,0,0.03,0.01,0.01,0.09,0.05,0.05,0.1,0.27,0.23,0.1,0.03,0.04,0.11,0.93,0.85,0,0,0.69,0.15,0.48,0.47,0.11,0,0,0.03,0.84,0.08,0.61,0.56,0,0.01,0.82,0.38,0.12,0.75,0.03,0.02,0.15,0.08,69,177,35.2,58375,83210,2446,5.8,4.4,3.4,230000,1886,640,1359,3513,994,979,2264,3513,92.6,31.6,1549,1254
17031061902,0,0,0,61902,619.02,Census Tract 619.02,41.95,-87.64,-87.64,-87.64,41.95,41.94,0,0.01,0.01,0.03,0.03,0.02,0.05,0.12,0.32,0.23,0.13,0.04,0.02,0.06,0.94,0.86,0.02,0.01,0.69,0.15,0.42,0.46,0.09,0.03,0.01,0.01,0.58,0.14,0.58,0.55,0,0,0.77,0.42,0.23,0.86,0.03,0,0.07,0.02,92,89,30.9,63897,101209,3265,10.9,3.5,3.7,309900,2758,1233,1324,4512,1023,993,2915,4512,107.4,39.6,1443,1254
17031062000,0,0,0,62000,620,Census Tract 620,41.94,-87.65,-87.64,-87.65,41.95,41.94,0,0.01,0.04,0.02,0.06,0.03,0.04,0.11,0.3,0.2,0.11,0.07,0.01,0.01,0.94,0.86,0.01,0,0.66,0.28,0.44,0.39,0.14,0.02,0,0,0.82,0.01,0.67,0.63,0,0.01,0.78,0.44,0.06,0.86,0.06,0,0.05,0.05,100,108,32.5,74250,108200,1645,0,5.6,4.1,337800,2157,654,1341,3017,347,309,1548,3022,95.3,30.3,1549,1241
17031062100,0,0,0,62100,621,Census Tract 621,41.94,-87.65,-87.65,-87.66,41.95,41.94,0,0.02,0.04,0.02,0.07,0.02,0.04,0.09,0.29,0.19,0.16,0.06,0.01,0.09,0.95,0.88,0,0.02,0.67,0.17,0.48,0.42,0.1,0.01,0,0.01,0.74,0.12,0.7,0.72,0.02,0.01,0.78,0.45,0.08,0.87,0.03,0,0.08,0.09,194,48,33.2,91375,119340,2014,0,9.4,4.1,408100,2473,1043,1549,3740,539,496,1797,3740,121.6,28.9,1966,1241
17031062200,0,0,3,62200,622,Census Tract 622,41.94,-87.66,-87.65,-87.66,41.95,41.94,0,0.02,0.06,0.04,0.05,0.03,0.03,0.19,0.25,0.2,0.08,0.04,0.01,0.03,0.99,0.92,0.01,0.05,0.58,0.21,0.55,0.18,0.18,0.04,0,0,0.77,0,0.7,0.59,0,0.01,0.85,0.48,0.03,0.9,0.05,0,0.04,0.07,195,79,33.3,108313,137971,1411,0,12.4,4.7,497700,3002,1083,1724,2833,234,176,1275,2833,125.4,28.9,1925,1494
17031062300,0,0,3,62300,623,Census Tract 623,41.94,-87.66,-87.66,-87.67,41.94,41.94,0.01,0.03,0.08,0.02,0.04,0.04,0.04,0.17,0.26,0.2,0.1,0.02,0.01,0,0.94,0.91,0.01,0.06,0.5,0.13,0.53,0.22,0.26,0.09,0,0,0.83,0.05,0.62,0.51,0,0.01,0.89,0.38,0.05,0.86,0.01,0,0.07,0.05,196,152,34.3,136250,243735,726,0,0,5.3,718800,3829,1167,1863,1728,173,159,710,1728,131.3,29.9,1810,1494
17031062400,0,0,3,62400,624,Census Tract 624,41.94,-87.67,-87.66,-87.67,41.94,41.94,0,0.01,0.07,0.02,0.08,0.02,0.05,0.15,0.35,0.17,0.03,0.02,0.02,0.04,0.97,0.87,0.01,0.01,0.51,0.11,0.52,0.17,0.23,0.05,0,0,0.85,0.11,0.47,0.46,0.02,0.01,0.91,0.4,0.08,0.9,0.02,0,0.04,0.03,154,73,35.9,138977,188034,772,0,5,4.8,587800,3352,1258,1753,1427,43,19,671,1433,91.8,31.1,1880,1554
17031062500,0,0,3,62500,625,Census Tract 625,41.94,-87.67,-87.67,-87.67,41.94,41.94,0,0,0.04,0.06,0.03,0.04,0.03,0.17,0.29,0.24,0.07,0.03,0,0.02,0.99,0.97,0.03,0.02,0.51,0.28,0.48,0.15,0.24,0.03,0,0,0.87,0.02,0.59,0.44,0,0,0.92,0.42,0.03,0.92,0,0,0.07,0.09,174,61,35.5,128438,199940,774,4.4,4.2,4.6,471700,2966,1150,1880,1568,95,67,715,1568,145.4,30.7,1804,1554
